iso3c,year,lmf_port_eq_asst_stock,lmf_port_eq_liab_stock,lmf_port_dbt_asst,lmf_port_dbt_liab,lmf_fdi_asst_stock,lmf_fdi_asst_other,lmf_fdi_liab_stock,lmf_fdi_liab_other,lmf_debt_asst_stock,lmf_debt_liab_stock,lmf_nfa,lmf_nfa_gdp
COL,1975,0,0,,,43,,974,,946,3669,-3179,-17.3
COL,1976,16,6,,,49,,1057,,1109,3845,-2634,-12.7
COL,1977,14,6,,,56,,1165,,1334,4879,-2899,-10.7
COL,1978,18,2,,,96,,1208,,2019,4929,-1640,-5.1
COL,1979,20,2,,,126,,1333,,3180,5648,187,0.6
COL,1980,27,4,0,31,136,,1464,,3008,6653,-120,-0.3
COL,1981,25,3,0,29,140,,1607,,3614,8258,-1349,-2.7
COL,1982,32,3,0,23,170,,1720,,3722,10498,-4436,-8.2
COL,1983,52,7,0,20,274,,1837,,3633,11730,-7714,-14.3
COL,1984,54,4,0,17,295,,2163,,3840,12623,-9237,-17.4
COL,1985,85,3,0,16,301,,2654,,3708,14183,-11151,-23
COL,1986,132,12,0,46,316,,3311,,4337,15628,-11470,-23.6
COL,1987,169,20,0,105,335,,3624,,4853,16750,-11950,-23.7
COL,1988,205,14,0,104,371,,3827,,5969,17012,-11060,-20.3
COL,1989,300,12,0,276,392,,4404,,7170,17060,-9998,-18.2
COL,1990,298,18,0,275,402,,4904,,8060,18241,-9775,-17.5
COL,1991,436,25,0,360,422,,5362,,8840,17528,-6684,-11.7
COL,1992,480,59,0,419,472,,6152,,8427,16895,-5981,-8.7
COL,1993,542,218,0,525,592,,5779,,7220,18942,-8655,-11.2
COL,1994,445,705,0,1333,744,,6916,,8547,22520,-12415,-12.7
COL,1995,509,649,0,1733,1028,,8563,,7411,25877,-17792,-16.1
COL,1996,591,997,2453,5003,1096,,11773,,8592,31472,-24119,-20.2
COL,1997,849,1661,3221,6432,1893,,19694,,9038,34722,-34789,-31
COL,1998,997,948,2936,7398,2648,,16645,,9547,36628,-32633,-30
COL,1999,951,740,4281,7827,2703,,13424,,11686,36529,-27702,-28.7
COL,2000,768,448,5454,9224,2989,,11157,,13698,35900,-21386,-21.4
COL,2001,653,566,8914,12679,2952,,15377,,16948,39058,-24434,-24.9
COL,2002,465,688,6884,12001,3553,,18032,,14656,37341,-26712,-27.3
COL,2003,793,1026,8637,12546,4390,,20540,,14795,38139,-28955,-30.6
COL,2004,820,2506,10201,14031,4357,,24783,,15946,40022,-32794,-27.6
COL,2005,1009,5207,11891,13733,8915,,36903,,17827,39104,-38676,-26.4
COL,2006,1598,5742,15223,15007,10013,,45228,,21948,41007,-43121,-26.8
COL,2007,2314,7315,16217,16505,10926,,56448,,25194,46187,-50749,-24.1
COL,2008,1648,5223,16045,14594,13412,,67287,,24942,46550,-55579,-23.6
COL,2009,4553,9307,18801,19475,16760,,75087,,29113,53680,-62901,-27.2
COL,2010,6037,14629,21091,21676,23602,,82422,,30175,65725,-75196,-26.4
COL,2011,7385,15450,23202,27924,31881,,95648,,36072,77586,-82860,-25.3
COM,1970,,,,,,,,,,,,
COM,1971,,,,,,,,,,,,
COM,1972,,,,,,,,,,,,
COM,1973,,,,,,,,,,,,
COM,1974,,,,,,,,,,,,
COM,1975,,,,,,,,,,,,
COM,1976,,,,,,,,,,,,
COM,1977,,,,,,,,,,,,
COM,1978,,,,,,,,,,,,
COM,1979,0,0,,,0,,2,,6,27,-13,-11.9
COM,1980,0,0,,,0,,2,,9,30,-16,-11.9
COM,1981,0,0,,,0,,2,,6,49,-36,-30.7
COM,1982,0,0,,,0,,2,,25,76,-42,-37.6
COM,1983,0,0,,,0,,2,,24,108,-76,-69.3
COM,1984,0,0,,,0,,2,,6,137,-129,-122.6
COM,1985,0,0,,,0,,2,,11,129,-109,-94.8
COM,1986,0,0,,,0,,2,,10,156,-130,-80
COM,1987,0,0,,,0,,9,,12,202,-169,-86
COM,1988,0,0,,,0,,13,,16,191,-164,-79.2
COM,1989,0,0,,,0,,17,,25,207,-167,-84.2
COM,1990,0,0,,,1,,17,,30,197,-153,-61.2
COM,1991,0,0,,,1,,19,,32,180,-137,-55.7
COM,1992,0,0,,,1,,18,,31,190,-149,-55.9
COM,1993,0,0,,,1,,18,,30,184,-133,-50.4
COM,1994,0,0,,,1,,18,,28,191,-136,-73.4
COM,1995,0,0,,,1,,19,,38,218,-154,-66.4
COM,1996,0,0,,,1,,20,,27,200,-142,-61.5
COM,1997,0,0,,,1,,20,,31,199,-147,-69.3
COM,1998,0,0,,,1,,21,,37,210,-154,-71.3
COM,1999,0,0,,,1,,21,,39,217,-161,-72.1
COM,2000,0,0,,,1,,22,,32,211,-156,-77.3
COM,2001,0,0,,,1,,23,,38,210,-131,-59.6
COM,2002,0,0,,,1,,24,,45,239,-137,-54.5
COM,2003,0,0,,,1,,25,,53,289,-165,-50.8
COM,2004,0,0,,,1,,26,,44,315,-192,-52.8
COM,2005,0,0,,,1,,26,,49,263,-153,-39.4
COM,2006,0,0,,,1,,27,,60,296,-168,-41.7
COM,2007,0,0,,,1,,35,,60,370,-226,-48.5
COM,2008,0,0,,,1,,39,,60,339,-204,-38.4
COM,2009,0,0,,,1,,58,,59,292,-139,-25.9
COM,2010,0,0,,,1,,56,,57,267,-119,-21.8
COM,2011,0,0,,,1,,66,,76,259,-93,-15.2
COD,1970,0,0,,,0,,6,,37,401,-235,-9.2
COD,1971,0,0,,,0,,12,,35,447,-332,-11.7
COD,1972,0,0,,,0,,23,,37,662,-524,-15.9
COD,1973,0,0,,,0,,40,,50,980,-797,-19.3
COD,1974,0,0,,,0,,92,,72,1499,-1400,-25.8
COD,1975,0,0,,,0,,101,,105,1982,-1930,-29.1
COD,1976,0,0,,,0,,340,,113,2747,-2923,-40.7
COD,1977,0,0,,,0,,358,,400,3170,-2994,-26.5
COD,1978,0,0,,,0,,456,,573,3985,-3742,-22.5
COD,1979,0,0,,,0,,600,,875,4494,-4012,-24.6
COD,1980,0,0,,,0,,709,,796,4395,-4105,-26.5
COD,1981,0,0,,,0,,779,,781,4426,-4272,-31.7
COD,1982,0,0,,,0,,776,,635,4505,-4608,-31.5
COD,1983,0,0,,,0,,584,,784,4532,-4230,-35.8
COD,1984,0,0,,,0,,551,,861,5592,-5145,-65.3
COD,1985,0,0,,,0,,620,,929,6297,-5799,-80.5
COD,1986,0,0,,,0,,626,,968,6855,-6244,-77.2
COD,1987,0,0,,,0,,571,,1144,7981,-7228,-94.4
COD,1988,0,0,,,0,,567,,1263,8014,-7131,-80.4
COD,1989,0,0,,,0,,561,,1659,9153,-7859,-87.1
COD,1990,0,0,,,0,,546,,1964,10155,-8518,-91.1
COD,1991,0,0,,,0,,559,,1724,10934,-9586,-105.6
COD,1992,0,0,,,0,,558,,1671,11368,-10099,-123.2
COD,1993,0,0,,,0,,565,,1346,11588,-10761,-100.5
COD,1994,0,0,,,0,,563,,1441,12377,-11378,-195.9
COD,1995,0,0,,,0,,541,,1410,13085,-12070,-213.9
COD,1996,0,0,,,0,,566,,1188,13086,-12382,-171
COD,1997,0,0,,,0,,522,,967,12634,-12106,-186.2
COD,1998,0,0,,,0,,583,,904,13506,-13102,-275.4
COD,1999,0,0,,,0,,594,,931,13238,-12819,-296.8
COD,2000,0,0,,,0,,617,,1310,12609,-11834,-275
COD,2001,0,1,,,0,,699,,746,13280,-13151,-255.1
COD,2002,0,1,,,22,,816,,781,10772,-10713,-193.4
COD,2003,0,2,,,54,,974,,855,11133,-11102,-195.4
COD,2004,0,5,,,66,,984,,964,11479,-11202,-171.3
COD,2005,0,11,,,74,,908,,976,11689,-11427,-159.1
COD,2006,0,63,,,99,,801,,1128,12228,-11711,-132.7
COD,2007,0,51,,,108,,1521,,1531,12976,-12728,-126.9
COD,2008,0,39,,,157,,2521,,1543,13591,-14372,-124
COD,2009,0,79,,,167,,3058,,1857,13705,-13782,-124.1
COD,2010,0,130,,,166,,3994,,2171,4571,-5057,-38.5
COD,2011,0,135,,,257,,5590,,2595,4732,-6337,-40.4
COG,1970,0,0,,,0,,5,,23,119,-92,-25.3
COG,1971,0,0,,,0,,54,,28,140,-155,-38.7
COG,1972,0,0,,,0,,120,,30,158,-238,-47
COG,1973,0,0,,,0,,188,,33,189,-337,-53.3
COG,1974,0,0,,,0,,235,,41,260,-430,-60.5
COG,1975,0,0,,,0,,250,,45,357,-549,-60.6
COG,1976,0,0,,,0,,252,,56,381,-565,-65
COG,1977,0,0,,,0,,254,,66,579,-754,-85.1
COG,1978,0,0,,,0,,258,,80,781,-950,-88.5
COG,1979,0,0,,,0,,275,,115,1045,-1162,-79.7
COG,1980,0,0,,,0,,315,,111,1508,-1626,-78
COG,1981,0,0,,,0,,346,,101,1430,-1551,-90.8
COG,1982,0,0,,,0,,381,,92,1897,-2149,-144.3
COG,1983,0,0,,,0,,437,,105,1968,-2293,-169.4
COG,1984,0,0,,,0,,472,,128,2009,-2349,-188.7
COG,1985,0,0,,,0,,485,,202,2981,-3260,-255.4
COG,1986,0,0,,,0,,507,,176,3473,-3797,-217.5
COG,1987,0,0,,,0,,551,,218,4251,-4581,-215.9
COG,1988,0,0,,,0,,560,,198,4025,-4382,-194.2
COG,1989,0,0,,,0,,553,,263,4212,-4495,-188.5
COG,1990,0,0,,,3,,575,,315,4903,-5154,-184.1
COG,1991,0,0,,,5,,608,,334,4772,-5036,-184.8
COG,1992,0,0,,,6,,611,,349,4709,-4961,-169.1
COG,1993,0,0,,,7,,897,,325,5075,-5638,-210
COG,1994,0,0,,,7,,900,,296,5394,-5941,-335.7
COG,1995,3,0,,,8,,1025,,308,5988,-6634,-313.5
COG,1996,8,0,,,8,,1097,,252,5199,-5938,-233.7
COG,1997,13,0,,,11,,1176,,272,5011,-5831,-251.1
COG,1998,31,0,,,5,,1612,,303,5078,-6351,-325.8
COG,1999,38,0,,,24,,1997,,227,5006,-6675,-283.6
COG,2000,35,0,,,26,,1810,,351,4865,-6040,-187.6
COG,2001,39,0,,,30,,1904,,263,4496,-5998,-214.7
COG,2002,34,2,,,39,,2483,,396,5165,-7151,-236.8
COG,2003,51,3,,,45,,3452,,437,5547,-8433,-240.8
COG,2004,58,3,,,52,,3638,,423,6695,-9684,-208
COG,2005,65,3,,,47,,3657,,523,6258,-8552,-140.3
COG,2006,78,53,,,50,,5790,,760,6685,-9798,-126.6
COG,2007,87,35,,,54,,8734,,981,5788,-11260,-133.9
COG,2008,49,37,,,127,,11506,,933,5991,-12552,-105.3
COG,2009,65,37,,,223,,15257,,1048,5224,-15375,-159.9
COG,2010,71,37,,,281,,16362,,1341,2434,-12692,-105.5
COG,2011,65,37,,,364,,19726,,1366,2619,-14946,-103.5
CRI,1970,0,0,,,0,,50,,59,318,-296,-30
CRI,1971,0,0,,,0,,56,,72,366,-322,-29.9
CRI,1972,0,0,,,0,,65,,92,437,-370,-29.9
CRI,1973,0,0,,,0,,79,,120,521,-432,-28.2
CRI,1974,0,0,,,0,,85,,138,654,-559,-33.5
CRI,1975,0,0,,,0,,114,,155,874,-785,-40
CRI,1976,0,0,,,0,,123,,226,1075,-877,-36.4
CRI,1977,0,0,,,0,,139,,324,1415,-1040,-33.8
CRI,1978,0,0,,,1,,151,,373,1785,-1368,-38.8
CRI,1979,0,0,,,2,,163,,487,2233,-1789,-44.3
CRI,1980,0,0,,,6,,186,,650,3110,-2495,-51.6
CRI,1981,0,0,,,8,,86,,782,3517,-2681,-102.2
CRI,1982,0,0,,,10,,143,,928,3860,-2840,-108.9
CRI,1983,0,0,,,14,,159,,954,4408,-3288,-104.5
CRI,1984,0,0,,,16,,178,,1115,4485,-3126,-85.4
CRI,1985,0,0,,,20,,189,,1211,4918,-3369,-85.9
CRI,1986,0,0,,,25,,213,,1254,5108,-3519,-79.9
CRI,1987,0,0,,,30,,224,,1326,5262,-3642,-80.4
CRI,1988,0,0,,,31,,268,,1403,5360,-3527,-76.4
CRI,1989,0,0,,,35,,294,,1580,5469,-3405,-65.2
CRI,1990,0,0,,,36,,332,,2179,5001,-2597,-45.5
CRI,1991,0,0,,,41,,358,,2200,5102,-2299,-32.1
CRI,1992,0,0,,,44,,463,,2116,5046,-2331,-27.2
CRI,1993,0,0,,,45,,515,,2061,4975,-2359,-24.5
CRI,1994,0,0,,,50,,634,,2137,4736,-2289,-21.7
CRI,1995,0,0,,,55,,736,,2120,4890,-2403,-20.5
CRI,1996,0,0,67,674,60,,836,,2280,4533,-2029,-17.1
CRI,1997,42,1,67,773,66,,1221,,2556,4832,-2129,-16.6
CRI,1998,87,2,67,700,71,,1759,,2621,4914,-2832,-20.1
CRI,1999,141,3,50,795,78,,2365,,2416,5069,-3342,-21.2
CRI,2000,123,5,65,745,86,,2709,,2764,4844,-3267,-20.5
CRI,2001,123,6,135,834,96,,3185,,2728,4852,-3765,-23
CRI,2002,94,183,128,913,127,,3742,,2442,4959,-4720,-28
CRI,2003,125,429,218,846,152,,4262,,2352,5284,-5507,-31.4
CRI,2004,149,498,159,515,197,,4632,,4554,5327,-3636,-19.6
CRI,2005,168,616,790,961,154,,5417,,5364,6103,-4138,-20.7
CRI,2006,196,658,1305,1004,263,,6780,,6809,6473,-3530,-15.7
CRI,2007,258,78,1433,1157,525,,8803,,7614,7761,-4131,-15.7
CRI,2008,154,216,884,922,531,,10878,,7959,8233,-6885,-23.1
CRI,2009,205,26,1233,1010,545,,12386,,7360,7610,-7845,-26.7
CRI,2010,224,26,1022,1187,649,,14066,,7134,8444,-9902,-27.3
CRI,2011,203,26,779,1293,1106,,16201,,6568,9445,-13040,-31.9
CIV,1970,0,0,,,2,,181,,160,0,100,6.1
CIV,1971,0,0,,,2,,184,,183,514,-423,-24.5
CIV,1972,0,0,,,2,,185,,128,580,-548,-27.5
CIV,1973,0,0,,,2,,212,,161,863,-824,-31.6
CIV,1974,0,0,,,3,,239,,298,1066,-939,-31.3
CIV,1975,2,3,,,3,,312,,192,1465,-1480,-36.1
CIV,1976,3,5,,,2,,350,,293,1828,-1808,-39.2
CIV,1977,12,5,,,3,,436,,361,2573,-2453,-41
CIV,1978,21,8,,,3,,619,,370,3836,-3621,-48
CIV,1979,23,8,,,3,,723,,390,4772,-4940,-56.6
CIV,1980,28,8,,,3,,744,,442,7462,-7722,-76.9
CIV,1981,25,8,,,3,,609,,508,8141,-8205,-98.6
CIV,1982,26,8,,,2,,575,,547,8961,-8966,-120.1
CIV,1983,29,8,,,2,,518,,666,8858,-8667,-128.7
CIV,1984,30,8,,,2,,471,,919,8546,-8068,-120.1
CIV,1985,43,8,,,2,,629,,1160,9659,-9085,-132.6
CIV,1986,60,8,,,2,,859,,1259,11450,-10975,-119.7
CIV,1987,73,8,,,3,,1156,,1400,13577,-13257,-131.4
CIV,1988,103,8,,,2,,1069,,1270,13342,-13033,-127.8
CIV,1989,116,8,,,8,,1090,,1726,14821,-14053,-144
CIV,1990,90,8,,,9,,1213,,2427,17251,-15942,-147.7
CIV,1991,99,8,,,9,,1205,,1875,18174,-17390,-165.7
CIV,1992,92,8,,,8,,912,,1995,18547,-17364,-155.7
CIV,1993,105,8,,,8,,942,,2013,19071,-17893,-162
CIV,1994,100,9,,,10,,749,,2225,14643,-12862,-154.7
CIV,1995,116,11,,,17,,1077,,2081,16075,-14421,-131.1
CIV,1996,130,26,,,17,,1266,,1924,16101,-14717,-121.2
CIV,1997,146,44,,,64,,1554,,1537,14046,-13278,-112.2
CIV,1998,178,56,148,244,37,,2042,,1906,16873,-15995,-124.2
CIV,1999,224,58,156,223,40,,2060,,2000,14676,-13901,-110.6
CIV,2000,191,70,159,211,45,,2142,,2051,13906,-13157,-125.9
CIV,2001,159,66,165,206,37,,2362,,2084,10532,-9660,-91.5
CIV,2002,129,67,224,299,37,,3074,,2997,12578,-10720,-93
CIV,2003,186,82,300,435,66,,3792,,4022,14272,-12568,-91.3
CIV,2004,218,103,364,490,44,,4415,,4820,14701,-12457,-80.4
CIV,2005,208,141,393,471,40,,4104,,4724,12937,-10843,-66.1
CIV,2006,254,206,465,574,43,,4878,,5826,14575,-11739,-67.5
CIV,2007,286,307,565,798,47,,5710,,6963,16764,-12965,-65.4
CIV,2008,168,423,559,827,43,,6132,,6961,15728,-12859,-54.7
CIV,2009,271,308,599,844,52,,7419,,8691,15226,-10673,-47.4
CIV,2010,299,349,577,1273,49,,6977,,8984,14363,-8733,-38
CIV,2011,271,377,,,51,,7177,,9144,15309,-9082,-37.7
HRV,1970,,,,,,,,,,,,
HRV,1971,,,,,,,,,,,,
HRV,1972,,,,,,,,,,,,
HRV,1973,,,,,,,,,,,,
HRV,1974,,,,,,,,,,,,
HRV,1975,,,,,,,,,,,,
HRV,1976,,,,,,,,,,,,
HRV,1977,,,,,,,,,,,,
HRV,1978,,,,,,,,,,,,
HRV,1979,,,,,,,,,,,,
HRV,1980,,,,,,,,,,,,
HRV,1981,,,,,,,,,,,,
HRV,1982,,,,,,,,,,,,
HRV,1983,,,,,,,,,,,,
HRV,1984,,,,,,,,,,,,
HRV,1985,,,,,,,,,,,,
HRV,1986,,,,,,,,,,,,
HRV,1987,,,,,,,,,,,,
HRV,1988,,,,,,,,,,,,
HRV,1989,,,,,,,,,,,,
HRV,1990,,,,,,,,,,,,
HRV,1991,,,,,,,,,,,,
HRV,1992,,,,,,,,,,,,
HRV,1993,,,,,,,,,,,,
HRV,1994,,,,,,,,,,,,
HRV,1995,,,,,,,,,,,,
HRV,1996,22,358,,,1062,,730,,3744,7478,-1423,-6.1
HRV,1997,25,374,,,948,,1105,,3573,9991,-4386,-21.8
HRV,1998,30,376,0,2330,1001,,1939,,3182,10408,-5694,-26.3
HRV,1999,26,358,53,2647,878,,2563,,3284,9854,-5561,-27.9
HRV,2000,14,358,73,3286,825,,2800,,3973,10752,-5573,-25.9
HRV,2001,21,573,201,3851,889,,3899,,5605,11040,-4294,-18.6
HRV,2002,82,608,830,4293,1674,,6034,,5369,14309,-7941,-29.9
HRV,2003,177,681,745,5855,2033,,8509,,7531,22525,-13785,-40.4
HRV,2004,241,959,1809,7476,2128,,12403,,9447,28426,-21215,-51.7
HRV,2005,449,1026,2101,5779,2047,,14591,,7707,27581,-24195,-54
HRV,2006,736,2145,2538,6349,2414,,27364,,9265,35304,-40909,-82
HRV,2007,2565,3662,2212,7519,3791,,44978,,11769,43622,-60463,-101.8
HRV,2008,933,2716,2826,6862,5328,,31527,,12759,49269,-51534,-74.1
HRV,2009,1156,1731,3466,8357,6541,,36478,,12466,54269,-57421,-92.3
HRV,2010,1820,2246,3060,8462,4363,,34722,,10876,51313,-57089,-97
HRV,2011,1719,2494,2175,8375,4548,,30866,,9430,50744,-53924,-87.4
CYP,1970,,,,,,,,,,,,
CYP,1971,,,,,,,,,,,,
CYP,1972,,,,,,,,,,,,
CYP,1973,0,0,,,0,,157,,221,145,208,21.4
CYP,1974,0,0,,,0,,190,,261,162,160,17.8
CYP,1975,0,0,,,0,,208,,290,145,135,18
CYP,1976,0,0,,,0,,240,,355,173,217,26.4
CYP,1977,0,0,,,0,,282,,413,263,182,17.8
CYP,1978,0,0,,,0,,339,,530,374,163,12.1
CYP,1979,0,0,,,0,,409,,628,481,91,5.2
CYP,1980,0,0,,,0,,475,,755,610,38,1.8
CYP,1981,0,0,,,0,,488,,849,735,52,2.5
CYP,1982,0,0,,,0,,503,,943,892,71,3.3
CYP,1983,0,0,,,0,,512,,1057,961,103,4.8
CYP,1984,0,0,,,0,,520,,986,1094,-88,-3.9
CYP,1985,0,0,,,0,,651,,1332,1685,-409,-17.1
CYP,1986,0,0,,,-160,,746,,1609,2093,-638,-20.9
CYP,1987,0,0,,,-185,,896,,2093,2656,-770,-21.1
CYP,1988,0,0,,,-180,,929,,3076,3862,-967,-22.9
CYP,1989,0,0,,,-173,,940,,4702,5287,-574,-12.7
CYP,1990,0,0,,,-191,,1178,,6516,7496,-843,-15.3
CYP,1991,0,0,,,-171,,1254,,6864,7690,-861,-15.1
CYP,1992,0,0,,,-147,,1342,,7056,8534,-1940,-28.4
CYP,1993,0,0,,,-127,,1312,,7233,8784,-1893,-29
CYP,1994,0,0,,,-128,,1520,,8316,10251,-2118,-28.8
CYP,1995,0,0,,,-117,,1827,,10082,12198,-2943,-32.2
CYP,1996,0,0,,,-79,,1996,,12445,14512,-2601,-28.2
CYP,1997,0,245,,,-46,,2370,,32865,35240,-3644,-41.5
CYP,1998,0,322,,,26,,2830,,23856,26718,-4608,-48.8
CYP,1999,0,1088,,,192,,3282,,23354,26759,-5750,-59.6
CYP,2000,0,406,,,344,,3912,,30511,33338,-5059,-55
CYP,2001,129,315,,,553,,4681,,30591,33716,-5171,-53.8
CYP,2002,1100,231,4175,1813,1253,,6694,,17585,16803,-768,-7.3
CYP,2003,1211,151,5370,3007,2058,,8817,,22513,21720,-1667,-12.7
CYP,2004,1909,176,8470,7096,3155,,10854,,31432,29496,-106,-0.7
CYP,2005,2373,313,11005,8380,3587,,10564,,37416,35727,992,5.9
CYP,2006,4432,1078,22005,12367,6834,,13414,,53729,48835,7401,40.2
CYP,2007,5012,1004,21021,13377,8931,,17075,,71189,69887,3136,14.4
CYP,2008,1059,2135,38183,10036,10772,,17298,,104533,103176,-4622,-18.3
CYP,2009,2866,3113,58843,11478,11830,,23457,,129012,131675,-13134,-56
CYP,2010,2588,2453,46613,6366,11999,,22268,,108954,113062,-13894,-60.2
CYP,2011,2203,1026,30819,5629,12566,,25361,,95185,105931,-22193,-88.7
CZE,1970,,,,,,,,,,,,
CZE,1971,,,,,,,,,,,,
CZE,1972,,,,,,,,,,,,
CZE,1973,,,,,,,,,,,,
CZE,1974,,,,,,,,,,,,
CZE,1975,,,,,,,,,,,,
CZE,1976,,,,,,,,,,,,
CZE,1977,,,,,,,,,,,,
CZE,1978,,,,,,,,,,,,
CZE,1979,,,,,,,,,,,,
CZE,1980,,,,,,,,,,,,
CZE,1981,,,,,,,,,,,,
CZE,1982,,,,,,,,,,,,
CZE,1983,,,,,,,,,,,,
CZE,1984,,,,,,,,,,,,
CZE,1985,,,,,,,,,,,,
CZE,1986,,,,,,,,,,,,
CZE,1987,,,,,,,,,,,,
CZE,1988,,,,,,,,,,,,
CZE,1989,,,,,,,,,,,,
CZE,1990,,,,,,,,,,,,
CZE,1991,,,,,,,,,,,,
CZE,1992,,,,,,,,,,,,
CZE,1993,264,1101,12,855,181,,3423,,13633,9599,3745,10.2
CZE,1994,334,1331,99,1579,300,,4547,,13593,12210,2284,5.4
CZE,1995,693,2642,62,2054,345,,7350,,14336,17190,2034,3.5
CZE,1996,748,3398,624,1900,498,,8572,,16947,21180,-2606,-4
CZE,1997,417,3028,615,1853,548,,9234,,19040,20602,-3125,-5.3
CZE,1998,449,3793,752,1771,804,,14375,,22556,22193,-4010,-6.3
CZE,1999,1843,2724,1057,1878,698,,17552,,22099,20272,-3102,-5
CZE,2000,2439,3059,2333,1294,738,,21644,,21821,18535,-5194,-8.8
CZE,2001,1894,3551,3212,1423,1136,,27092,,24681,18381,-6854,-10.6
CZE,2002,2869,4250,6233,2423,1473,,38669,,23332,21926,-13333,-17
CZE,2003,1845,5488,11563,3229,2284,,45287,,27899,28953,-20746,-21.8
CZE,2004,3404,9339,13240,7697,3760,,57259,,31889,38142,-37077,-32.5
CZE,2005,5977,8968,13049,8838,3610,,60662,,35400,39406,-34284,-26.4
CZE,2006,9692,11573,15800,11803,5017,,79841,,41729,49199,-52183,-35.2
CZE,2007,14204,14521,20016,16253,8557,,112408,,55682,65699,-78789,-43.7
CZE,2008,9806,9293,16305,16971,12531,,113174,,55215,71880,-80221,-35.6
CZE,2009,10148,11411,14699,24164,14805,,125827,,53161,76881,-94522,-47.9
CZE,2010,11046,10627,13133,31014,14923,,128504,,54737,82363,-98200,-49.4
CZE,2011,9492,9330,13127,30783,13214,,120569,,55867,81895,-92738,-42.7
DNK,1970,49,71,,,381,,1226,,1567,4259,-3140,-18.9
DNK,1971,61,90,,,655,,1644,,1664,5315,-4017,-21.7
DNK,1972,79,100,,,1033,,2006,,1973,6002,-4237,-18.6
DNK,1973,110,136,,,1292,,2476,,2899,8281,-5345,-17.8
DNK,1974,133,172,,,1622,,3275,,4127,10342,-7049,-21.2
DNK,1975,121,175,,,1606,,3275,,3910,10248,-7259,-18.4
DNK,1976,136,149,,,2038,,3581,,5124,14395,-9985,-22.9
DNK,1977,138,117,,,2381,,3832,,6430,19613,-13024,-26.7
DNK,1978,156,110,,,2696,,4465,,8622,26619,-16593,-28
DNK,1979,164,99,,,3121,,5559,,9579,31381,-20940,-30.3
DNK,1980,195,216,,,3629,,5588,,9219,32388,-21762,-31.2
DNK,1981,166,392,,,3499,,4491,,9520,31940,-21090,-34.9
DNK,1982,115,422,,,2436,,3502,,10561,34195,-22741,-38.6
DNK,1983,162,823,,,2499,,3747,,11647,37138,-23779,-40.2
DNK,1984,294,499,,,2627,,3680,,13197,38535,-23587,-40.9
DNK,1985,725,727,,,3165,,4815,,21436,57180,-31967,-52.2
DNK,1986,2574,844,,,4314,,6118,,26793,73184,-41501,-48.1
DNK,1987,2618,1219,,,5402,,7501,,37033,98690,-52291,-48.7
DNK,1988,3416,1625,,,6667,,7310,,41948,103081,-49219,-43.5
DNK,1989,4465,2482,,,10298,,9202,,51121,112365,-51769,-47
DNK,1990,4675,2478,,,12902,,12249,,74455,146352,-58457,-43
DNK,1991,6426,2875,13528,56143,15558,,14712,,72208,140864,-56855,-41.6
DNK,1992,6394,2398,10231,62665,16306,,14387,,69859,137319,-50502,-33.6
DNK,1993,7973,3248,9893,80768,15799,,14618,,77076,137320,-44037,-31.3
DNK,1994,8877,6740,8384,66086,19892,,18083,,71182,126911,-42728,-27.8
DNK,1995,10819,8294,12081,80418,24702,,23801,,75550,138839,-48847,-26.8
DNK,1996,16149,12448,13794,89158,27589,,22205,,87308,153083,-42551,-23.1
DNK,1997,22414,20363,14650,86141,28128,,22268,,86581,154849,-41233,-24.2
DNK,1998,32623,20556,19169,96658,34664,,31055,,101592,181550,-48676,-28
DNK,1999,50132,20740,20630,84532,44841,,41225,,92684,171151,-22340,-12.8
DNK,2000,56480,26023,28493,78095,65890,,66459,,97502,166206,-22978,-14.4
DNK,2001,47978,23842,37753,88665,70223,,67409,,97690,169442,-27319,-17
DNK,2002,35796,20672,50628,106812,77654,,73785,,127061,207917,-32599,-18.7
DNK,2003,52118,31258,74915,127923,90292,,87888,,176731,269823,-29598,-13.9
DNK,2004,65428,44459,95423,153225,109024,,99349,,220596,317289,-22987,-9.4
DNK,2005,88374,49097,108357,161062,111442,,97932,,231161,321910,8465,3.3
DNK,2006,132047,62886,119838,188241,124932,,109559,,277808,402422,-2008,-0.7
DNK,2007,156798,83207,144489,221326,158387,,134995,,363898,514519,-21111,-6.8
DNK,2008,85220,45674,148320,226765,164511,,121625,,372114,529605,-18853,-5.5
DNK,2009,118115,66976,178485,262398,178189,,119151,,370461,549866,9180,3
DNK,2010,136000,92813,188373,255887,185757,,106747,,380182,547664,34781,11.1
DNK,2011,127878,78488,181146,255352,193796,,105114,,359125,521202,78631,23.6
DJI,1970,,,,,,,,,,,,
DJI,1971,,,,,,,,,,,,
DJI,1972,,,,,,,,,,,,
DJI,1973,,,,,,,,,,,,
DJI,1974,,,,,,,,,,,,
DJI,1975,,,,,,,,,,,,
DJI,1976,,,,,,,,,,,,
DJI,1977,0,0,,,0,,2,,50,19,37,17.9
DJI,1978,0,0,,,0,,3,,87,21,100,44.6
DJI,1979,0,0,,,0,,3,,104,21,129,48.2
DJI,1980,0,0,,,0,,3,,150,26,191,61.7
DJI,1981,0,0,,,0,,3,,197,20,242,72.4
DJI,1982,0,0,,,0,,3,,205,24,245,70.3
DJI,1983,0,0,,,0,,3,,183,34,192,54.5
DJI,1984,0,0,,,0,,3,,228,62,208,58.7
