iso3c,year,lmf_port_eq_asst_stock,lmf_port_eq_liab_stock,lmf_port_dbt_asst,lmf_port_dbt_liab,lmf_fdi_asst_stock,lmf_fdi_asst_other,lmf_fdi_liab_stock,lmf_fdi_liab_other,lmf_debt_asst_stock,lmf_debt_liab_stock,lmf_nfa,lmf_nfa_gdp
AFG,1970,,,,,,,,,,,,
AFG,1971,,,,,,,,,,,,
AFG,1972,,,,,,,,,,,,
AFG,1973,,,,,,,,,,,,
AFG,1974,,,,,,,,,,,,
AFG,1975,,,,,,,,,,,,
AFG,1976,,,,,,,,,,,,
AFG,1977,,,,,,,,,,,,
AFG,1978,,,,,,,,,,,,
AFG,1979,,,,,,,,,,,,
AFG,1980,,,,,,,11,,,,,
AFG,1981,,,,,,,11,,,,,
AFG,1982,,,,,,,11,,,,,
AFG,1983,,,,,,,11,,,,,
AFG,1984,,,,,,,11,,,,,
AFG,1985,,,,,,,11,,,,,
AFG,1986,,,,,,,11,,,,,
AFG,1987,,,,,,,12,,,,,
AFG,1988,,,,,,,12,,,,,
AFG,1989,,,,,,,12,,,,,
AFG,1990,,,,,,,12,,,,,
AFG,1991,,,,,,,12,,,,,
AFG,1992,,,,,,,12,,,,,
AFG,1993,,,,,,,12,,,,,
AFG,1994,,,,,,,12,,,,,
AFG,1995,,,,,,,12,,,,,
AFG,1996,,,,,,,12,,,,,
AFG,1997,,,,,,,11,,,,,
AFG,1998,,,,,,,11,,,,,
AFG,1999,,,,,,,17,,,,,
AFG,2000,,,,,,,17,,,,,
AFG,2001,,,,,,,18,,,,,
AFG,2002,0,0,,,0,,68,,352,539,-91,-2.2
AFG,2003,0,0,,,0,,126,,246,640,-52,-1.1
AFG,2004,0,1,,,0,,313,,599,763,567,10.7
AFG,2005,0,5,,,0,,584,,777,866,566,9
AFG,2006,0,6,,,0,,822,,1026,969,818,11.6
AFG,2007,0,18,,,0,,1010,,1598,2015,711,8.1
AFG,2008,0,4,,,0,,1105,,1525,2060,788,7.5
AFG,2009,6,6,,,0,,1180,,2100,1170,3251,26
AFG,2010,8,6,,,0,,1392,,2433,1307,3911,24.5
AFG,2011,7,6,,,0,,1475,,3037,1215,5616,31.1
ALB,1970,,,,,,,,,,,,
ALB,1971,,,,,,,,,,,,
ALB,1972,,,,,,,,,,,,
ALB,1973,,,,,,,,,,,,
ALB,1974,,,,,,,,,,,,
ALB,1975,,,,,,,,,,,,
ALB,1976,,,,,,,,,,,,
ALB,1977,,,,,,,,,,,,
ALB,1978,,,,,,,,,,,,
ALB,1979,,,,,,,,,,,,
ALB,1980,,,,,,,,,,,,
ALB,1981,,,,,,,,,,,,
ALB,1982,,,,,,,,,,,,
ALB,1983,,,,,,,,,,,,
ALB,1984,,,,,,,,,,,,
ALB,1985,,,,,,,,,,,,
ALB,1986,,,,,,,,,,,,
ALB,1987,,,,,,,,,,,,
ALB,1988,,,,,,,,,,,,
ALB,1989,,,,,,,,,,,,
ALB,1990,,,,,,,,,,,,
ALB,1991,,,,,,,,,,,,
ALB,1992,,,,,,,,,,,,
ALB,1993,0,0,,,0,,60,,137,786,-562,-40.8
ALB,1994,0,0,,,0,,101,,203,883,-576,-25.9
ALB,1995,0,0,,,0,,155,,280,459,-93,-3.4
ALB,1996,0,0,,,0,,230,,381,493,-62,-2
ALB,1997,0,0,,,0,,259,,306,518,-161,-7.3
ALB,1998,0,3,,,0,,328,,394,626,-179,-6.6
ALB,1999,0,7,,,0,,361,,493,773,-160,-4.7
ALB,2000,0,10,,,0,,454,,513,1123,-459,-12.6
ALB,2001,0,14,,,0,,643,,667,1156,-405,-10
ALB,2002,0,16,,,0,,756,,666,1182,-449,-10.1
ALB,2003,0,19,,,0,,1099,,798,1553,-862,-15
ALB,2004,0,26,,,25,,1514,,975,1607,-790,-10.7
ALB,2005,0,28,,,21,,1538,,915,2101,-1329,-16.2
ALB,2006,0,34,,,38,,1943,,1247,2466,-1390,-15.4
ALB,2007,0,85,90,73,74,,2688,,1268,2885,-2212,-20.7
ALB,2008,1,100,154,103,147,,2903,,984,3864,-3414,-26.3
ALB,2009,0,97,149,105,167,,3256,,911,4227,-4189,-34.4
ALB,2010,1,97,241,489,154,,3558,,1200,4522,-4353,-36.6
ALB,2011,12,112,317,550,183,,3922,,1639,5160,-4967,-38.3
DZA,1970,0,0,,,5,,856,,185,940,-1457,-19.8
DZA,1971,0,0,,,6,,705,,203,1261,-1458,-19.5
DZA,1972,0,0,,,8,,725,,384,1550,-1597,-17.1
DZA,1973,0,0,,,9,,776,,549,2991,-2296,-19
DZA,1974,0,0,,,9,,1134,,1625,3366,-1412,-11.6
DZA,1975,0,0,,,43,,1253,,1125,4633,-3589,-23.3
DZA,1976,0,0,,,47,,1440,,1591,6114,-4153,-23.9
DZA,1977,0,0,,,57,,1619,,2027,10599,-8451,-40.2
DZA,1978,0,0,,,57,,1754,,2731,15734,-12719,-48.1
DZA,1979,0,0,,,72,,1780,,3372,18506,-14182,-42.6
DZA,1980,0,0,,,106,,2128,,4618,19363,-12994,-30.7
DZA,1981,0,0,,,106,,2141,,4192,18370,-12518,-28.2
DZA,1982,0,0,,,109,,2088,,2436,17640,-14761,-33
DZA,1983,0,0,,,111,,2088,,1998,16368,-14466,-30.4
DZA,1984,0,0,,,115,,2089,,1497,15890,-14903,-28.9
DZA,1985,0,0,,,140,,2089,,3056,18261,-14334,-23.4
DZA,1986,0,0,,,164,,2095,,1928,22650,-20992,-34.1
DZA,1987,0,0,,,202,,2099,,1918,24449,-22786,-36
DZA,1988,0,0,,,192,,2112,,1656,26101,-25464,-49.3
DZA,1989,0,0,,,203,,2124,,2135,27249,-26187,-49.8
DZA,1990,0,0,,,219,,2124,,2510,28154,-26824,-43.3
DZA,1991,0,0,,,271,,2136,,3353,28490,-25515,-54.7
DZA,1992,0,0,,,249,,2166,,3154,27351,-24656,-50.1
DZA,1993,0,0,,,232,,2166,,2857,26275,-23877,-46.9
DZA,1994,0,0,,,246,,2166,,3866,30242,-25621,-60.4
DZA,1995,0,0,,,260,,2166,,2982,33052,-29970,-71.2
DZA,1996,0,0,,,254,,2436,,3808,33654,-27793,-59.2
DZA,1997,0,0,,,225,,2696,,6701,30903,-18625,-38.7
DZA,1998,0,4,,,230,,3302,,6180,30690,-20740,-43
DZA,1999,0,8,,,218,,3594,,4777,28183,-22264,-45.6
DZA,2000,0,11,,,217,,3874,,5664,25449,-11430,-20.9
DZA,2001,0,15,,,216,,4982,,6066,22733,-3367,-6.1
DZA,2002,0,33,,,338,,6047,,6548,23010,1035,1.8
DZA,2003,0,0,,,391,,6681,,7020,23736,10120,14.9
DZA,2004,0,31,,,686,,7562,,5261,22387,19213,22.5
DZA,2005,0,215,,,606,,8643,,6416,17057,37410,36.3
DZA,2006,0,19,,,687,,10439,,11853,5875,74121,63.2
DZA,2007,5,21,,,1043,,12101,,12343,6098,105488,78
DZA,2008,3,29,,,1311,,14695,,6970,6210,130592,76.1
DZA,2009,4,354,,,1550,,17456,,6622,7368,132038,96
DZA,2010,3,354,,,1739,,19720,,6503,7211,143573,88.7
DZA,2011,3,635,,,2306,,22282,,6380,6072,162522,81.8
AGO,1970,,,,,,,,,,,,
AGO,1971,,,,,,,,,,,,
AGO,1972,,,,,,,,,,,,
AGO,1973,,,,,,,,,,,,
AGO,1974,,,,,,,,,,,,
AGO,1975,,,,,,,,,,,,
AGO,1976,,,,,,,,,,,,
AGO,1977,,,,,,,,,,,,
AGO,1978,,,,,,,,,,,,
AGO,1979,,,,,,,,,,,,
AGO,1980,0,0,,,0,,61,,237,9165,,
AGO,1981,0,0,,,0,,110,,151,9390,,
AGO,1982,0,0,,,0,,226,,121,9574,,
AGO,1983,0,0,,,0,,330,,179,9639,,
AGO,1984,0,0,,,0,,397,,249,9827,,
AGO,1985,0,0,,,0,,675,,259,10030,-10353,-162.5
AGO,1986,0,0,,,0,,909,,250,10284,-10891,-182.5
AGO,1987,0,0,,,0,,1028,,313,10569,-11215,-164.4
AGO,1988,0,0,,,0,,1159,,303,10116,-10854,-146.7
AGO,1989,0,0,,,0,,1359,,370,9897,-10774,-125.2
AGO,1990,0,0,,,0,,1024,,575,11840,-12176,-128.5
AGO,1991,0,0,,,0,,1689,,478,11629,-12678,-138.1
AGO,1992,0,0,,,0,,1977,,748,12041,-12881,-181.9
AGO,1993,0,0,,,0,,2279,,472,12171,-13782,-268.2
AGO,1994,0,0,,,0,,2449,,522,12741,-14486,-387.1
AGO,1995,0,0,,,0,,2922,,767,12536,-14478,-310
AGO,1996,0,0,,,0,,3102,,1096,8680,-10135,-168.3
AGO,1997,0,1,,,0,,3514,,1721,9291,-10688,-151.1
AGO,1998,0,3,,,0,,4628,,1047,9184,-12565,-209.5
AGO,1999,0,5,,,0,,7099,,1335,9550,-14823,-261.4
AGO,2000,0,7,,,0,,7978,,2006,9120,-13901,-165.1
AGO,2001,0,9,,,0,,10123,,2378,8831,-15854,-192.5
AGO,2002,0,16,,,29,,11795,,2523,8574,-17459,-166.4
AGO,2003,0,20,0,0,57,,15300,,2692,8534,-20471,-159.1
AGO,2004,4,20,0,0,92,,16749,,4392,9111,-20018,-109.7
AGO,2005,1359,90,0,0,311,,15446,,6656,10355,-14367,-50.9
AGO,2006,3240,108,0,0,508,,15408,,8289,8107,-2988,-7.2
AGO,2007,5557,117,0,0,1448,,14515,,13131,10749,5952,9.8
AGO,2008,4363,117,0,0,4017,,16193,,16093,17703,8330,9.9
AGO,2009,6406,188,0,68,4024,,18399,,17462,20337,2632,3.5
AGO,2010,7375,188,0,71,5365,,15172,,17639,25535,9234,11.2
AGO,2011,6730,471,0,71,7457,,12148,,20182,29416,21121,20.3
ATG,1970,,,,,,,,,,,,
ATG,1971,,,,,,,,,,,,
ATG,1972,,,,,,,,,,,,
ATG,1973,,,,,,,,,,,,
ATG,1974,,,,,,,,,,,,
ATG,1975,,,,,,,,,14,,,
ATG,1976,,,,,,,,,4,,,
ATG,1977,0,0,,,0,,2,,2,31,-25,-33.1
ATG,1978,0,0,,,0,,0,,5,35,-25,-27.9
ATG,1979,0,0,,,0,,9,,6,48,-40,-35.8
ATG,1980,0,0,,,0,,28,,4,50,-66,-49.3
ATG,1981,0,0,,,0,,51,,8,67,-102,-67.7
ATG,1982,0,0,,,0,,74,,11,85,-139,-83.4
ATG,1983,0,0,,,0,,79,,8,84,-144,-77.7
ATG,1984,0,0,,,0,,83,,18,86,-135,-64.5
ATG,1985,0,0,,,0,,99,,25,103,-160,-65.6
ATG,1986,0,0,,,0,,121,,17,225,-301,-101.4
ATG,1987,0,0,,,0,,160,,29,302,-407,-117.6
ATG,1988,0,0,,,0,,193,,37,322,-449,-109.7
ATG,1989,0,0,,,0,,236,,29,355,-533,-118.1
ATG,1990,0,0,,,0,,296,,30,386,-626,-132.2
ATG,1991,0,0,,,0,,351,,49,410,-679,-136.8
ATG,1992,0,0,,,5,,371,,53,441,-704,-137
ATG,1993,0,0,,,5,,386,,57,433,-719,-130.6
ATG,1994,0,0,,,8,,411,,77,478,-758,-125.4
ATG,1995,0,0,,,6,,442,,78,512,-811,-136
ATG,1996,0,0,,,6,,459,,72,572,-904,-138.4
ATG,1997,0,1,,,3,,475,,59,584,-948,-135.3
ATG,1998,0,2,,,2,,509,,71,436,-815,-108.8
ATG,1999,0,2,,,0,,549,,160,485,-806,-102.3
ATG,2000,0,5,,,2,,579,,172,520,-867,-110.6
ATG,2001,0,5,,,14,,669,,187,519,-912,-117.8
ATG,2002,0,0,,,29,,736,,243,681,-1057,-131.8
ATG,2003,0,16,,,30,,901,,297,703,-1179,-140.4
ATG,2004,0,13,,,31,,977,,343,800,-1296,-144.3
ATG,2005,0,35,,,30,,1190,,568,810,-1310,-131.4
ATG,2006,0,46,,,31,,1519,,655,948,-1684,-148.3
ATG,2007,0,134,,,31,,1821,,813,1232,-2199,-170.5
ATG,2008,0,145,,,30,,1991,,893,1330,-2405,-178.5
ATG,2009,0,140,,,30,,2063,,964,1429,-2509,-208
ATG,2010,0,140,,,30,,2207,,1086,1153,-2248,-197.9
ATG,2011,0,150,,,29,,2293,,1114,1595,-2747,-244.3
ARG,1970,0,0,,,0,,1782,,879,5905,-6275,-20
ARG,1971,0,0,,,0,,1792,,1006,6354,-6947,-17.4
ARG,1972,0,0,,,0,,1801,,1314,6894,-7067,-11.8
ARG,1973,0,0,,,0,,1810,,1671,7375,-6364,-6.4
ARG,1974,0,0,,,0,,1818,,1979,7799,-6493,-5
ARG,1975,0,0,,,0,,1818,,2656,7902,-6776,-12.5
ARG,1976,38,127,,,0,,1818,,3441,9502,-6523,-9.4
ARG,1977,36,60,,,0,,1949,,4289,11676,-6206,-9.2
ARG,1978,42,133,,,0,,2175,,5254,13508,-5554,-6.3
ARG,1979,49,465,,,0,,2362,,9982,21177,-4585,-3.2
ARG,1980,50,419,,,0,,2977,,10422,27323,-13527,-6.5
ARG,1981,52,192,,,0,,3736,,12027,35671,-24252,-14.3
ARG,1982,59,73,,,0,,3942,,12579,43243,-32114,-38.1
ARG,1983,75,109,,,2,,4110,,18357,45068,-29680,-28.5
ARG,1984,78,97,,,2,,4353,,17669,46578,-32036,-27.4
ARG,1985,138,169,,,2,,5186,,19546,48075,-30471,-34.6
ARG,1986,338,123,,,3,,5706,,17931,48664,-33504,-31.6
ARG,1987,549,139,,,3,,5689,,21575,54500,-36584,-33.7
ARG,1988,864,278,,,3,,6729,,26079,54658,-31356,-24.6
ARG,1989,1200,459,,,2,,7661,,37500,59726,-27681,-33.9
ARG,1990,1071,441,,,3,,9326,,43659,58539,-18982,-13.4
ARG,1991,1281,2389,15170,2951,3,,11524,,51494,62534,-17665,-9.3
ARG,1992,1161,1916,15108,6526,1169,,16303,,52297,64037,-17639,-7.7
ARG,1993,1987,10257,20340,33024,1832,,18520,,59629,73514,-25053,-10.6
ARG,1994,2501,10102,19087,31941,2953,,22428,,59808,87026,-39967,-15.5
ARG,1995,3187,11597,22431,38730,4543,,27991,,70383,100371,-47558,-18.4
ARG,1996,3913,13730,26447,53132,6062,,33589,,78414,112249,-53075,-19.5
ARG,1997,4942,19070,28683,63140,9342,,42084,,86084,127151,-65617,-22.4
ARG,1998,6482,14297,30219,72000,11630,,47898,,85175,144650,-78805,-26.4
ARG,1999,7986,8389,34379,74798,11871,,62088,,89529,148580,-83419,-29.4
ARG,2000,7588,3636,35147,74802,12096,,67769,,91646,150477,-85406,-30
ARG,2001,6813,2206,1182,32059,11649,,79504,,84369,151574,-115899,-43.1
ARG,2002,6769,862,813,20932,10665,,43146,,91272,143692,-68506,-70.3
ARG,2003,7466,2127,875,28329,12725,,48262,,96419,152836,-72461,-56.8
ARG,2004,8462,2371,943,33751,14088,,52507,,98925,158506,-73025,-48.1
ARG,2005,9558,2497,115,31297,15562,,55139,,95392,99900,-11676,-6.4
ARG,2006,11525,4843,122,41509,18908,,60253,,102231,100674,-7526,-3.5
ARG,2007,14899,6786,137,42186,22189,,67574,,113373,113065,3078,1.2
ARG,2008,8040,2510,1374,15473,22579,,77066,,124803,104933,14589,4.5
ARG,2009,10586,3494,1627,25661,23789,,79871,,132161,99520,27461,9
ARG,2010,10193,5375,356,36353,25466,,87552,,139074,113593,11277,3.1
ARG,2011,10431,3377,162,28956,26376,,94864,,158925,121844,14019,3.2
ARM,1970,,,,,,,,,,,,
ARM,1971,,,,,,,,,,,,
ARM,1972,,,,,,,,,,,,
ARM,1973,,,,,,,,,,,,
ARM,1974,,,,,,,,,,,,
ARM,1975,,,,,,,,,,,,
ARM,1976,,,,,,,,,,,,
ARM,1977,,,,,,,,,,,,
ARM,1978,,,,,,,,,,,,
ARM,1979,,,,,,,,,,,,
ARM,1980,,,,,,,,,,,,
ARM,1981,,,,,,,,,,,,
ARM,1982,,,,,,,,,,,,
ARM,1983,,,,,,,,,,,,
ARM,1984,,,,,,,,,,,,
ARM,1985,,,,,,,,,,,,
ARM,1986,,,,,,,,,,,,
ARM,1987,,,,,,,,,,,,
ARM,1988,,,,,,,,,,,,
ARM,1989,,,,,,,,,,,,
ARM,1990,,,,,,,,,,,,
ARM,1991,,,,,,,,,,,,
ARM,1992,,,,,,,,,,,,
ARM,1993,,,,,,,,,,,,
ARM,1994,,,0,0,,,,,,,,
ARM,1995,,,0,0,,,,,,,,
ARM,1996,0,0,0,0,0,,84,,183,581,-326,-20.4
ARM,1997,1,0,0,21,0,,103,,142,846,-579,-35.3
ARM,1998,0,1,0,2,0,,313,,124,1018,-927,-49
ARM,1999,0,1,0,4,0,,421,,186,1186,-1131,-61.3
ARM,2000,3,1,16,4,0,,513,,212,1316,-1312,-68.7
ARM,2001,4,2,5,4,0,,580,,209,1397,-1448,-68.4
ARM,2002,4,3,0,3,0,,684,,248,1510,-1529,-64.3
ARM,2003,4,3,0,3,0,,793,,278,1568,-1579,-56.3
ARM,2004,4,5,0,0,3,,1038,,584,1661,-1564,-43.7
ARM,2005,3,5,3,0,10,,1298,,741,1596,-1476,-30.1
ARM,2006,2,6,3,10,16,,1774,,893,1749,-1547,-24.2
ARM,2007,2,9,3,0,14,,2486,,1147,2417,-2090,-22.7
ARM,2008,2,12,0,7,24,,3521,,1677,3048,-3470,-29.8
ARM,2009,4,8,10,13,77,,3628,,2138,4665,-4079,-47.2
ARM,2010,2,9,12,24,85,,4338,,2377,5658,-5675,-61.3
ARM,2011,1,11,11,7,292,,5184,,2747,6495,-6690,-66
ABW,1970,,,,,,,,,,,,
ABW,1971,,,,,,,,,,,,
ABW,1972,,,,,,,,,,,,
ABW,1973,,,,,,,,,,,,
ABW,1974,,,,,,,,,,,,
ABW,1975,,,,,,,,,,,,
ABW,1976,,,,,,,,,,,,
ABW,1977,,,,,,,,,,,,
ABW,1978,,,,,,,,,,,,
ABW,1979,,,,,,,,,,,,
ABW,1980,,,,,,,,,,,,
ABW,1981,,,,,,,,,,,,
ABW,1982,,,,,,,,,,,,
ABW,1983,,,,,,,,,,,,
ABW,1984,,,,,,,,,,,,
ABW,1985,,,,,,,,,,,,
ABW,1986,0,0,,,52,,0,,58,631,-447,
ABW,1987,0,0,,,91,,1,,101,683,-413,
ABW,1988,0,0,,,153,,9,,169,789,-384,
ABW,1989,0,0,,,182,,10,,201,856,-397,
ABW,1990,0,0,,,226,,103,,250,899,-429,
ABW,1991,0,0,,,273,,234,,302,947,-487,-55.8
ABW,1992,0,0,,,278,,208,,307,935,-416,-43.4
ABW,1993,0,0,,,299,,195,,331,959,-342,-31.6
ABW,1994,0,0,,,312,,143,,345,935,-243,-19.5
ABW,1995,0,0,,,292,,139,,323,986,-294,-22.3
ABW,1996,0,0,,,328,,199,,363,932,-253,-18.3
ABW,1997,0,0,,,361,,338,,400,944,-350,-22.8
ABW,1998,152,0,94,56,378,,397,,419,941,-168,-10.1
ABW,1999,139,0,92,57,374,,875,,437,1007,-711,-41.3
ABW,2000,183,0,117,230,672,,1167,,480,1236,-860,-45.9
ABW,2001,193,0,110,252,667,,899,,453,1302,-593,-30.9
ABW,2002,174,0,107,317,661,,1231,,434,1431,-1053,-54.2
ABW,2003,236,0,108,391,658,,1386,,533,1422,-1084,-53.6
ABW,2004,261,0,122,461,647,,1880,,641,1393,-1428,-64.1
ABW,2005,279,0,131,514,637,,2383,,595,1396,-1995,-85.6
ABW,2006,343,0,165,561,623,,3743,,1055,1369,-2754,-113.6
ABW,2007,374,0,150,538,610,,4178,,866,1357,-3312,-126.7
ABW,2008,278,0,126,600,612,,4527,,759,1408,-3681,-134.1
ABW,2009,297,0,171,616,611,,4409,,968,1378,-3333,-133.2
ABW,2010,390,0,156,576,615,,4490,,704,1290,-3503,-145.4
ABW,2011,392,0,126,598,618,,4987,,925,1306,-3821,-142.7
AUS,1970,97,3072,,,1941,,7696,,1375,4347,-10248,-23.8
AUS,1971,100,3808,,,2405,,8777,,1364,4384,-10065,-20.9
AUS,1972,127,5255,,,3079,,11186,,1499,4607,-10484,-19
AUS,1973,128,4016,,,2870,,10241,,1335,4619,-9157,-11.7
AUS,1974,103,2005,,,2351,,8895,,1868,5469,-8094,-8.6
AUS,1975,128,3384,,,3254,,11156,,1914,5491,-11781,-11.8
AUS,1976,151,2807,,,3986,,11338,,1835,6969,-12273,-11.1
AUS,1977,154,2917,,,4258,,12984,,2303,9165,-16293,-14.6
AUS,1978,184,3427,,,5141,,15989,,2623,12059,-21464,-16.9
AUS,1979,200,5136,,,5972,,21774,,3636,13965,-29642,-21
AUS,1980,260,9605,,,6826,,32028,,4224,14734,-43366,-26.6
AUS,1981,246,7371,,,7524,,31823,,3775,18686,-44664,-23.7
AUS,1982,568,5899,,,8003,,27773,,3792,28146,-43083,-23
AUS,1983,954,9317,,,7634,,35674,,3764,31928,-55605,-31
AUS,1984,1245,7092,,,8267,,28847,,5016,39733,-53702,-27.2
AUS,1985,2699,8488,,,11046,,29648,,6465,49662,-61820,-35.5
AUS,1986,5762,12167,,,16155,,35798,,7526,65161,-76435,-42.1
AUS,1987,6500,15386,,9063,25382,,47866,,11004,81086,-92708,-43.5
AUS,1988,10322,17764,1927,72410,35286,,68672,,16995,109275,-119510,-44.1
AUS,1989,13828,17634,1741,79230,36004,,76912,,18192,120631,-133373,-43.4
AUS,1990,12391,19673,2628,86600,37505,,80364,,21097,132384,-145163,-44.8
AUS,1991,16427,21983,4998,98111,35630,,81539,,22935,142171,-154166,-47.5
AUS,1992,17209,18967,7067,95304,38615,,79666,,23270,139878,-148209,-46.7
AUS,1993,21524,35939,8819,101919,45425,,87643,,26139,146609,-166002,-53.8
AUS,1994,22662,46571,6837,115780,53794,,101344,,28053,161326,-192086,-54.4
AUS,1995,27175,51342,8629,129908,60484,,111310,,33098,173734,-203304,-53.6
AUS,1996,31682,61154,10515,157773,73384,,122702,,41646,203957,-228159,-53.6
AUS,1997,33076,60327,9512,142876,77802,,106451,,46181,190627,-185327,-43.5
AUS,1998,36782,73020,12008,135633,86399,,113102,,48066,193362,-194177,-51
AUS,1999,57209,100805,15814,153955,99104,,127144,,56234,221766,-217750,-52.8
AUS,2000,59195,84947,16975,156957,95978,,118858,,58248,223342,-196204,-49.1
AUS,2001,60058,89130,19786,157969,122264,,121925,,58008,223770,-174636,-46.4
AUS,2002,65501,87368,26696,186009,128912,,150335,,72792,270162,-221171,-52.2
AUS,2003,92943,138978,37369,262757,183950,,213911,,99926,375741,-322991,-59.9
AUS,2004,114631,146733,53376,336516,229204,,284952,,127040,450013,-374073,-57.1
AUS,2005,135364,178806,63102,362264,208901,,242166,,138969,486595,-383032,-52.4
AUS,2006,185432,248052,93377,475245,266963,,296565,,193725,614643,-462434,-59.4
AUS,2007,263672,320834,132133,552009,339618,,386252,,255587,743210,-562791,-59.5
AUS,2008,157578,169865,98342,477142,240616,,306175,,245009,694908,-490905,-46.7
AUS,2009,238680,331863,146833,658233,343654,,428553,,344436,911268,-695965,-70.1
AUS,2010,280057,389982,181929,783257,413643,,515949,,407591,1026315,-793405,-63.6
AUS,2011,284090,314701,181789,869650,378558,,551933,,433877,1127583,-848632,-56.9
AUT,1970,152,12,,,74,,904,,1444,2888,-1091,-7.3
AUT,1971,205,16,,,110,,1047,,1859,3542,-885,-5
AUT,1972,251,27,,,148,,1192,,2549,4446,-792,-3.7
AUT,1973,246,33,,,186,,1352,,4097,5828,-692,-2.4
AUT,1974,225,35,,,240,,1709,,5251,7742,-1236,-3.6
AUT,1975,296,38,,,302,,1811,,6194,9535,-1010,-2.6
AUT,1976,341,45,,,338,,1994,,10560,14435,-1675,-4
AUT,1977,334,43,,,468,,2377,,13626,19588,-4230,-8.4
AUT,1978,379,53,,,620,,2894,,18021,26259,-5139,-8.4
AUT,1979,395,45,,,547,,3270,,24789,33280,-6788,-9.4
AUT,1980,477,47,1415,7598,530,,3163,,27232,40455,-10145,-12.7
AUT,1981,368,39,1250,9216,634,,2898,,27546,42475,-11578,-16.7
AUT,1982,321,43,1297,10360,676,,2965,,29441,39609,-6879,-9.9
AUT,1983,327,43,1273,9988,756,,2755,,29937,33427,-690,-1
AUT,1984,407,40,1651,10191,716,,2512,,30485,38899,-5598,-8.4
AUT,1985,602,174,3287,14751,1343,,3762,,44068,54578,-7733,-11.4
AUT,1986,985,233,4420,20503,1430,,5222,,56244,69227,-9863,-10.2
AUT,1987,1502,293,6409,26320,1547,,6960,,69804,86613,-13481,-11.2
AUT,1988,1894,517,6765,27688,1616,,7107,,65563,82109,-13292,-10.1
AUT,1989,2607,1244,8354,32078,3267,,8261,,71773,88853,-12113,-9.2
AUT,1990,3362,1976,10499,39562,4739,,10237,,83095,102754,-14394,-8.7
AUT,1991,3499,2545,10993,45486,6502,,11058,,84030,109739,-18979,-11
AUT,1992,3435,2633,13431,53180,6817,,11221,,88128,114101,-17193,-8.9
AUT,1993,3722,3591,13374,58305,8112,,11398,,88487,118612,-18594,-9.9
AUT,1994,4941,5379,17732,64090,9390,,13246,,99772,136795,-24503,-12.1
AUT,1995,5868,6989,21521,82484,11707,,17536,,116574,165137,-36742,-15.4
AUT,1996,6454,9056,26849,78620,11868,,18258,,116578,161840,-31280,-13.3
AUT,1997,11502,15662,32549,81430,15159,,19694,,117402,163550,-34918,-16.8
AUT,1998,17225,15623,41522,106052,18726,,23837,,132482,197087,-45682,-21.4
AUT,1999,28936,14745,64363,124309,20458,,23991,,157599,224257,-40881,-19.2
AUT,2000,42698,19569,72982,141512,26262,,31280,,174967,248185,-40788,-21.2
AUT,2001,31190,14920,81268,156473,29934,,35164,,191174,265122,-50398,-26.3
AUT,2002,30047,17235,122437,201038,44076,,44618,,247000,318910,-49957,-24
AUT,2003,44150,26471,162885,255201,58295,,56530,,327261,400077,-44901,-17.6
AUT,2004,54935,45181,209603,302947,73276,,74500,,409582,485396,-59426,-20.4
AUT,2005,63611,59236,220618,291369,146925,,154666,,428662,499957,-67822,-22.2
AUT,2006,87890,92957,264511,354351,184116,,192199,,563990,633599,-75768,-23.3
AUT,2007,100308,105127,304116,430113,270722,,283953,,689820,762258,-80942,-21.6
AUT,2008,54174,46805,266593,449941,273606,,269014,,680512,780574,-74365,-17.9
AUT,2009,74252,60309,283896,458726,290350,,298611,,704484,768591,-44365,-11.5
AUT,2010,86393,62715,266668,442492,275220,,258245,,633535,726310,-38958,-10.3
AUT,2011,73067,47374,243810,442814,303244,,253448,,631641,740477,-18684,-4.5
AZE,1970,,,,,,,,,,,,
AZE,1971,,,,,,,,,,,,
AZE,1972,,,,,,,,,,,,
AZE,1973,,,,,,,,,,,,
AZE,1974,,,,,,,,,,,,
AZE,1975,,,,,,,,,,,,
AZE,1976,,,,,,,,,,,,
AZE,1977,,,,,,,,,,,,
AZE,1978,,,,,,,,,,,,
AZE,1979,,,,,,,,,,,,
AZE,1980,,,,,,,,,,,,
AZE,1981,,,,,,,,,,,,
AZE,1982,,,,,,,,,,,,
AZE,1983,,,,,,,,,,,,
AZE,1984,,,,,,,,,,,,
AZE,1985,,,,,,,,,,,,
AZE,1986,,,,,,,,,,,,
AZE,1987,,,,,,,,,,,,
AZE,1988,,,,,,,,,,,,
AZE,1989,,,,,,,,,,,,
AZE,1990,,,,,,,,,,,,
AZE,1991,,,,,,,,,,,,
AZE,1992,,,,,,,,,,,,
AZE,1993,,,,,,,,,,,,
AZE,1994,,,,,,,,,,,,
AZE,1995,0,0,0,0,0,,361,,168,321,-394,-16.3
AZE,1996,0,0,0,0,0,,1031,,156,438,-1102,-34.7
AZE,1997,0,0,0,0,0,,2188,,154,603,-2170,-54.8
AZE,1998,0,0,0,0,0,,3010,,97,925,-3390,-79.2
AZE,1999,0,0,0,0,0,,3100,,153,1281,-3555,-77.6
AZE,2000,0,0,0,0,1,,3735,,163,1464,-4356,-82.6
AZE,2001,0,0,0,0,1,,3962,,734,1723,-4225,-74
AZE,2002,0,0,0,0,326,,5354,,954,1925,-5278,-84.7
