Year,iso3c,FDI_Inward_Flow_USD_current_millions,FDI_Inward_Flow_USD_current_pc,FDI_Inward_Flow_perc_total_world,FDI_Inward_Flow_perc_GDP,FDI_Inward_Flow_perc_GFCF,FDI_Outward_Flow_USD_current_millions,FDI_Outward_Flow_USD_current_pc,FDI_Outward_Flow_perc_total_world,FDI_Outward_Flow_perc_GDP,FDI_Outward_Flow_perc_GFCF,FDI_Inward_Stock_USD_current_millions,FDI_Inward_Stock_USD_current_pc,FDI_Inward_Stock_perc_total_world,FDI_Inward_Stock_perc_GDP,FDI_Inward_Stock_perc_GFCF,FDI_Outward_Stock_USD_current_millions,FDI_Outward_Stock_USD_current_pc,FDI_Outward_Stock_perc_total_world,FDI_Outward_Stock_perc_GDP,FDI_Outward_Stock_perc_GFCF
1983,IND,6,6,5.64,5.64,5.64,5,5,5,5,5,621,621,621.39,621.39,621.39,86,86,86.071,86.07,86.07
1983,IRN,0,0,-0.05,-0.05,-0.05,,,,,,2776,2776,2775.83,2775.83,2775.83,,,,,
1983,IRQ,0,0,0,0,0,,,,,,,,,,,,,,,
1983,IRL,170,170,169.65,169.65,169.65,,,,,,36059,36059,36058.971,36058.97,36058.97,,,,,
1983,ISR,77,77,77,77,77,100,100,100,100,100,3343,3343,3343.48,3343.48,3343.48,476,476,476,476,476
1983,ITA,1190,1190,1189.58,1189.58,1189.58,2022,2022,2022.35,2022.35,2022.35,7320,7320,7320.277,7320.28,7320.28,8743,8743,8742.99,8742.99,8742.99
1983,CIV,38,38,37.53,37.53,37.53,,,,,,648,648,647.66,647.66,647.66,,,,,
1983,JAM,0,0,-0.037,-0.04,-0.04,,,,,,518,518,518.4,518.4,518.4,5,5,5,5,5
1983,JPN,416,416,416,416,416,3612,3612,3612,3612,3612,4364,4364,4364,4364,4364,32178,32178,32178,32178,32178
1983,JOR,35,35,34.86,34.86,34.86,5,5,4.787,4.79,4.79,1143,1143,1142.795,1142.8,1142.8,165,165,165.454,165.45,165.45
1983,KEN,24,24,23.74,23.74,23.74,15,15,14.5,14.5,14.5,437,437,436.54,436.54,436.54,48,48,47.59,47.59,47.59
1983,KOR,184,184,184.3,184.3,184.3,169,169,168.9,168.9,168.9,1453,1453,1452.81,1452.81,1452.81,349,349,349.101,349.1,349.1
1983,KWT,0,0,0.04,0.04,0.04,240,240,240.16,240.16,240.16,32,32,31.53,31.53,31.53,1243,1243,1243.32,1243.32,1243.32
1983,LAO,,,,,,0,0,-0.003,0,0,2,2,2.17,2.17,2.17,,,,,
1983,LBN,1,1,0.6,0.6,0.6,1,1,1.037,1.04,1.04,22,22,21.63,21.63,21.63,0,0,0.074,0.07,0.07
1983,LSO,5,5,4.847,4.85,4.85,,,,,,18,18,17.826,17.83,17.83,,,,,
1983,LBR,49,49,49.1,49.1,49.1,61,61,60.968,60.97,60.97,1518,1518,1518.15,1518.15,1518.15,573,573,572.692,572.69,572.69
1983,LBY,-1,-1,-0.648,-0.65,-0.65,,,,,,393,393,392.845,392.85,392.85,915,915,914.683,914.68,914.68
1983,MAC,31,31,31.226,31.23,31.23,,,,,,10762,10762,10762.231,10762.23,10762.23,,,,,
1983,MDG,4,4,3.71,3.71,3.71,,,,,,43,43,42.74,42.74,42.74,,,,,
1983,MWI,3,3,2.55,2.55,2.55,,,,,,153,153,152.564,152.56,152.56,,,,,
1983,MYS,1261,1261,1260.53,1260.53,1260.53,226,226,225.784,225.78,225.78,6322,6322,6322.11,6322.11,6322.11,1168,1168,1168.37,1168.37,1168.37
1983,MDV,1,1,1.361,1.36,1.36,,,,,,12,12,12.418,12.42,12.42,,,,,
1983,MLI,3,3,3.15,3.15,3.15,,,,,,212,212,211.619,211.62,211.62,22,22,22.05,22.05,22.05
1983,MLT,72,72,71.535,71.54,71.54,,,,,,702,702,702.219,702.22,702.22,,,,,
1983,MRT,1,1,1.37,1.37,1.37,,,,,,25,25,25.35,25.35,25.35,,,,,
1983,MUS,2,2,1.622,1.62,1.62,,,,,,30,30,29.721,29.72,29.72,,,,,
1983,MEX,2192,2192,2191.599,2191.6,2191.6,0,0,-0.021,-0.02,-0.02,5175,5175,5175.369,5175.37,5175.37,1722,1722,1721.636,1721.64,1721.64
1983,MAR,46,46,46.12,46.12,46.12,,,,,,2467,2467,2467.363,2467.36,2467.36,116,116,116.165,116.16,116.16
1983,MOZ,2,2,2.47,2.47,2.47,,,,,,19,19,19.44,19.44,19.44,,,,,
1983,OMN,155,155,154.603,154.6,154.6,,,,,,882,882,882.033,882.03,882.03,,,,,
1983,NAM,,,,,,,,,,,1935,1935,1934.6,1934.6,1934.6,,,,,
1983,NRU,,,,,,,,,,,3,3,2.546,2.55,2.55,460,460,460.148,460.15,460.15
1983,NPL,0,0,-0.001,0,0,,,,,,0,0,0.38,0.38,0.38,,,,,
1983,NLD,794,794,793.63,793.63,793.63,2613,2613,2613.325,2613.32,2613.32,19472,19472,19472.138,19472.14,19472.14,45011,45011,45010.549,45010.55,45010.55
1983,VUT,47,47,47.221,47.22,47.22,,,,,,,,,,,,,,,
1983,NZL,243,243,243.19,243.19,243.19,404,404,403.536,403.54,403.54,2250,2250,2249.992,2249.99,2249.99,459,459,459.264,459.26,459.26
1983,NIC,0,0,0.1,0.1,0.1,,,,,,131,131,131.47,131.47,131.47,,,,,
1983,NER,1,1,1.22,1.22,1.22,2,2,1.77,1.77,1.77,213,213,213.43,213.43,213.43,6,6,6.22,6.22,6.22
1983,NGA,364,364,364.435,364.44,364.44,1,1,0.861,0.86,0.86,3795,3795,3794.669,3794.67,3794.67,,,,,
1983,NOR,343,343,343.184,343.18,343.18,355,355,354.56,354.56,354.56,8052,8052,8051.579,8051.58,8051.58,647,647,646.968,646.97,646.97
1983,MNP,,,,,,,,,,,353,353,352.721,352.72,352.72,,,,,
1983,PAK,29,29,29.46,29.46,29.46,,,,,,706,706,706.133,706.13,706.13,78,78,77.867,77.87,77.87
1983,PAN,79,79,79.4,79.4,79.4,,,,,,3287,3287,3287.378,3287.38,3287.38,,,,,
1983,PNG,139,139,138.867,138.87,138.87,1,1,1.124,1.12,1.12,662,662,661.793,661.79,661.79,29,29,29.113,29.11,29.11
1983,PRY,5,5,5.065,5.07,5.07,2,2,2.001,2,2,279,279,279.372,279.37,279.37,2,2,2.011,2.01,2.01
1983,PER,38,38,38,38,38,9,9,9.1,9.1,9.1,1092,1092,1092,1092,1092,13,13,12.9,12.9,12.9
1983,PHL,247,247,247,247,247,27,27,27,27,27,2207,2207,2207.2,2207.2,2207.2,221,221,221,221,221
1983,POL,16,16,16,16,16,1,1,1,1,1,,,,,,7,7,6.643,6.64,6.64
1983,PRT,76,76,76.286,76.29,76.29,10,10,9.835,9.84,9.84,3567,3567,3567.254,3567.25,3567.25,555,555,555.49,555.49,555.49
1983,GNB,,,,,,,,,,,0,0,0.164,0.16,0.16,,,,,
1983,QAT,3,3,3.07,3.07,3.07,10,10,9.694,9.69,9.69,295,295,295.432,295.43,295.43,,,,,
1983,RWA,11,11,11.12,11.12,11.12,,,,,,,,,,,,,,,
1983,KNA,317,317,317.333,317.33,317.33,,,,,,414,414,413.709,413.71,413.71,,,,,
1983,LCA,81,81,81.473,81.47,81.47,,,,,,1370,1370,1370.376,1370.38,1370.38,,,,,
1983,VCT,20,20,20.392,20.39,20.39,,,,,,51,51,51.464,51.46,51.46,,,,,
1983,SAU,4944,4944,4943.9,4943.9,4943.9,0,0,-0.027,-0.03,-0.03,10731,10731,10730.57,10730.57,10730.57,465,465,464.792,464.79,464.79
1983,SEN,0,0,-0.069,-0.07,-0.07,0,0,-0.004,0,0,178,178,177.67,177.67,177.67,36,36,36,36,36
1983,SYC,132,132,132.348,132.35,132.35,47,47,47.019,47.02,47.02,1626,1626,1625.723,1625.72,1625.72,463,463,462.764,462.76,462.76
1983,SLE,2,2,1.697,1.7,1.7,,,,,,337,337,337.438,337.44,337.44,,,,,
1983,SGP,1134,1134,1133.91,1133.91,1133.91,49,49,49.22,49.22,49.22,9058,9058,9058,9058,9058,1050,1050,1050,1050,1050
1983,VNM,0,0,0.131,0.13,0.13,,,,,,40,40,40.181,40.18,40.18,,,,,
1983,SOM,0,0,-0.016,-0.02,-0.02,,,,,,25,25,25.17,25.17,25.17,,,,,
1983,ZAF,71,71,70.9,70.9,70.9,156,156,156.2,156.2,156.2,13974,13974,13974.139,13974.14,13974.14,7483,7483,7482.609,7482.61,7482.61
1983,ZWE,2,2,2.1,2.1,2.1,7,7,6.7,6.7,6.7,193,193,192.75,192.75,192.75,7,7,6.7,6.7,6.7
1983,ESP,1622,1622,1622.39,1622.39,1622.39,243,243,243.16,243.16,243.16,5278,5278,5277.92,5277.92,5277.92,3273,3273,3273.13,3273.13,3273.13
1983,SDN,6,6,6.32,6.32,6.32,,,,,,71,71,71.4,71.4,71.4,,,,,
1983,SUR,223,223,223.104,223.1,223.1,,,,,,,,,,,,,,,
1983,SWE,282,282,282.485,282.49,282.49,1523,1523,1522.625,1522.63,1522.63,3375,3375,3374.58,3374.58,3374.58,6624,6624,6624.17,6624.17,6624.17
1983,SYR,0,0,0,0,0,,,,,,,,,,,,,,,
1983,THA,356,356,355.994,355.99,355.99,1,1,1,1,1,1704,1704,1704.396,1704.4,1704.4,15,15,14.909,14.91,14.91
1983,TGO,1,1,1.44,1.44,1.44,,,,,,204,204,203.53,203.53,203.53,,,,,
1983,TON,,,,,,,,,,,1,1,0.96,0.96,0.96,,,,,
1983,TTO,82,82,81.5,81.5,81.5,4,4,3.63,3.63,3.63,1828,1828,1828.203,1828.2,1828.2,4,4,3.63,3.63,3.63
1983,ARE,46,46,45.54,45.54,45.54,3,3,3,3,3,533,533,532.89,532.89,532.89,12,12,12,12,12
1983,TUN,209,209,209.22,209.22,209.22,0,0,0.44,0.44,0.44,3691,3691,3690.95,3690.95,3690.95,7,7,7.46,7.46,7.46
1983,TUR,46,46,46,46,46,,,,,,8997,8997,8997.315,8997.31,8997.31,,,,,
1983,UGA,,,,,,,,,,,13,13,12.94,12.94,12.94,,,,,
1983,EGY,490,490,490,490,490,19,19,19,19,19,3797,3797,3796.52,3796.52,3796.52,72,72,71.98,71.98,71.98
1983,TZA,2,2,1.52,1.52,1.52,,,,,,380,380,380.05,380.05,380.05,,,,,
1983,USA,11518,11518,11518,11518,11518,9525,9525,9525,9525,9525,153318,153318,153318,153318,153318,274342,274342,274342,274342,274342
1983,BFA,2,2,1.98,1.98,1.98,0,0,0.03,0.03,0.03,24,24,24.12,24.12,24.12,3,3,3.13,3.13,3.13
1983,URY,6,6,5.6,5.6,5.6,0,0,-0.015,-0.01,-0.01,463,463,462.856,462.86,462.86,180,180,179.6,179.6,179.6
1983,VEN,203,203,203.076,203.08,203.08,67,67,67,67,67,2224,2224,2223.963,2223.96,2223.96,133,133,133,133,133
1983,WSM,0,0,0,0,0,,,,,,9,9,9.193,9.19,9.19,,,,,
1983,ZMB,26,26,25.73,25.73,25.73,,,,,,2024,2024,2024.27,2024.27,2024.27,,,,,
1983,GBR,5179,5179,5178.78,5178.78,5178.78,5302,5302,5302.209,5302.21,5302.21,54009,54009,54008.733,54008.73,54008.73,83878,83878,83878.034,83878.03,83878.03
1983,IDN,292,292,292,292,292,2,2,2,2,2,5209,5209,5209.45,5209.45,5209.45,4,4,4,4,4
1984,AFG,,,,,,,,,,,11,11,11.38,11.38,11.38,,,,,
1984,DZA,1,1,0.8,0.8,0.8,15,15,14.65,14.65,14.65,1486,1486,1486.03,1486.03,1486.03,153,153,153.18,153.18,153.18
1984,AGO,67,67,67.14,67.14,67.14,,,,,,397,397,397.15,397.15,397.15,,,,,
1984,ATG,62,62,62.213,62.21,62.21,,,,,,1106,1106,1105.691,1105.69,1105.69,,,,,
1984,ARG,268,268,268,268,268,44,44,43.559,43.56,43.56,3600,3600,3599.648,3599.65,3599.65,5879,5879,5878.966,5878.97,5878.97
1984,AUS,428,428,428.25,428.25,428.25,1403,1403,1403.222,1403.22,1403.22,26385,26385,26385.325,26385.32,26385.32,6317,6317,6316.948,6316.95,6316.95
1984,AUT,115,115,115.24,115.24,115.24,70,70,70.31,70.31,70.31,2674,2674,2674.104,2674.1,2674.1,746,746,746.259,746.26,746.26
1984,BHS,0,0,-0.009,-0.01,-0.01,26,26,26.085,26.09,26.09,2494,2494,2493.663,2493.66,2493.66,,,,,
1984,BHR,345,345,345.483,345.48,345.48,,,,,,732,732,732.127,732.13,732.13,1484,1484,1483.612,1483.61,1483.61
1984,BGD,0,0,-0.001,0,0,,,,,,473,473,473.161,473.16,473.16,45,45,44.532,44.53,44.53
1984,BRB,0,0,0.196,0.2,0.2,6,6,5.878,5.88,5.88,472,472,472.113,472.11,472.11,42,42,41.862,41.86,41.86
1984,BEL,389,389,389.37,389.37,389.37,293,293,292.87,292.87,292.87,12032,12032,12032.3,12032.3,12032.3,6072,6072,6071.66,6071.66,6071.66
1984,BTN,,,,,,,,,,,1,1,0.926,0.93,0.93,,,,,
1984,BOL,7,7,7,7,7,0,0,0.01,0.01,0.01,588,588,588.021,588.02,588.02,1,1,0.8,0.8,0.8
1984,BWA,62,62,62.15,62.15,62.15,0,0,0,0,0,894,894,893.7,893.7,893.7,438,438,438.414,438.41,438.41
1984,BRA,1501,1501,1501.2,1501.2,1501.2,42,42,42,42,42,22844,22844,22843.537,22843.54,22843.54,39358,39358,39357.894,39357.89,39357.89
1984,BLZ,20,20,19.957,19.96,19.96,43,43,43.032,43.03,43.03,85,85,84.692,84.69,84.69,43,43,43.032,43.03,43.03
1984,SLB,7,7,7.472,7.47,7.47,,,,,,,,,,,,,,,
1984,VGB,97,97,97.4,97.4,97.4,,,,,,1771,1771,1771.267,1771.27,1771.27,,,,,
1984,BRN,4,4,3.666,3.67,3.67,,,,,,83,83,82.987,82.99,82.99,,,,,
1984,MMR,1,1,0.78,0.78,0.78,,,,,,5,5,5.49,5.49,5.49,,,,,
1984,BDI,1,1,1.19,1.19,1.19,,,,,,23,23,22.72,22.72,22.72,,,,,
1984,KHM,,,,,,,,,,,38,38,37.746,37.75,37.75,,,,,
1984,CMR,18,18,17.668,17.67,17.67,10,10,10.115,10.12,10.12,809,809,808.707,808.71,808.71,42,42,42.127,42.13,42.13
1984,CAN,4753,4753,4753.411,4753.41,4753.41,3685,3685,3684.743,3684.74,3684.74,65070,65070,65070.38,65070.38,65070.38,39941,39941,39940.972,39940.97,39940.97
1984,CYM,36037,36037,36037.319,36037.32,36037.32,154,154,153.589,153.59,153.59,55284,55284,55283.935,55283.93,55283.93,5694,5694,5694.062,5694.06,5694.06
1984,CAF,5,5,5.155,5.16,5.16,0,0,0.25,0.25,0.25,74,74,74.18,74.18,74.18,1,1,1.11,1.11,1.11
1984,LKA,33,33,32.61,32.61,32.61,,,,,,463,463,462.69,462.69,462.69,,,,,
1984,TCD,14,14,14.474,14.47,14.47,,,,,,130,130,130.24,130.24,130.24,2,2,2.04,2.04,2.04
1984,CHL,78,78,77.6,77.6,77.6,11,11,10.5,10.5,10.5,11844,11844,11843.584,11843.58,11843.58,115,115,114.6,114.6,114.6
1984,CHN,1419,1419,1419,1419,1419,134,134,134,134,134,4104,4104,4104,4104,4104,271,271,271,271,271
1984,TWN,199,199,199,199,199,72,72,72,72,72,3048,3048,3047.91,3047.91,3047.91,13192,13192,13192,13192,13192
1984,COL,584,584,584,584,584,23,23,23,23,23,1741,1741,1741.214,1741.21,1741.21,295,295,294.679,294.68,294.68
1984,COM,,,,,,,,,,,6,6,5.992,5.99,5.99,,,,,
1984,COG,35,35,34.949,34.95,34.95,4,4,3.753,3.75,3.75,472,472,472.063,472.06,472.06,13,13,12.604,12.6,12.6
1984,COD,0,0,-0.058,-0.06,-0.06,,,,,,551,551,551.25,551.25,551.25,,,,,
1984,CRI,56,56,55.834,55.83,55.83,4,4,3.9,3.9,3.9,712,712,712.174,712.17,712.17,22,22,22.3,22.3,22.3
1984,CYP,98,98,98.496,98.5,98.5,,,,,,,,,,,,,,,
1984,BEN,0,0,0.01,0.01,0.01,0,0,0.47,0.47,0.47,,,,,,2,2,1.77,1.77,1.77
1984,DNK,0,0,-0.026,-0.03,-0.03,289,289,288.864,288.86,288.86,2761,2761,2761.368,2761.37,2761.37,1495,1495,1494.938,1494.94,1494.94
1984,DMA,31,31,30.992,30.99,30.99,,,,,,102,102,102.138,102.14,102.14,,,,,
1984,DOM,69,69,68.5,68.5,68.5,0,0,0,0,0,253,253,252.6,252.6,252.6,0,0,0.046,0.05,0.05
1984,ECU,50,50,50,50,50,2,2,2.142,2.14,2.14,920,920,919.7,919.7,919.7,13,13,12.779,12.78,12.78
1984,SLV,12,12,12.36,12.36,12.36,,,,,,178,178,177.5,177.5,177.5,,,,,
1984,GNQ,28,28,28.193,28.19,28.19,,,,,,9,9,9.288,9.29,9.29,,,,,
1984,ETH,5,5,5.06,5.06,5.06,,,,,,114,114,114.18,114.18,114.18,,,,,
1984,FJI,33,33,33.283,33.28,33.28,1,1,0.785,0.79,0.79,507,507,507.426,507.43,507.43,3,3,3.056,3.06,3.06
1984,FIN,110,110,109.748,109.75,109.75,393,393,392.726,392.73,392.73,810,810,809.616,809.62,809.62,1017,1017,1017.1,1017.1,1017.1
1984,FRA,2199,2199,2198.508,2198.51,2198.51,2126,2126,2126.45,2126.45,2126.45,39506,39506,39506.288,39506.29,39506.29,36555,36555,36554.744,36554.74,36554.74
1984,PYF,6,6,5.869,5.87,5.87,,,,,,20,20,20.306,20.31,20.31,,,,,
1984,DJI,1,1,0.542,0.54,0.54,,,,,,25,25,25.443,25.44,25.44,,,,,
1984,GAB,10,10,10.048,10.05,10.05,4,4,4.158,4.16,4.16,1012,1012,1012.025,1012.02,1012.02,126,126,125.866,125.87,125.87
1984,GMB,0,0,-0.003,0,0,,,,,,182,182,181.942,181.94,181.94,,,,,
1984,DEU,534,534,534.417,534.42,534.42,4737,4737,4737.187,4737.19,4737.19,26935,26935,26934.879,26934.88,26934.88,46253,46253,46253.177,46253.18,46253.18
1984,GHA,2,2,2,2,2,,,,,,270,270,269.86,269.86,269.86,,,,,
1984,GRC,485,485,485,485,485,,,,,,7588,7588,7588,7588,7588,,,,,
1984,GRD,28,28,28.444,28.44,28.44,,,,,,86,86,86.348,86.35,86.35,,,,,
1984,GTM,38,38,38,38,38,5,5,5,5,5,988,988,988.2,988.2,988.2,,,,,
1984,GIN,1,1,0.7,0.7,0.7,,,,,,1,1,0.61,0.61,0.61,,,,,
1984,GUY,6,6,5.792,5.79,5.79,,,,,,51,51,51.263,51.26,51.26,,,,,
1984,HTI,4,4,4.46,4.46,4.46,,,,,,107,107,106.9,106.9,106.9,,,,,
1984,HND,20,20,20.45,20.45,20.45,0,0,-0.002,0,0,54,54,53.9,53.9,53.9,,,,,
1984,HKG,1288,1288,1287.74,1287.74,1287.74,1076,1076,1076,1076,1076,183487,183487,183486.829,183486.83,183486.83,1407,1407,1407,1407,1407
1984,ISL,57,57,57.368,57.37,57.37,,,,,,200,200,199.843,199.84,199.84,,,,,
1984,IND,19,19,19.24,19.24,19.24,4,4,4,4,4,641,641,640.63,640.63,640.63,90,90,90.071,90.07,90.07
1984,IRN,43,43,42.69,42.69,42.69,,,,,,2819,2819,2818.52,2818.52,2818.52,,,,,
1984,IRQ,0,0,-0.005,0,0,,,,,,,,,,,,,,,
1984,IRL,121,121,121.36,121.36,121.36,,,,,,36180,36180,36180.331,36180.33,36180.33,,,,,
1984,ISR,88,88,88,88,88,22,22,22,22,22,3431,3431,3431.48,3431.48,3431.48,498,498,498,498,498
1984,ITA,1321,1321,1320.64,1320.64,1320.64,1882,1882,1881.59,1881.59,1881.59,11565,11565,11565.284,11565.28,11565.28,13099,13099,13099,13099,13099
1984,CIV,22,22,21.74,21.74,21.74,,,,,,669,669,669.4,669.4,669.4,,,,,
1984,JAM,12,12,12.2,12.2,12.2,,,,,,531,531,530.6,530.6,530.6,5,5,5,5,5
1984,JPN,0,0,-0.001,0,0,5965,5965,5965,5965,5965,4458,4458,4458,4458,4458,37921,37921,37921,37921,37921
1984,JOR,77,77,77.49,77.49,77.49,3,3,2.68,2.68,2.68,1220,1220,1220.285,1220.29,1220.29,168,168,168.134,168.13,168.13
1984,KEN,11,11,10.75,10.75,10.75,7,7,6.87,6.87,6.87,447,447,447.29,447.29,447.29,54,54,54.46,54.46,54.46
1984,KOR,223,223,223.3,223.3,223.3,91,91,90.5,90.5,90.5,1585,1585,1585.401,1585.4,1585.4,397,397,397.284,397.28,397.28
1984,KWT,0,0,-0.011,-0.01,-0.01,95,95,94.57,94.57,94.57,26,26,25.5,25.5,25.5,1338,1338,1337.89,1337.89,1337.89
1984,LAO,,,,,,0,0,-0.002,0,0,2,2,2.17,2.17,2.17,,,,,
1984,LBN,5,5,5.07,5.07,5.07,24,24,24.154,24.15,24.15,27,27,26.7,26.7,26.7,24,24,24.228,24.23,24.23
1984,LSO,2,2,2.305,2.3,2.3,,,,,,20,20,20.131,20.13,20.13,,,,,
1984,LBR,36,36,36.2,36.2,36.2,59,59,59.465,59.47,59.47,1554,1554,1554.35,1554.35,1554.35,633,633,632.524,632.52,632.52
1984,LBY,0,0,-0.03,-0.03,-0.03,,,,,,376,376,375.955,375.95,375.95,915,915,914.683,914.68,914.68
1984,MAC,,,,,,,,,,,10327,10327,10327.141,10327.14,10327.14,,,,,
1984,MDG,9,9,8.57,8.57,8.57,,,,,,51,51,51.31,51.31,51.31,,,,,
1984,MWI,27,27,27.29,27.29,27.29,,,,,,180,180,179.854,179.85,179.85,,,,,
1984,MYS,797,797,797.48,797.48,797.48,242,242,242.443,242.44,242.44,6510,6510,6510.1,6510.1,6510.1,281,281,281.24,281.24,281.24
1984,MDV,0,0,0,0,0,,,,,,11,11,11.205,11.21,11.21,,,,,
1984,MLI,10,10,10.07,10.07,10.07,,,,,,222,222,221.689,221.69,221.69,22,22,22.05,22.05,22.05
1984,MLT,76,76,75.878,75.88,75.88,,,,,,771,771,771.359,771.36,771.36,,,,,
1984,MRT,9,9,8.53,8.53,8.53,,,,,,34,34,33.88,33.88,33.88,,,,,
1984,MUS,5,5,4.93,4.93,4.93,,,,,,35,35,34.61,34.61,34.61,,,,,
1984,MEX,1541,1541,1540.999,1541,1541,62,62,61.53,61.53,61.53,6716,6716,6716.368,6716.37,6716.37,1783,1783,1783.166,1783.17,1783.17
1984,MAR,47,47,46.99,46.99,46.99,,,,,,2514,2514,2514.353,2514.35,2514.35,116,116,116.165,116.16,116.16
1984,MOZ,0,0,-0.005,-0.01,-0.01,,,,,,17,17,16.52,16.52,16.52,,,,,
1984,OMN,158,158,158.079,158.08,158.08,,,,,,1040,1040,1040.112,1040.11,1040.11,,,,,
1984,NAM,,,,,,,,,,,1935,1935,1934.6,1934.6,1934.6,,,,,
1984,NRU,0,0,-0.021,-0.02,-0.02,125,125,124.922,124.92,124.92,,,,,,576,576,576.39,576.39,576.39
1984,NPL,1,1,0.95,0.95,0.95,,,,,,1,1,1.33,1.33,1.33,,,,,
1984,NLD,701,701,700.9,700.9,700.9,2748,2748,2747.974,2747.97,2747.97,20573,20573,20573.114,20573.11,20573.11,45426,45426,45425.865,45425.87,45425.87
1984,VUT,59,59,58.524,58.52,58.52,,,,,,,,,,,,,,,
1984,NZL,116,116,116.214,116.21,116.21,31,31,30.612,30.61,30.61,1740,1740,1739.612,1739.61,1739.61,490,490,489.876,489.88,489.88
1984,NIC,7,7,7.444,7.44,7.44,,,,,,139,139,138.914,138.91,138.91,,,,,
1984,NER,1,1,1.45,1.45,1.45,0,0,0.26,0.26,0.26,215,215,214.88,214.88,214.88,6,6,6.48,6.48,6.48
1984,NGA,189,189,189.165,189.16,189.16,2,2,1.501,1.5,1.5,3984,3984,3983.834,3983.83,3983.83,,,,,
1984,NOR,0,0,-0.355,-0.36,-0.36,611,611,610.553,610.55,610.55,7831,7831,7831.03,7831.03,7831.03,667,667,667.107,667.11,667.11
1984,MNP,,,,,,,,,,,315,315,315.185,315.19,315.19,,,,,
1984,PAK,56,56,55.51,55.51,55.51,0,0,-0.009,-0.01,-0.01,677,677,676.973,676.97,676.97,106,106,106.02,106.02,106.02
1984,PAN,0,0,-0.241,-0.24,-0.24,,,,,,3152,3152,3151.878,3151.88,3151.88,,,,,
1984,PNG,116,116,115.687,115.69,115.69,2,2,2.271,2.27,2.27,649,649,649.068,649.07,649.07,31,31,31.384,31.38,31.38
1984,PRY,1,1,0.875,0.88,0.88,0,0,-0.008,-0.01,-0.01,280,280,280.247,280.25,280.25,,,,,
1984,PER,0,0,-0.158,-0.16,-0.16,25,25,24.6,24.6,24.6,1119,1119,1119,1119,1119,38,38,37.5,37.5,37.5
1984,PHL,137,137,137,137,137,15,15,15,15,15,2354,2354,2353.75,2353.75,2353.75,236,236,236,236,236
1984,POL,28,28,28,28,28,12,12,12,12,12,,,,,,19,19,18.643,18.64,18.64
1984,PRT,127,127,126.737,126.74,126.74,7,7,6.649,6.65,6.65,3787,3787,3787.228,3787.23,3787.23,567,567,567.03,567.03,567.03
1984,GNB,3,3,2.612,2.61,2.61,,,,,,3,3,2.771,2.77,2.77,,,,,
1984,QAT,0,0,-0.027,-0.03,-0.03,,,,,,224,224,224.012,224.01,224.01,,,,,
1984,RWA,15,15,15.07,15.07,15.07,,,,,,,,,,,,,,,
1984,KNA,142,142,141.864,141.86,141.86,,,,,,558,558,557.999,558,558,,,,,
1984,LCA,96,96,96.41,96.41,96.41,,,,,,1448,1448,1447.762,1447.76,1447.76,,,,,
1984,VCT,13,13,13.495,13.5,13.5,,,,,,65,65,64.583,64.58,64.58,,,,,
1984,SAU,4850,4850,4849.86,4849.86,4849.86,78,78,78.377,78.38,78.38,15580,15580,15580.43,15580.43,15580.43,543,543,543.169,543.17,543.17
1984,SEN,29,29,29.09,29.09,29.09,2,2,1.85,1.85,1.85,207,207,206.76,206.76,206.76,38,38,37.85,37.85,37.85
1984,SYC,141,141,140.659,140.66,140.66,56,56,56.436,56.44,56.44,1754,1754,1753.509,1753.51,1753.51,516,516,515.536,515.54,515.54
1984,SLE,6,6,5.857,5.86,5.86,,,,,,343,343,343.295,343.29,343.29,,,,,
1984,SGP,1302,1302,1301.87,1301.87,1301.87,92,92,92.35,92.35,92.35,9938,9938,9938.184,9938.18,9938.18,1102,1102,1102,1102,1102
1984,VNM,1,1,0.69,0.69,0.69,,,,,,41,41,40.871,40.87,40.87,,,,,
1984,SOM,0,0,-0.027,-0.03,-0.03,,,,,,10,10,10.23,10.23,10.23,,,,,
1984,ZAF,420,420,419.5,419.5,419.5,193,193,193.1,193.1,193.1,10998,10998,10997.98,10997.98,10997.98,8521,8521,8520.789,8520.79,8520.79
1984,ZWE,3,3,2.5,2.5,2.5,2,2,1.9,1.9,1.9,195,195,195.25,195.25,195.25,9,9,8.6,8.6,8.6
1984,ESP,1772,1772,1771.83,1771.83,1771.83,248,248,248.4,248.4,248.4,6331,6331,6331.411,6331.41,6331.41,3536,3536,3536.33,3536.33,3536.33
1984,SDN,9,9,9.08,9.08,9.08,,,,,,80,80,80.48,80.48,80.48,,,,,
1984,SUR,0,0,-0.126,-0.13,-0.13,,,,,,,,,,,,,,,
1984,SWE,322,322,321.684,321.68,321.68,1558,1558,1558.495,1558.5,1558.5,3337,3337,3337.23,3337.23,3337.23,7342,7342,7341.9,7341.9,7341.9
1984,SYR,0,0,0.05,0.05,0.05,,,,,,,,,,,,,,,
1984,THA,412,412,411.994,411.99,411.99,1,1,1,1,1,1799,1799,1799.068,1799.07,1799.07,13,13,13.134,13.13,13.13
1984,TGO,0,0,-0.018,-0.02,-0.02,,,,,,194,194,193.59,193.59,193.59,,,,,
1984,TON,0,0,0.213,0.21,0.21,,,,,,1,1,1.172,1.17,1.17,,,,,
