Year,iso3c,FDI_Inward_Flow_USD_current_millions,FDI_Inward_Flow_USD_current_pc,FDI_Inward_Flow_perc_total_world,FDI_Inward_Flow_perc_GDP,FDI_Inward_Flow_perc_GFCF,FDI_Outward_Flow_USD_current_millions,FDI_Outward_Flow_USD_current_pc,FDI_Outward_Flow_perc_total_world,FDI_Outward_Flow_perc_GDP,FDI_Outward_Flow_perc_GFCF,FDI_Inward_Stock_USD_current_millions,FDI_Inward_Stock_USD_current_pc,FDI_Inward_Stock_perc_total_world,FDI_Inward_Stock_perc_GDP,FDI_Inward_Stock_perc_GFCF,FDI_Outward_Stock_USD_current_millions,FDI_Outward_Stock_USD_current_pc,FDI_Outward_Stock_perc_total_world,FDI_Outward_Stock_perc_GDP,FDI_Outward_Stock_perc_GFCF
2013,VEN,2680,2680,2680,2680,2680,752,752,752,752,752,33018,33018,33018,33018,33018,26457,26457,26457,26457,26457
2013,WSM,73,73,73.179,73.18,73.18,1,1,0.513,0.51,0.51,1481,1481,1480.817,1480.82,1480.82,109,109,108.813,108.81,108.81
2013,YEM,0,0,-0.009,-0.01,-0.01,5,5,5.39,5.39,5.39,3675,3675,3674.542,3674.54,3674.54,643,643,642.933,642.93,642.93
2013,ZMB,2100,2100,2099.8,2099.8,2099.8,409,409,409.468,409.47,409.47,12342,12342,12342.2,12342.2,12342.2,2630,2630,2629.5,2629.5,2629.5
2013,GBR,51676,51676,51675.844,51675.84,51675.84,40486,40486,40485.534,40485.53,40485.53,1512554,1512554,1512553.562,1512553.56,1512553.56,1796052,1796052,1796051.96,1796051.96,1796051.96
2014,AFG,44,44,43.51,43.51,43.51,0,0,0,0,0,1116,1116,1115.964,1115.96,1115.96,6,6,6.276,6.28,6.28
2014,ALB,1110,1110,1109.96,1109.96,1109.96,33,33,33.314,33.31,33.31,4295,4295,4295.366,4295.37,4295.37,248,248,247.737,247.74,247.74
2014,DZA,1507,1507,1506.73,1506.73,1506.73,0,0,-0.001,0,0,26824,26824,26823.6,26823.6,26823.6,1718,1718,1718.34,1718.34,1718.34
2014,AGO,3658,3658,3657.515,3657.51,3657.51,887,887,886.792,886.79,886.79,25479,25479,25478.621,25478.62,25478.62,4414,4414,4414.237,4414.24,4414.24
2014,ATG,466,466,465.856,465.86,465.86,30,30,29.824,29.82,29.82,5556,5556,5556.305,5556.3,5556.3,377,377,377.454,377.45,377.45
2014,AZE,4430,4430,4430.4,4430.4,4430.4,3230,3230,3230,3230,3230,18181,18181,18181,18181,18181,12235,12235,12235,12235,12235
2014,ARG,5065,5065,5065.336,5065.34,5065.34,1921,1921,1920.541,1920.54,1920.54,89716,89716,89715.934,89715.93,89715.93,36180,36180,36179.699,36179.7,36179.7
2014,AUS,58507,58507,58506.707,58506.71,58506.71,18184,18184,18184.359,18184.36,18184.36,582535,582535,582535.412,582535.41,582535.41,467169,467169,467168.904,467168.9,467168.9
2014,AUT,4577,4577,4577.236,4577.24,4577.24,0,0,-0.056,-0.06,-0.06,175756,175756,175755.626,175755.63,175755.63,218118,218118,218118.023,218118.02,218118.02
2014,BHS,9693,9693,9693.094,9693.09,9693.09,7010,7010,7010.167,7010.17,7010.17,49129,49129,49129.37,49129.37,49129.37,10121,10121,10121.3,10121.3,10121.3
2014,BHR,1519,1519,1518.617,1518.62,1518.62,0,0,-0.03,-0.03,-0.03,25747,25747,25747.074,25747.07,25747.07,16693,16693,16693.351,16693.35,16693.35
2014,BGD,1551,1551,1551.28,1551.28,1551.28,44,44,44.46,44.46,44.46,10029,10029,10028.8,10028.8,10028.8,159,159,158.88,158.88,158.88
2014,ARM,404,404,403.898,403.9,403.9,16,16,16.037,16.04,16.04,4213,4213,4213.04,4213.04,4213.04,311,311,310.766,310.77,310.77
2014,BRB,1974,1974,1973.784,1973.78,1973.78,0,0,-0.016,-0.02,-0.02,22910,22910,22910.428,22910.43,22910.43,13940,13940,13940.429,13940.43,13940.43
2014,BEL,-1,-1,-0.913,-0.91,-0.91,0,0,-0.283,-0.28,-0.28,556045,556045,556044.703,556044.7,556044.7,577236,577236,577235.614,577235.61,577235.61
2014,BMU,0,0,0,0,0,1919,1919,1919.111,1919.11,1919.11,43072,43072,43072.232,43072.23,43072.23,14965,14965,14964.733,14964.73,14964.73
2014,BTN,28,28,28.145,28.14,28.14,,,,,,233,233,233.447,233.45,233.45,,,,,
2014,BOL,657,657,656.566,656.57,656.57,0,0,-0.003,0,0,11785,11785,11784.69,11784.69,11784.69,602,602,601.618,601.62,601.62
2014,BIH,550,550,550.199,550.2,550.2,18,18,18.383,18.38,18.38,7267,7267,7267.473,7267.47,7267.47,341,341,340.571,340.57,340.57
2014,BWA,515,515,515.184,515.18,515.18,105,105,104.998,105,105,5202,5202,5202.383,5202.38,5202.38,855,855,854.627,854.63,854.63
2014,BRA,63846,63846,63845.886,63845.89,63845.89,0,0,-0.133,-0.13,-0.13,601490,601490,601489.939,601489.94,601489.94,209993,209993,209992.937,209992.94,209992.94
2014,BLZ,434,434,434.309,434.31,434.31,8,8,7.775,7.78,7.78,5659,5659,5659.177,5659.18,5659.18,155,155,154.515,154.52,154.52
2014,SLB,38,38,37.691,37.69,37.69,1,1,1.164,1.16,1.16,1358,1358,1358.49,1358.49,1358.49,84,84,83.771,83.77,83.77
2014,VGB,1884402,1884402,1884402.393,1884402.39,1884402.39,2900530,2900530,2900529.776,2900529.78,2900529.78,19212891,19212891,19212891.003,19212891,19212891,22783701,22783701,22783701.264,22783701.26,22783701.26
2014,BRN,1379,1379,1379.364,1379.36,1379.36,,,,,,15105,15105,15105.21,15105.21,15105.21,,,,,
2014,BGR,461,461,460.908,460.91,460.91,267,267,267.337,267.34,267.34,45462,45462,45461.51,45461.51,45461.51,1859,1859,1858.909,1858.91,1858.91
2014,MMR,946,946,946.223,946.22,946.22,,,,,,17652,17652,17651.935,17651.94,17651.94,,,,,
2014,BDI,47,47,47.061,47.06,47.06,0,0,0.027,0.03,0.03,212,212,212.167,212.17,212.17,3,3,2.608,2.61,2.61
2014,BLR,1828,1828,1827.6,1827.6,1827.6,39,39,39,39,39,17737,17737,17737.3,17737.3,17737.3,633,633,632.9,632.9,632.9
2014,KHM,1853,1853,1853.471,1853.47,1853.47,82,82,82.063,82.06,82.06,13855,13855,13854.562,13854.56,13854.56,488,488,488.169,488.17,488.17
2014,CMR,727,727,726.548,726.55,726.55,0,0,-0.001,0,0,5043,5043,5042.521,5042.52,5042.52,844,844,843.803,843.8,843.8
2014,CAN,58933,58933,58933.189,58933.19,58933.19,60197,60197,60197.089,60197.09,60197.09,994712,994712,994711.613,994711.61,994711.61,1125917,1125917,1125916.889,1125916.89,1125916.89
2014,CPV,343,343,342.744,342.74,342.74,0,0,-0.001,0,0,3076,3076,3076.444,3076.44,3076.44,,,,,
2014,CYM,842175,842175,842175.404,842175.4,842175.4,395220,395220,395220.003,395220,395220,5001663,5001663,5001663.067,5001663.07,5001663.07,2164796,2164796,2164796.424,2164796.42,2164796.42
2014,CAF,3,3,3.475,3.48,3.48,,,,,,623,623,622.889,622.89,622.89,43,43,43,43,43
2014,LKA,894,894,893.629,893.63,893.63,67,67,66.823,66.82,66.82,10572,10572,10571.849,10571.85,10571.85,607,607,606.985,606.99,606.99
2014,TCD,0,0,-0.05,-0.05,-0.05,,,,,,4300,4300,4300.292,4300.29,4300.29,70,70,70.255,70.25,70.25
2014,CHL,23671,23671,23671.371,23671.37,23671.37,12735,12735,12735.408,12735.41,12735.41,223172,223172,223171.797,223171.8,223171.8,109178,109178,109177.79,109177.79,109177.79
2014,CHN,128500,128500,128500,128500,128500,123120,123120,123119.86,123119.86,123119.86,1085293,1085293,1085293,1085293,1085293,882642,882642,882642.42,882642.42,882642.42
2014,TWN,2828,2828,2828,2828,2828,12711,12711,12711,12711,12711,67905,67905,67905,67905,67905,296527,296527,296527,296527,296527
2014,COL,16167,16167,16167.023,16167.02,16167.02,3899,3899,3898.951,3898.95,3898.95,141786,141786,141786.34,141786.34,141786.34,43082,43082,43081.964,43081.96,43081.96
2014,COM,6,6,6.161,6.16,6.16,,,,,,134,134,134.22,134.22,134.22,,,,,
2014,COG,1659,1659,1659.45,1659.45,1659.45,0,0,-0.002,0,0,11433,11433,11433.25,11433.25,11433.25,4,4,4.292,4.29,4.29
2014,COD,1843,1843,1843.173,1843.17,1843.17,344,344,343.601,343.6,343.6,18309,18309,18308.601,18308.6,18308.6,1484,1484,1484.357,1484.36,1484.36
2014,CRI,2927,2927,2926.646,2926.65,2926.65,109,109,108.906,108.91,108.91,27571,27571,27570.598,27570.6,27570.6,2576,2576,2576.221,2576.22,2576.22
2014,HRV,2879,2879,2879.396,2879.4,2879.4,1963,1963,1963.077,1963.08,1963.08,28984,28984,28984.161,28984.16,28984.16,5719,5719,5718.845,5718.84,5718.84
2014,CYP,864,864,863.544,863.54,863.54,0,0,-0.086,-0.09,-0.09,210991,210991,210990.723,210990.72,210990.72,199527,199527,199527.155,199527.15,199527.15
2014,CZE,5492,5492,5492.003,5492,5492,1620,1620,1619.532,1619.53,1619.53,121512,121512,121511.818,121511.82,121511.82,18235,18235,18235.453,18235.45,18235.45
2014,BEN,405,405,405.198,405.2,405.2,17,17,17.255,17.26,17.26,1656,1656,1655.868,1655.87,1655.87,179,179,179.024,179.02,179.02
2014,DNK,4682,4682,4682.308,4682.31,4682.31,8257,8257,8257.383,8257.38,8257.38,95766,95766,95766.44,95766.44,95766.44,167395,167395,167394.872,167394.87,167394.87
2014,DMA,197,197,197.129,197.13,197.13,0,0,0,0,0,3783,3783,3782.604,3782.6,3782.6,158,158,158.086,158.09,158.09
2014,DOM,2209,2209,2208.5,2208.5,2208.5,,,,,,28306,28306,28305.9,28305.9,28305.9,,,,,
2014,ECU,772,772,772.276,772.28,772.28,,,,,,14569,14569,14568.656,14568.66,14568.66,,,,,
2014,SLV,306,306,306.339,306.34,306.34,0,0,0,0,0,8462,8462,8461.671,8461.67,8461.67,2,2,1.939,1.94,1.94
2014,GNQ,168,168,167.875,167.88,167.88,,,,,,13124,13124,13123.632,13123.63,13123.63,,,,,
2014,ETH,1855,1855,1855.05,1855.05,1855.05,,,,,,8310,8310,8310.279,8310.28,8310.28,,,,,
2014,ERI,47,47,46.511,46.51,46.51,,,,,,837,837,837.153,837.15,837.15,,,,,
2014,EST,684,684,684.463,684.46,684.46,43,43,42.854,42.85,42.85,20972,20972,20972.13,20972.13,20972.13,6288,6288,6288.07,6288.07,6288.07
2014,FJI,429,429,428.514,428.51,428.51,43,43,43.246,43.25,43.25,4244,4244,4243.984,4243.98,4243.98,211,211,210.653,210.65,210.65
2014,FIN,18304,18304,18303.637,18303.64,18303.64,1182,1182,1182.121,1182.12,1182.12,91972,91972,91971.76,91971.76,91971.76,116635,116635,116634.999,116635,116635
2014,FRA,2669,2669,2669.33,2669.33,2669.33,49783,49783,49783.347,49783.35,49783.35,700065,700065,700064.954,700064.95,700064.95,1294221,1294221,1294221.243,1294221.24,1294221.24
2014,PYF,225,225,224.8,224.8,224.8,111,111,111.111,111.11,111.11,3229,3229,3228.877,3228.88,3228.88,1128,1128,1127.75,1127.75,1127.75
2014,DJI,168,168,167.731,167.73,167.73,,,,,,1650,1650,1650.446,1650.45,1650.45,,,,,
2014,GAB,1048,1048,1047.703,1047.7,1047.7,0,0,-0.011,-0.01,-0.01,5760,5760,5759.867,5759.87,5759.87,364,364,364.039,364.04,364.04
2014,GEO,1818,1818,1817.981,1817.98,1817.98,407,407,406.652,406.65,406.65,13207,13207,13206.888,13206.89,13206.89,1738,1738,1738.399,1738.4,1738.4
2014,GMB,36,36,35.6,35.6,35.6,,,,,,340,340,339.844,339.84,339.84,,,,,
2014,PSE,160,160,159.7,159.7,159.7,0,0,-0.014,-0.01,-0.01,2487,2487,2487,2487,2487,358,358,358,358,358
2014,DEU,4864,4864,4863.811,4863.81,4863.81,91842,91842,91841.906,91841.91,91841.91,859565,859565,859564.988,859564.99,859564.99,1398633,1398633,1398632.923,1398632.92,1398632.92
2014,GHA,3357,3357,3356.99,3356.99,3356.99,12,12,11.8,11.8,11.8,23205,23205,23205.12,23205.12,23205.12,130,130,129.973,129.97,129.97
2014,KIR,24,24,23.828,23.83,23.83,1,1,1.322,1.32,1.32,95,95,94.543,94.54,94.54,13,13,13.109,13.11,13.11
2014,GRC,2683,2683,2683.27,2683.27,2683.27,3015,3015,3015.138,3015.14,3015.14,21550,21550,21550.285,21550.29,21550.29,29415,29415,29415.228,29415.23,29415.23
2014,GRD,840,840,840.385,840.38,840.38,56,56,55.859,55.86,55.86,5563,5563,5562.614,5562.61,5562.61,327,327,327.494,327.49,327.49
2014,GTM,1166,1166,1165.7,1165.7,1165.7,0,0,-0.009,-0.01,-0.01,11977,11977,11976.933,11976.93,11976.93,578,578,578.43,578.43,578.43
2014,GIN,77,77,77.06,77.06,77.06,2,2,2.109,2.11,2.11,2092,2092,2091.86,2091.86,2091.86,71,71,70.603,70.6,70.6
2014,GUY,334,334,334.336,334.34,334.34,,,,,,3659,3659,3659.263,3659.26,3659.26,2,2,1.979,1.98,1.98
2014,HTI,99,99,99,99,99,,,,,,1160,1160,1159.53,1159.53,1159.53,2,2,2.005,2,2
2014,HND,1417,1417,1417.4,1417.4,1417.4,103,103,102.6,102.6,102.6,11501,11501,11500.9,11500.9,11500.9,1503,1503,1503.1,1503.1,1503.1
2014,HKG,113038,113038,113037.781,113037.78,113037.78,124092,124092,124092.478,124092.48,124092.48,1496083,1496083,1496082.651,1496082.65,1496082.65,1450179,1450179,1450178.841,1450178.84,1450178.84
2014,HUN,7807,7807,7806.552,7806.55,7806.55,3868,3868,3867.552,3867.55,3867.55,99573,99573,99573.359,99573.36,99573.36,40663,40663,40663.08,40663.08,40663.08
2014,ISL,1361,1361,1361.187,1361.19,1361.19,0,0,-0.02,-0.02,-0.02,24018,24018,24017.754,24017.75,24017.75,25619,25619,25619.19,25619.19,25619.19
2014,IND,34582,34582,34582.097,34582.1,34582.1,11783,11783,11783.494,11783.49,11783.49,253120,253120,253120.032,253120.03,253120.03,131524,131524,131524.013,131524.01,131524.01
2014,IDN,21811,21811,21810.52,21810.52,21810.52,7077,7077,7077.32,7077.32,7077.32,217487,217487,217486.82,217486.82,217486.82,25396,25396,25396.25,25396.25,25396.25
2014,IRN,2105,2105,2105.494,2105.49,2105.49,3,3,3.442,3.44,3.44,43047,43047,43046.894,43046.89,43046.89,3520,3520,3519.746,3519.75,3519.75
2014,IRQ,-1,-1,-0.75,-0.75,-0.75,242,242,241.5,241.5,241.5,736,736,736.306,736.31,736.31,1956,1956,1956.1,1956.1,1956.1
2014,IRL,48183,48183,48183.036,48183.04,48183.04,41181,41181,41180.529,41180.53,41180.53,429847,429847,429847.448,429847.45,429847.45,618833,618833,618833.128,618833.13,618833.13
2014,ISR,6049,6049,6049.105,6049.1,6049.1,4526,4526,4526,4526,4526,89620,89620,89619.734,89619.73,89619.73,79011,79011,79011.245,79011.24,79011.24
2014,ITA,23223,23223,23223.031,23223.03,23223.03,26316,26316,26316.489,26316.49,26316.49,352502,352502,352501.56,352501.56,352501.56,490677,490677,490677.105,490677.11,490677.11
2014,CIV,439,439,438.773,438.77,438.77,16,16,16.197,16.2,16.2,7690,7690,7690.162,7690.16,7690.16,121,121,120.911,120.91,120.91
2014,JAM,582,582,582.148,582.15,582.15,0,0,0,0,0,13246,13246,13245.934,13245.93,13245.93,314,314,314.464,314.46,314.46
2014,JPN,12030,12030,12029.788,12029.79,12029.79,130843,130843,130843.181,130843.18,130843.18,171663,171663,171663.328,171663.33,171663.33,1152006,1152006,1152006.374,1152006.37,1152006.37
2014,KAZ,8489,8489,8489.396,8489.4,8489.4,3815,3815,3814.826,3814.83,3814.83,132127,132127,132127.362,132127.36,132127.36,25550,25550,25550.429,25550.43,25550.43
2014,JOR,2178,2178,2178.451,2178.45,2178.45,83,83,83.38,83.38,83.38,29059,29059,29059.421,29059.42,29059.42,608,608,608.31,608.31,608.31
2014,KEN,821,821,820.938,820.94,820.94,75,75,75.119,75.12,75.12,10219,10219,10219.126,10219.13,10219.13,1092,1092,1092.205,1092.2,1092.2
2014,PRK,102,102,102.412,102.41,102.41,,,,,,690,690,689.995,690,690,,,,,
2014,KOR,9274,9274,9273.6,9273.6,9273.6,27999,27999,27998.5,27998.5,27998.5,179441,179441,179441,179441,179441,260502,260502,260502.4,260502.4,260502.4
2014,KWT,953,953,953.465,953.46,953.46,-1,-1,-0.806,-0.81,-0.81,15733,15733,15732.923,15732.92,15732.92,34310,34310,34310.451,34310.45,34310.45
2014,KGZ,248,248,247.954,247.95,247.95,0,0,0.047,0.05,0.05,3553,3553,3553.253,3553.25,3553.25,2,2,1.983,1.98,1.98
2014,LAO,721,721,720.84,720.84,720.84,7,7,7.058,7.06,7.06,3630,3630,3630.388,3630.39,3630.39,81,81,80.687,80.69,80.69
2014,LBN,2863,2863,2862.509,2862.51,2862.51,1241,1241,1240.707,1240.71,1240.71,56057,56057,56056.994,56056.99,56056.99,12014,12014,12014.399,12014.4,12014.4
2014,LSO,66,66,65.809,65.81,65.81,,,,,,615,615,615.34,615.34,615.34,,,,,
2014,LVA,780,780,780.12,780.12,780.12,387,387,387.407,387.41,387.41,15073,15073,15073.059,15073.06,15073.06,1360,1360,1359.793,1359.79,1359.79
2014,LBR,277,277,276.7,276.7,276.7,0,0,-0.003,0,0,7599,7599,7598.934,7598.93,7598.93,4309,4309,4309.371,4309.37,4309.37
2014,LBY,,,,,,77,77,77,77,77,18462,18462,18461.897,18461.9,18461.9,19338,19338,19337.867,19337.87,19337.87
2014,LTU,0,0,-0.002,0,0,0,0,-0.002,0,0,15476,15476,15475.569,15475.57,15475.57,2776,2776,2776.053,2776.05,2776.05
2014,LUX,33915,33915,33915.075,33915.08,33915.08,61756,61756,61755.915,61755.92,61755.92,412049,412049,412049.035,412049.04,412049.04,327464,327464,327463.818,327463.82,327463.82
2014,MAC,5810,5810,5809.678,5809.68,5809.68,1157,1157,1156.577,1156.58,1156.58,46930,46930,46929.817,46929.82,46929.82,6515,6515,6514.676,6514.68,6514.68
2014,MDG,314,314,313.682,313.68,313.68,0,0,0,0,0,6277,6277,6277.219,6277.22,6277.22,16,16,15.949,15.95,15.95
2014,MWI,387,387,387.105,387.1,387.1,4,4,3.602,3.6,3.6,762,762,761.792,761.79,761.79,10,10,10.291,10.29,10.29
2014,MYS,10877,10877,10877.345,10877.35,10877.35,16369,16369,16369.069,16369.07,16369.07,135798,135798,135797.991,135797.99,135797.99,135443,135443,135443.492,135443.49,135443.49
2014,MDV,817,817,816.601,816.6,816.6,,,,,,6025,6025,6025.436,6025.44,6025.44,,,,,
2014,MLI,144,144,144.023,144.02,144.02,1,1,0.614,0.61,0.61,3059,3059,3059.139,3059.14,3059.14,38,38,38.068,38.07,38.07
2014,MLT,26294,26294,26294.388,26294.39,26294.39,5352,5352,5352.302,5352.3,5352.3,407319,407319,407318.666,407318.67,407318.67,173249,173249,173249.139,173249.14,173249.14
2014,MRT,501,501,501.038,501.04,501.04,28,28,27.745,27.75,27.75,5976,5976,5976.278,5976.28,5976.28,73,73,73.448,73.45,73.45
2014,MUS,456,456,455.562,455.56,455.56,141,141,141.127,141.13,141.13,4180,4180,4180.112,4180.11,4180.11,986,986,986.104,986.1,986.1
2014,MEX,29591,29591,29591.423,29591.42,29591.42,5238,5238,5238.466,5238.47,5238.47,491707,491707,491707.275,491707.28,491707.28,150127,150127,150126.594,150126.59,150126.59
2014,MNG,338,338,337.768,337.77,337.77,107,107,107.082,107.08,107.08,20247,20247,20247.03,20247.03,20247.03,427,427,427.117,427.12,427.12
2014,MDA,338,338,337.65,337.65,337.65,37,37,36.62,36.62,36.62,3315,3315,3315.17,3315.17,3315.17,186,186,185.83,185.83,185.83
2014,MNE,792,792,791.804,791.8,791.8,44,44,43.674,43.67,43.67,7717,7717,7717.448,7717.45,7717.45,672,672,671.917,671.92,671.92
2014,MAR,3561,3561,3561.241,3561.24,3561.24,436,436,436.337,436.34,436.34,51192,51192,51192.038,51192.04,51192.04,4187,4187,4187.006,4187.01,4187.01
2014,MOZ,4902,4902,4901.79,4901.79,4901.79,97,97,97,97,97,24918,24918,24918.476,24918.48,24918.48,107,107,107.201,107.2,107.2
2014,OMN,1287,1287,1287.386,1287.39,1287.39,1358,1358,1357.607,1357.61,1357.61,21005,21005,21005.124,21005.12,21005.12,7194,7194,7193.968,7193.97,7193.97
2014,NAM,441,441,441.174,441.17,441.17,15,15,15.357,15.36,15.36,3287,3287,3286.978,3286.98,3286.98,532,532,531.568,531.57,531.57
2014,NPL,30,30,30.188,30.19,30.19,,,,,,769,769,768.867,768.87,768.87,,,,,
2014,NLD,44974,44974,44973.664,44973.66,44973.66,59357,59357,59356.799,59356.8,59356.8,1425125,1425125,1425124.597,1425124.6,1425124.6,2031451,2031451,2031451.275,2031451.28,2031451.28
2014,CUW,443,443,442.61,442.61,442.61,280,280,280.201,280.2,280.2,4959,4959,4958.729,4958.73,4958.73,656,656,655.562,655.56,655.56
2014,ABW,2007,2007,2007.072,2007.07,2007.07,0,0,-0.003,0,0,38294,38294,38294.22,38294.22,38294.22,6760,6760,6760.21,6760.21,6760.21
2014,SXM,1266,1266,1265.605,1265.6,1265.6,32,32,32.455,32.46,32.46,8508,8508,8507.559,8507.56,8507.56,334,334,334.053,334.05,334.05
2014,NCL,6618,6618,6617.912,6617.91,6617.91,220,220,219.599,219.6,219.6,48276,48276,48275.881,48275.88,48275.88,1948,1948,1947.529,1947.53,1947.53
2014,VUT,0,0,-0.001,0,0,2,2,2.158,2.16,2.16,1963,1963,1962.824,1962.82,1962.82,88,88,87.689,87.69,87.69
2014,NZL,2437,2437,2436.798,2436.8,2436.8,471,471,471.061,471.06,471.06,76624,76624,76624.129,76624.13,76624.13,17996,17996,17995.7,17995.7,17995.7
2014,NIC,884,884,884.1,884.1,884.1,94,94,94,94,94,8084,8084,8084.2,8084.2,8084.2,451,451,451.4,451.4,451.4
2014,NER,822,822,821.872,821.87,821.87,89,89,88.543,88.54,88.54,5181,5181,5180.94,5180.94,5180.94,192,192,191.605,191.61,191.61
2014,NGA,4694,4694,4693.83,4693.83,4693.83,1614,1614,1614.29,1614.29,1614.29,86671,86671,86671.23,86671.23,86671.23,10259,10259,10258.94,10258.94,10258.94
2014,NOR,7987,7987,7986.613,7986.61,7986.61,18254,18254,18254.05,18254.05,18254.05,166151,166151,166151.009,166151.01,166151.01,173045,173045,173045.491,173045.49,173045.49
2014,FSM,194,194,194.292,194.29,194.29,0,0,0,0,0,2262,2262,2262.235,2262.24,2262.24,46,46,46.447,46.45,46.45
2014,MHL,0,0,-0.001,0,0,,,,,,3943,3943,3942.852,3942.85,3942.85,,,,,
2014,PLW,1933,1933,1933.424,1933.42,1933.42,,,,,,15220,15220,15220.479,15220.48,15220.48,,,,,
2014,PAK,1868,1868,1868,1868,1868,122,122,122,122,122,33151,33151,33151.109,33151.11,33151.11,1742,1742,1742.104,1742.1,1742.1
2014,PAN,4459,4459,4458.7,4458.7,4458.7,329,329,329.1,329.1,329.1,35135,35135,35135.2,35135.2,35135.2,4256,4256,4256.4,4256.4,4256.4
2014,PNG,0,0,-0.002,0,0,,,,,,4140,4140,4139.938,4139.94,4139.94,299,299,298.983,298.98,298.98
2014,PRY,412,412,411.892,411.89,411.89,,,,,,5707,5707,5706.674,5706.67,5706.67,,,,,
2014,PER,4441,4441,4441.011,4441.01,4441.01,801,801,800.789,800.79,800.79,76346,76346,76345.888,76345.89,76345.89,4127,4127,4127.433,4127.43,4127.43
2014,PHL,5285,5285,5284.805,5284.81,5284.81,6299,6299,6299.153,6299.15,6299.15,56646,56646,56646.345,56646.35,56646.35,35791,35791,35791.341,35791.34,35791.34
2014,POL,14269,14269,14268.736,14268.74,14268.74,2898,2898,2898.109,2898.11,2898.11,211484,211484,211483.947,211483.95,211483.95,27757,27757,27756.729,27756.73,27756.73
2014,PRT,2999,2999,2998.794,2998.79,2998.79,0,0,-0.04,-0.04,-0.04,120225,120225,120224.637,120224.64,120224.64,54807,54807,54807.303,54807.3,54807.3
2014,GNB,45,45,45.489,45.49,45.49,4,4,4.331,4.33,4.33,129,129,129.31,129.31,129.31,7,7,7.41,7.41,7.41
2014,TLS,49,49,49.344,49.34,49.34,13,13,12.667,12.67,12.67,316,316,316.466,316.47,316.47,86,86,86.333,86.33,86.33
2014,QAT,1040,1040,1040.385,1040.38,1040.38,6748,6748,6748.352,6748.35,6748.35,32098,32098,32098.349,32098.35,32098.35,39263,39263,39263.381,39263.38,39263.38
2014,ROU,3211,3211,3211.415,3211.42,3211.42,0,0,-0.029,-0.03,-0.03,73087,73087,73086.972,73086.97,73086.97,321,321,320.85,320.85,320.85
2014,RUS,29152,29152,29151.662,29151.66,29151.66,64203,64203,64202.54,64202.54,64202.54,290039,290039,290038.56,290038.56,290038.56,329817,329817,329817.35,329817.35,329817.35
2014,RWA,459,459,458.9,458.9,458.9,2,2,1.69,1.69,1.69,1152,1152,1152.3,1152.3,1152.3,28,28,28.141,28.14,28.14
2014,KNA,3031,3031,3031.104,3031.1,3031.1,101,101,100.596,100.6,100.6,25516,25516,25515.802,25515.8,25515.8,531,531,530.796,530.8,530.8
2014,LCA,341,341,340.692,340.69,340.69,385,385,385.351,385.35,385.35,3345,3345,3344.521,3344.52,3344.52,995,995,994.523,994.52,994.52
2014,VCT,1122,1122,1122.311,1122.31,1122.31,47,47,47.27,47.27,47.27,8953,8953,8953.021,8953.02,8953.02,728,728,727.678,727.68,727.68
2014,STP,142,142,141.687,141.69,141.69,21,21,20.547,20.55,20.55,2018,2018,2017.823,2017.82,2017.82,18,18,17.567,17.57,17.57
2014,SAU,8012,8012,8012,8012,8012,5396,5396,5396,5396,5396,215909,215909,215908.747,215908.75,215908.75,44699,44699,44698.75,44698.75,44698.75
2014,SEN,403,403,402.562,402.56,402.56,27,27,27.423,27.42,27.42,3379,3379,3378.554,3378.55,3378.55,388,388,388.44,388.44,388.44
2014,SRB,2197,2197,2196.722,2196.72,2196.72,392,392,392.178,392.18,392.18,33165,33165,33164.766,33164.77,33164.77,3040,3040,3039.992,3039.99,3039.99
2014,SYC,2466,2466,2465.953,2465.95,2465.95,167,167,166.642,166.64,166.64,27530,27530,27529.511,27529.51,27529.51,3238,3238,3237.931,3237.93,3237.93
2014,SLE,375,375,375.09,375.09,375.09,,,,,,1095,1095,1094.731,1094.73,1094.73,,,,,
2014,SGP,73287,73287,73286.611,73286.61,73286.61,52477,52477,52477.487,52477.49,52477.49,1027436,1027436,1027435.556,1027435.56,1027435.56,680242,680242,680241.505,680241.5,680241.5
2014,SVK,0,0,-0.038,-0.04,-0.04,43,43,42.756,42.76,42.76,49741,49741,49740.777,49740.78,49740.78,2820,2820,2820.251,2820.25,2820.25
2014,VNM,9200,9200,9200,9200,9200,1150,1150,1150,1150,1150,90991,90991,90991.298,90991.3,90991.3,7490,7490,7490,7490,7490
2014,SVN,1050,1050,1049.844,1049.84,1049.84,275,275,275.186,275.19,275.19,12386,12386,12385.768,12385.77,12385.77,6477,6477,6477.227,6477.23,6477.23
2014,SOM,261,261,261,261,261,,,,,,1295,1295,1294.52,1294.52,1294.52,,,,,
2014,ZAF,5771,5771,5770.659,5770.66,5770.66,7669,7669,7669.456,7669.46,7669.46,138906,138906,138905.612,138905.61,138905.61,146024,146024,146024.057,146024.06,146024.06
2014,ZWE,545,545,544.8,544.8,544.8,72,72,72,72,72,3546,3546,3545.75,3545.75,3545.75,487,487,487.312,487.31,487.31
2014,ESP,25239,25239,25239.099,25239.1,25239.1,33837,33837,33837.394,33837.39,33837.39,587122,587122,587122.073,587122.07,587122.07,502682,502682,502681.726,502681.73,502681.73
2014,SSD,44,44,44,44,44,,,,,,,,,,,,,,,
