year,Tariff_RES,iso3c
1994,90.3499984741211,ECU
1995,90.5500030517578,ECU
1996,91.25,ECU
1997,90.0500030517578,ECU
1998,92.5999984741211,ECU
1999,93.0500030517578,ECU
2000,94.0500030517578,ECU
2001,94.2038803100586,ECU
2002,94.2038803100586,ECU
2003,94.2038803100586,ECU
2004,93.901252746582,ECU
2005,93.9781875610352,ECU
2006,,ECU
1970,,SLV
1971,,SLV
1972,,SLV
1973,,SLV
1974,,SLV
1975,,SLV
1976,,SLV
1977,,SLV
1978,,SLV
1979,,SLV
1980,87.0340423583984,SLV
1981,88.5074462890625,SLV
1982,88.2127685546875,SLV
1983,87.3287200927734,SLV
1984,83.7925567626953,SLV
1985,77.6042556762695,SLV
1986,86.1500015258789,SLV
1987,86.6999969482422,SLV
1988,88.5250015258789,SLV
1989,89.4499969482422,SLV
1990,89.6624984741211,SLV
1991,89.625,SLV
1992,89.8375015258789,SLV
1993,90,SLV
1994,91.4000015258789,SLV
1995,91.6999969482422,SLV
1996,92.6999969482422,SLV
1997,93.9499969482422,SLV
1998,94.6999969482422,SLV
1999,95.25,SLV
2000,94.8000030517578,SLV
2001,94.6294937133789,SLV
2002,94.4089889526367,SLV
2003,94.1688385009766,SLV
2004,94.4464874267578,SLV
2005,95.5053863525391,SLV
2006,,SLV
1970,,GTM
1971,,GTM
1972,,GTM
1973,,GTM
1974,,GTM
1975,,GTM
1976,,GTM
1977,,GTM
1978,,GTM
1979,,GTM
1980,79.4352951049805,GTM
1981,81.5999984741211,GTM
1982,82.4749984741211,GTM
1983,83.0500030517578,GTM
1984,83.4749984741211,GTM
1985,83.8499984741211,GTM
1986,83,GTM
1987,84.5,GTM
1988,85.0500030517578,GTM
1989,87.0999984741211,GTM
1990,85.8000030517578,GTM
1991,87.1999969482422,GTM
1992,87.5500030517578,GTM
1993,89.1999969482422,GTM
1994,90.5500030517578,GTM
1995,90.4499969482422,GTM
1996,89.75,GTM
1997,90.8000030517578,GTM
1998,92.6999969482422,GTM
1999,93.3000030517578,GTM
2000,93.9499969482422,GTM
2001,93.9039611816406,GTM
2002,94.0047607421875,GTM
2003,94.0720901489258,GTM
2004,95.0180892944336,GTM
2005,95.1138916015625,GTM
2006,,GTM
1970,,HTI
1971,,HTI
1972,,HTI
1973,,HTI
1974,,HTI
1975,,HTI
1976,,HTI
1977,,HTI
1978,,HTI
1979,,HTI
1980,82.0197906494141,HTI
1981,79.9732666015625,HTI
1982,78.9499969482422,HTI
1983,80.7099990844727,HTI
1984,82.3699951171875,HTI
1985,83.6800003051758,HTI
1986,83.7399978637695,HTI
1987,87.5999984741211,HTI
1988,86.7750015258789,HTI
1989,83.75,HTI
1990,87.9583358764648,HTI
1991,87.5166625976563,HTI
1992,89.9250030517578,HTI
1993,91.3833312988281,HTI
1994,92.4916687011719,HTI
1995,92.3000030517578,HTI
1996,91.3000030517578,HTI
1997,88.4000015258789,HTI
1998,88.75,HTI
1999,91.3499984741211,HTI
2000,91.5999984741211,HTI
2001,91.5999984741211,HTI
2002,91.5999984741211,HTI
2003,91.5999984741211,HTI
2004,91.5999984741211,HTI
2005,91.5999984741211,HTI
2006,,HTI
1970,,HND
1971,,HND
1972,,HND
1973,,HND
1974,,HND
1975,,HND
1976,,HND
1977,,HND
1978,,HND
1979,,HND
1980,92.3857116699219,HND
1981,89.1642837524414,HND
1982,87.2119064331055,HND
1983,87.0166625976563,HND
1984,85.7476196289063,HND
1985,82.6238098144531,HND
1986,83.2095184326172,HND
1987,80.476188659668,HND
1988,81.6476211547852,HND
1989,80.0857162475586,HND
1990,85.5523834228516,HND
1991,86.2357177734375,HND
1992,84.7714309692383,HND
1993,87.5047607421875,HND
1994,89.75,HND
1995,90.0999984741211,HND
1996,91.3499984741211,HND
1997,91.5,HND
1998,92,HND
1999,93.1999969482422,HND
2000,93.3499984741211,HND
2001,93.8550643920899,HND
2002,93.6867065429688,HND
2003,94.1075973510742,HND
2004,95.0419616699219,HND
2005,95.2944946289062,HND
2006,,HND
1970,,MEX
1971,,MEX
1972,,MEX
1973,,MEX
1974,,MEX
1975,,MEX
1976,,MEX
1977,,MEX
1978,,MEX
1979,,MEX
1980,73,MEX
1981,73,MEX
1982,73,MEX
1983,76,MEX
1984,77,MEX
1985,74.8000030517578,MEX
1986,77.4000015258789,MEX
1987,88.6999969482422,MEX
1988,88.6999969482422,MEX
1989,86.9000015258789,MEX
1990,88.9000015258789,MEX
1991,86.9000015258789,MEX
1992,86.5999984741211,MEX
1993,87,MEX
1994,86.5,MEX
1995,86.9000015258789,MEX
1996,87.4000015258789,MEX
1997,87.4000015258789,MEX
1998,86.6999969482422,MEX
1999,83.6999969482422,MEX
2000,83.5,MEX
2001,83.5999984741211,MEX
2002,82.8000030517578,MEX
2003,82.6999969482422,MEX
2004,82.5299987792969,MEX
2005,85.5500030517578,MEX
2006,,MEX
1970,,NIC
1971,,NIC
1972,,NIC
1973,,NIC
1974,,NIC
1975,,NIC
1976,,NIC
1977,,NIC
1978,,NIC
1979,,NIC
1980,,NIC
1981,,NIC
1982,,NIC
1983,,NIC
1984,,NIC
1985,,NIC
1986,,NIC
1987,77.9000015258789,NIC
1988,78.4000015258789,NIC
1989,78.9000015258789,NIC
1990,79.4000015258789,NIC
1991,92,NIC
1992,88.8666687011719,NIC
1993,85.7333374023438,NIC
1994,82.5999984741211,NIC
1995,89.3000030517578,NIC
1996,90.5,NIC
1997,93.0999984741211,NIC
1998,94.0999984741211,NIC
1999,94.5,NIC
2000,95.5,NIC
2001,95.8000030517578,NIC
2002,96.8000030517578,NIC
2003,96.1999969482422,NIC
2004,94.7900009155273,NIC
2005,94.3899993896484,NIC
2006,,NIC
1970,,PAN
1971,,PAN
1972,,PAN
1973,,PAN
1974,,PAN
1975,,PAN
1976,,PAN
1977,,PAN
1978,,PAN
1979,,PAN
1980,84.75,PAN
1981,84.75,PAN
1982,81.6999969482422,PAN
1983,75.5999984741211,PAN
1984,75.0916595458984,PAN
1985,74.0749969482422,PAN
1986,69.5,PAN
1987,75.5999984741211,PAN
1988,88.3083343505859,PAN
1989,88.8166656494141,PAN
1990,81.6999969482422,PAN
1991,84.0666656494141,PAN
1992,85.9833297729492,PAN
1993,88,PAN
1994,89.8666687011719,PAN
1995,91.7333374023437,PAN
1996,93.5999984741211,PAN
1997,92.1500015258789,PAN
1998,93.6500015258789,PAN
1999,93.5999984741211,PAN
2000,94.4000015258789,PAN
2001,94.1301193237305,PAN
2002,93.7927703857422,PAN
2003,92.8481903076172,PAN
2004,94.1975860595703,PAN
2005,94.1496887207031,PAN
2006,,PAN
1970,,PRY
1971,,PRY
1972,,PRY
1973,,PRY
1974,,PRY
1975,,PRY
1976,,PRY
1977,,PRY
1978,,PRY
1979,,PRY
1980,87.8499984741211,PRY
1981,88.6500015258789,PRY
1982,89.5,PRY
1983,89.0500030517578,PRY
1984,90.8000030517578,PRY
1985,91.1999969482422,PRY
1986,91.3499984741211,PRY
1987,92.4499969482422,PRY
1988,92.0500030517578,PRY
1989,90.966667175293,PRY
1990,90.3333358764649,PRY
1991,89.1500015258789,PRY
1992,89.6999969482422,PRY
1993,92.0500030517578,PRY
1994,93.9000015258789,PRY
1995,92.5500030517578,PRY
1996,92.9000015258789,PRY
1997,92.75,PRY
1998,91.9499969482422,PRY
1999,91.9000015258789,PRY
2000,92.0999984741211,PRY
2001,91.8350601196289,PRY
2002,92.4076385498047,PRY
2003,92.3131866455078,PRY
2004,91.7806243896484,PRY
2005,92.6538467407227,PRY
2006,,PRY
1970,,PER
1971,,PER
1972,,PER
1973,,PER
1974,,PER
1975,,PER
1976,,PER
1977,,PER
1978,,PER
1979,,PER
1980,83.2138671875,PER
1981,80.4000015258789,PER
1982,80,PER
1983,75.8499984741211,PER
1984,66.25,PER
1985,61.8499984741211,PER
1986,65.1500015258789,PER
1987,64.0500030517578,PER
1988,56.5,PER
1989,63.5999984741211,PER
1990,76.4000015258789,PER
1991,85.6999969482422,PER
1992,84.3499984741211,PER
1993,83.8000030517578,PER
1994,85.0500030517578,PER
1995,85.7799987792969,PER
1996,86.1500015258789,PER
1997,88,PER
1998,87.5,PER
1999,87.25,PER
2000,87.8499984741211,PER
2001,88.0716705322266,PER
2002,88.5437622070313,PER
2003,90.1948394775391,PER
2004,90.7140197753906,PER
2005,91.1726913452148,PER
2006,,PER
1970,,URY
1971,,URY
1972,,URY
1973,,URY
1974,,URY
1975,,URY
1976,,URY
1977,,URY
1978,,URY
1979,,URY
1980,67.4434356689453,URY
1981,66.5999984741211,URY
1982,67.375,URY
1983,73.1999969482422,URY
1984,73.3249969482422,URY
1985,73.75,URY
1986,70.9000015258789,URY
1987,78,URY
1988,79.1500015258789,URY
1989,81.1750030517578,URY
1990,81.5,URY
1991,82.8499984741211,URY
1992,85.8000030517578,URY
1993,87.4499969482422,URY
1994,88.8000030517578,URY
1995,92.1999969482422,URY
1996,92.3499984741211,URY
1997,92,URY
1998,90.6999969482422,URY
1999,91,URY
2000,92.1500015258789,URY
2001,90.4400177001953,URY
2002,90.293586730957,URY
2003,90.5079650878906,URY
2004,90.3738861083984,URY
2005,91.8945922851563,URY
2006,,URY
1970,,VEN
1971,,VEN
1972,,VEN
1973,,VEN
1974,,VEN
1975,,VEN
1976,,VEN
1977,,VEN
1978,,VEN
1979,,VEN
1980,80.2666625976563,VEN
1981,78.2111053466797,VEN
1982,75.3333358764649,VEN
1983,73.4833374023438,VEN
1984,81.5,VEN
1985,80.4499969482422,VEN
1986,77.625,VEN
1987,77.4499969482422,VEN
1988,77.5500030517578,VEN
1989,79.5999984741211,VEN
1990,85.8499984741211,VEN
1991,87.0999984741211,VEN
1992,86.9499969482422,VEN
1993,87.3000030517578,VEN
1994,88.25,VEN
1995,88.4499969482422,VEN
1996,88,VEN
1997,88.8499984741211,VEN
1998,87.9499969482422,VEN
1999,87.0999984741211,VEN
2000,88,VEN
2001,87.1732330322266,VEN
2002,88.6925811767578,VEN
2003,90.465690612793,VEN
2004,90.8837356567383,VEN
2005,90.8837356567383,VEN
2006,,VEN
1970,,JAM
1971,,JAM
1972,,JAM
1973,,JAM
1974,,JAM
1975,,JAM
1976,,JAM
1977,,JAM
1978,,JAM
1979,,JAM
1980,95.3714294433594,JAM
1981,92.4785690307617,JAM
1982,89.1999969482422,JAM
1983,88.6333312988281,JAM
1984,89.5666656494141,JAM
1985,89.5500030517578,JAM
1986,88.6500015258789,JAM
1987,87.4000015258789,JAM
1988,86.2249984741211,JAM
1989,85.8499984741211,JAM
1990,86.5749969482422,JAM
1991,85.4499969482422,JAM
1992,86.3499984741211,JAM
1993,86.1999969482422,JAM
1994,87.3499984741211,JAM
1995,89.75,JAM
1996,84.5,JAM
1997,90.1500015258789,JAM
1998,91,JAM
1999,92,JAM
2000,92.25,JAM
2001,92.0251998901367,JAM
2002,91.5175018310547,JAM
2003,89.0816497802734,JAM
2004,89.5894775390625,JAM
2005,89.5894775390625,JAM
2006,,JAM
1970,,TTO
1971,,TTO
1972,,TTO
1973,,TTO
1974,,TTO
1975,,TTO
1976,,TTO
1977,,TTO
1978,,TTO
1979,,TTO
1980,76.6717376708984,TTO
1981,73.8152160644531,TTO
1982,78.5760879516602,TTO
1983,75.4815216064453,TTO
1984,73.3391342163086,TTO
1985,77.1478271484375,TTO
1986,82.8608703613281,TTO
1987,84.7652206420898,TTO
1988,89.0500030517578,TTO
1989,89.3499984741211,TTO
1990,87.5250015258789,TTO
1991,87.25,TTO
1992,87.1999969482422,TTO
1993,87.4499969482422,TTO
1994,87.5999984741211,TTO
1995,88.5500030517578,TTO
1996,93.0999984741211,TTO
1997,93.6500015258789,TTO
1998,93.5,TTO
1999,88.6999969482422,TTO
2000,92.75,TTO
2001,94.109375,TTO
2002,94.109375,TTO
2003,94.8861618041992,TTO
2004,94.109375,TTO
2005,94.0446395874024,TTO
2006,,TTO
1970,,IRN
1971,,IRN
1972,,IRN
1973,,IRN
1974,,IRN
1975,,IRN
1976,,IRN
1977,,IRN
1978,,IRN
1979,,IRN
1980,79.1999969482422,IRN
1981,81.4000015258789,IRN
1982,79.3000030517578,IRN
1983,78.6999969482422,IRN
1984,76.8000030517578,IRN
1985,77.4499969482422,IRN
1986,76.1500015258789,IRN
1987,78,IRN
1988,80.042854309082,IRN
1989,72.4357147216797,IRN
1990,70.5285720825195,IRN
1991,64.6714324951172,IRN
1992,54.464282989502,IRN
1993,83.5071411132813,IRN
1994,88.4499969482422,IRN
1995,86.6333312988281,IRN
1996,82.1666717529297,IRN
1997,77.5,IRN
1998,76.25,IRN
1999,73.1500015258789,IRN
2000,70.75,IRN
2001,79.2322692871094,IRN
2002,75.0866851806641,IRN
2003,79.6053924560547,IRN
2004,83.4261016845703,IRN
2005,82.9607086181641,IRN
2006,,IRN
1970,,ISR
1971,,ISR
1972,,ISR
1973,,ISR
1974,,ISR
1975,,ISR
1976,,ISR
1977,,ISR
1978,,ISR
1979,,ISR
1980,92,ISR
1981,92,ISR
1982,92,ISR
1983,90.5999984741211,ISR
1984,92.5,ISR
1985,93.0999984741211,ISR
1986,92.9000015258789,ISR
1987,92.7285690307617,ISR
1988,92.5571441650391,ISR
1989,92.3857116699219,ISR
1990,92.2142868041992,ISR
1991,92.042854309082,ISR
1992,91.8714294433594,ISR
1993,91.6999969482422,ISR
1994,92.3000030517578,ISR
1995,91.1999969482422,ISR
1996,90.0999984741211,ISR
1997,90.0999984741211,ISR
1998,92.4000015258789,ISR
1999,92.5,ISR
2000,93.5,ISR
2001,94.4000015258789,ISR
2002,94.4000015258789,ISR
2003,90.0999984741211,ISR
2004,94.620002746582,ISR
2005,94.6699981689453,ISR
2006,,ISR
1970,,JOR
1971,,JOR
1972,,JOR
1973,,JOR
1974,,JOR
1975,,JOR
1976,,JOR
1977,,JOR
1978,,JOR
1979,,JOR
1980,85.1105270385742,JOR
1981,87.6999969482422,JOR
1982,87.8000030517578,JOR
1983,86.8499984741211,JOR
1984,86.6500015258789,JOR
1985,86.6500015258789,JOR
1986,84,JOR
1987,84.5,JOR
1988,84.3000030517578,JOR
1989,88.1500015258789,JOR
1990,90.0999984741211,JOR
1991,88.3499984741211,JOR
1992,82.6999969482422,JOR
1993,83.1750030517578,JOR
1994,82.1999969482422,JOR
1995,87.4499969482422,JOR
1996,83.9000015258789,JOR
1997,83.6999969482422,JOR
1998,82.9000015258789,JOR
1999,82.5999984741211,JOR
2000,87.4000015258789,JOR
2001,88.9733276367188,JOR
2002,89.3122329711914,JOR
2003,89.7689361572266,JOR
2004,90.9495468139649,JOR
2005,91.8302307128906,JOR
2006,,JOR
1970,,KWT
1971,,KWT
1972,,KWT
1973,,KWT
1974,,KWT
1975,,KWT
1976,,KWT
1977,,KWT
1978,,KWT
1979,,KWT
1980,97,KWT
1981,96.3000030517578,KWT
1982,96.0999984741211,KWT
1983,96,KWT
1984,96.5,KWT
1985,96.5,KWT
1986,96.0999984741211,KWT
1987,95.5999984741211,KWT
1988,96.6999969482422,KWT
1989,96.5,KWT
1990,94.3000030517578,KWT
1991,99.5999984741211,KWT
1992,98.3499984741211,KWT
1993,97.0999984741211,KWT
1994,96.5,KWT
1995,97,KWT
1996,97,KWT
1997,96.5,KWT
1998,96.5,KWT
1999,95.8000030517578,KWT
2000,96.1999969482422,KWT
2001,95.3307647705078,KWT
2002,94.4615325927734,KWT
2003,93.9039154052734,KWT
2004,93.9039154052734,KWT
2005,93.9039154052734,KWT
2006,,KWT
1970,,LBN
1971,,LBN
1972,,LBN
1973,,LBN
1974,,LBN
1975,,LBN
1976,,LBN
1977,,LBN
1978,,LBN
1979,,LBN
1980,,LBN
1981,,LBN
1982,,LBN
1983,,LBN
1984,,LBN
1985,,LBN
1986,,LBN
1987,,LBN
1988,,LBN
1989,,LBN
1990,,LBN
1991,,LBN
1992,,LBN
1993,,LBN
1994,,LBN
1995,95,LBN
1996,82.5,LBN
1997,83,LBN
1998,79,LBN
1999,87.4000015258789,LBN
2000,82.0999984741211,LBN
2001,91.6999969482422,LBN
2002,95.5,LBN
2003,95.1999969482422,LBN
2004,94.3000030517578,LBN
2005,94.5800018310547,LBN
2006,,LBN
1970,,OMN
1971,,OMN
1972,,OMN
1973,,OMN
1974,,OMN
1975,,OMN
1976,,OMN
1977,,OMN
1978,,OMN
1979,,OMN
1980,98.6999969482422,OMN
1981,98.5999984741211,OMN
1982,98.4000015258789,OMN
1983,97.3000030517578,OMN
1984,96.5,OMN
1985,96.0999984741211,OMN
1986,95.8000030517578,OMN
1987,96,OMN
1988,96.3000030517578,OMN
1989,96.5999984741211,OMN
1990,96.6999969482422,OMN
1991,96.6999969482422,OMN
1992,96.5999984741211,OMN
1993,97.1999969482422,OMN
1994,97.0999984741211,OMN
1995,97.0999984741211,OMN
1996,97.0999984741211,OMN
1997,97.5,OMN
1998,96.9000015258789,OMN
1999,95.0999984741211,OMN
2000,97.4000015258789,OMN
2001,96.7900924682617,OMN
2002,,OMN
2003,,OMN
2004,,OMN
2005,,OMN
2006,,OMN
1970,,SAU
1971,,SAU
1972,,SAU
1973,,SAU
1974,,SAU
1975,,SAU
1976,,SAU
1977,,SAU
1978,,SAU
1979,,SAU
1980,,SAU
1981,,SAU
1982,,SAU
1983,,SAU
1984,,SAU
1985,,SAU
1986,,SAU
1987,,SAU
1988,,SAU
1989,,SAU
1990,,SAU
1991,,SAU
1992,,SAU
1993,,SAU
1994,,SAU
1995,,SAU
1996,,SAU
1997,,SAU
1998,,SAU
1999,,SAU
2000,,SAU
2001,,SAU
2002,,SAU
2003,,SAU
2004,,SAU
2005,,SAU
2006,,SAU
1970,,SYR
1971,,SYR
1972,,SYR
1973,,SYR
1974,,SYR
1975,,SYR
1976,,SYR
1977,,SYR
1978,,SYR
1979,,SYR
1980,88.112060546875,SYR
1981,88.112060546875,SYR
1982,85.5500030517578,SYR
1983,86.4499969482422,SYR
1984,87.8499984741211,SYR
1985,86.75,SYR
1986,83.4000015258789,SYR
1987,84.4000015258789,SYR
1988,88.4499969482422,SYR
1989,86.9000015258789,SYR
1990,86.5500030517578,SYR
1991,85.0166625976563,SYR
1992,82.183334350586,SYR
1993,78.0500030517578,SYR
1994,79.2666625976563,SYR
1995,75.5833282470703,SYR
1996,74.6500015258789,SYR
1997,58.7000007629395,SYR
1998,59.7999992370606,SYR
1999,61.75,SYR
2000,61.4500007629395,SYR
2001,61.4500007629395,SYR
2002,61.4500007629395,SYR
2003,61.4500007629395,SYR
2004,72.4642868041992,SYR
2005,72.4642868041992,SYR
2006,,SYR
1970,,ARE
1971,,ARE
1972,,ARE
1973,,ARE
1974,,ARE
1975,,ARE
1976,,ARE
1977,,ARE
1978,,ARE
1979,,ARE
1980,,ARE
1981,,ARE
1982,,ARE
1983,,ARE
1984,,ARE
1985,,ARE
1986,,ARE
1987,,ARE
1988,,ARE
1989,,ARE
1990,,ARE
1991,,ARE
1992,,ARE
1993,,ARE
1994,,ARE
1995,,ARE
1996,,ARE
1997,,ARE
1998,,ARE
1999,,ARE
2000,,ARE
2001,,ARE
2002,,ARE
2003,,ARE
2004,,ARE
2005,,ARE
2006,,ARE
1970,,EGY
1971,,EGY
1972,,EGY
1973,,EGY
1974,,EGY
1975,,EGY
1976,,EGY
1977,,EGY
1978,,EGY
1979,,EGY
1980,63.3499984741211,EGY
1981,63.3499984741211,EGY
1982,61.0100021362305,EGY
1983,62.3199996948242,EGY
1984,63.2799987792969,EGY
1985,61.7900009155274,EGY
1986,59.4000015258789,EGY
1987,61.5999984741211,EGY
1988,62.1749992370606,EGY
1989,62.5499992370606,EGY
1990,70.6750030517578,EGY
1991,73,EGY
1992,72.8666687011719,EGY
1993,75.3833312988281,EGY
1994,76.0999984741211,EGY
1995,77.0999984741211,EGY
1996,79.75,EGY
1997,73.4499969482422,EGY
1998,73.75,EGY
1999,75.8499984741211,EGY
2000,76.3000030517578,EGY
2001,76.3000030517578,EGY
2002,82.7350997924805,EGY
2003,85.0894012451172,EGY
2004,92.8586120605469,EGY
2005,84.3046340942383,EGY
2006,,EGY
1970,,YEM
1971,,YEM
1972,,YEM
1973,,YEM
1974,,YEM
1975,,YEM
1976,,YEM
1977,,YEM
1978,,YEM
1979,,YEM
1980,74,YEM
1981,74,YEM
1982,75.6333312988281,YEM
1983,77.2666625976563,YEM
1984,78.9000015258789,YEM
1985,80.533332824707,YEM
1986,82.1666641235352,YEM
1987,83.8000030517578,YEM
1988,83.3777770996094,YEM
1989,82.9555511474609,YEM
1990,82.533332824707,YEM
1991,82.1111145019531,YEM
1992,81.6888885498047,YEM
1993,81.2666625976563,YEM
1994,80.8444442749024,YEM
1995,80.4222259521484,YEM
1996,80,YEM
1997,83.5500030517578,YEM
1998,87.0999984741211,YEM
1999,87.0999984741211,YEM
2000,87.0999984741211,YEM
2001,87.4000015258789,YEM
2002,87.4000015258789,YEM
2003,87.4000015258789,YEM
2004,87.4000015258789,YEM
2005,87.4000015258789,YEM
2006,,YEM
1970,,BGD
1971,,BGD
1972,,BGD
1973,,BGD
1974,,BGD
1975,,BGD
1976,,BGD
1977,,BGD
1978,,BGD
1979,,BGD
1980,35.0395965576172,BGD
1981,45.6639595031738,BGD
1982,45.9675140380859,BGD
1983,40.1999969482422,BGD
1984,43.1166648864746,BGD
1985,45.5833320617676,BGD
1986,48,BGD
1987,43.25,BGD
1988,37.5500030517578,BGD
1989,32.9499969482422,BGD
1990,33.0999984741211,BGD
1991,43.4500007629395,BGD
1992,60.25,BGD
1993,66,BGD
1994,70.9499969482422,BGD
1995,78.5999984741211,BGD
1996,80.3499984741211,BGD
1997,80.5999984741211,BGD
1998,81.0500030517578,BGD
1999,82.6500015258789,BGD
2000,84.4000015258789,BGD
2001,81.5085525512695,BGD
2002,80.9134368896484,BGD
2003,81.9084930419922,BGD
2004,81.4638061523438,BGD
2005,81.4638061523438,BGD
2006,,BGD
1970,,BTN
1971,,BTN
1972,,BTN
1973,,BTN
1974,,BTN
1975,,BTN
1976,,BTN
1977,,BTN
1978,,BTN
1979,,BTN
1980,99.8896789550781,BTN
1981,99.8896789550781,BTN
1982,99.8896789550781,BTN
1983,99.8896789550781,BTN
1984,99.776725769043,BTN
1985,99.8000030517578,BTN
1986,99.6999969482422,BTN
1987,99.6999969482422,BTN
1988,99.5,BTN
1989,99.8000030517578,BTN
1990,99.5,BTN
1991,99.4000015258789,BTN
1992,99.5999984741211,BTN
1993,99.1999969482422,BTN
1994,99,BTN
1995,99.5,BTN
1996,99.5,BTN
1997,99.4000015258789,BTN
1998,99.3000030517578,BTN
1999,99.3000030517578,BTN
2000,99.0999984741211,BTN
2001,,BTN
2002,,BTN
2003,,BTN
2004,,BTN
2005,,BTN
2006,,BTN
1970,,MMR
1971,,MMR
1972,,MMR
1973,,MMR
1974,,MMR
1975,,MMR
1976,,MMR
1977,,MMR
1978,,MMR
1979,,MMR
1980,90.4532470703125,MMR
1981,89.5363235473633,MMR
1982,89.1587677001953,MMR
1983,88.7272796630859,MMR
1984,86.8395004272461,MMR
1985,84.8977890014649,MMR
1986,87.9182281494141,MMR
1987,81.607666015625,MMR
1988,76.5915756225586,MMR
1989,61.7590446472168,MMR
1990,64.3479995727539,MMR
1991,18.3941268920898,MMR
1992,59.4397811889649,MMR
1993,71.2518615722656,MMR
1994,74.2183685302734,MMR
1995,74.5959243774414,MMR
1996,60.9500007629395,MMR
1997,64.5,MMR
1998,79.9000015258789,MMR
1999,77.4499969482422,MMR
2000,77.5500030517578,MMR
2001,80.8355484008789,MMR
2002,81.5911254882813,MMR
2003,78.9065017700195,MMR
2004,78.8681488037109,MMR
2005,78.9065017700195,MMR
2006,,MMR
1970,,KHM
1971,,KHM
1972,,KHM
1973,,KHM
1974,,KHM
1975,,KHM
1976,,KHM
1977,,KHM
1978,,KHM
1979,,KHM
1980,,KHM
1981,,KHM
1982,,KHM
1983,,KHM
1984,,KHM
1985,,KHM
1986,,KHM
1987,,KHM
1988,,KHM
1989,,KHM
1990,,KHM
1991,,KHM
1992,,KHM
1993,,KHM
1994,,KHM
1995,,KHM
1996,65,KHM
1997,82,KHM
1998,82,KHM
1999,82,KHM
2000,83,KHM
2001,83.0999984741211,KHM
2002,83.5,KHM
2003,83.5,KHM
2004,85.0999984741211,KHM
2005,85.0999984741211,KHM
2006,,KHM
1970,,LKA
1971,,LKA
1972,,LKA
1973,,LKA
1974,,LKA
1975,,LKA
1976,,LKA
1977,,LKA
1978,,LKA
1979,,LKA
1980,75.3759994506836,LKA
1981,78.4540023803711,LKA
1982,82.5579986572266,LKA
1983,74.3499984741211,LKA
1984,74.2249984741211,LKA
1985,76.4000015258789,LKA
1986,75.9250030517578,LKA
1987,76.3000030517578,LKA
1988,78.0500030517578,LKA
1989,75.9499969482422,LKA
1990,76.8499984741211,LKA
1991,78.5500030517578,LKA
1992,79.5999984741211,LKA
1993,81.8499984741211,LKA
1994,81.6500015258789,LKA
1995,85.0500030517578,LKA
1996,85.3000030517578,LKA
1997,85.6999969482422,LKA
1998,90.1500015258789,LKA
1999,90.9000015258789,LKA
2000,92.6500015258789,LKA
2001,92.9110412597656,LKA
2002,91.5019378662109,LKA
2003,91.5019378662109,LKA
2004,92.259033203125,LKA
2005,91.5482940673828,LKA
2006,,LKA
1970,,TWN
1971,,TWN
1972,,TWN
1973,,TWN
1974,,TWN
1975,,TWN
1976,,TWN
1977,,TWN
1978,,TWN
1979,,TWN
1980,,TWN
1981,,TWN
1982,,TWN
1983,,TWN
1984,,TWN
1985,,TWN
1986,,TWN
1987,,TWN
1988,,TWN
1989,,TWN
1990,,TWN
1991,,TWN
1992,,TWN
1993,,TWN
1994,,TWN
1995,,TWN
1996,,TWN
1997,,TWN
1998,,TWN
1999,,TWN
2000,,TWN
2001,,TWN
2002,,TWN
2003,,TWN
2004,,TWN
2005,,TWN
2006,,TWN
1970,,HKG
1971,,HKG
1972,,HKG
1973,,HKG
1974,,HKG
1975,,HKG
1976,,HKG
1977,,HKG
1978,,HKG
1979,,HKG
1980,100,HKG
1981,100,HKG
1982,100,HKG
1983,100,HKG
1984,100,HKG
1985,100,HKG
1986,100,HKG
1987,100,HKG
1988,100,HKG
1989,100,HKG
1990,100,HKG
1991,100,HKG
1992,100,HKG
1993,100,HKG
1994,100,HKG
1995,100,HKG
1996,100,HKG
1997,100,HKG
1998,100,HKG
1999,100,HKG
2000,100,HKG
2001,100,HKG
2002,99.8649826049805,HKG
2003,99.8703231811523,HKG
2004,100,HKG
2005,100,HKG
2006,,HKG
1970,,IND
1971,,IND
1972,,IND
1973,,IND
1974,,IND
1975,,IND
1976,,IND
1977,,IND
1978,,IND
1979,,IND
1980,52.8818435668945,IND
1981,45.5,IND
1982,41.2299995422363,IND
1983,38.0599975585938,IND
1984,33.4899978637695,IND
1985,27.2200012207031,IND
1986,21.25,IND
1987,20.8000030517578,IND
1988,32.5424957275391,IND
1989,34.9962463378906,IND
1990,33.9499969482422,IND
1991,37.0500030517578,IND
1992,53.9000015258789,IND
1993,61.1500015258789,IND
1994,62.0499992370606,IND
1995,65.1999969482422,IND
1996,66.9000015258789,IND
1997,70.5,IND
1998,74.0999984741211,IND
1999,71.5,IND
2000,74.5,IND
2001,76.0456314086914,IND
2002,74.8749465942383,IND
2003,75.5529022216797,IND
2004,78.4272918701172,IND
2005,86.4429779052735,IND
2006,,IND
1970,,IDN
1971,,IDN
1972,,IDN
1973,,IDN
1974,,IDN
1975,,IDN
1976,,IDN
1977,,IDN
1978,,IDN
1979,,IDN
1980,81.8921661376953,IDN
1981,81.9499969482422,IDN
1982,81.3000030517578,IDN
1983,80.75,IDN
1984,79.8000030517578,IDN
1985,84.3499984741211,IDN
1986,81.0500030517578,IDN
1987,88.6500015258789,IDN
1988,86.625,IDN
1989,84.6500015258789,IDN
1990,86.5500030517578,IDN
