year,Tariff_RES,iso3c
1991,87.6500015258789,IDN
1992,87.5500030517578,IDN
1993,87.8499984741211,IDN
1994,87.3300018310547,IDN
1995,91.8499984741211,IDN
1996,92.0500030517578,IDN
1997,92.3499984741211,IDN
1998,94.8499984741211,IDN
1999,94.6999969482422,IDN
2000,95,IDN
2001,94.9269409179688,IDN
2002,94.9219970703125,IDN
2003,94.4413452148438,IDN
2004,94.585807800293,IDN
2005,94.5468597412109,IDN
2006,,IDN
1970,,KOR
1971,,KOR
1972,,KOR
1973,,KOR
1974,,KOR
1975,,KOR
1976,,KOR
1977,,KOR
1978,,KOR
1979,,KOR
1980,84.1440811157227,KOR
1981,85.3796081542969,KOR
1982,84.3499984741211,KOR
1983,83.5500030517578,KOR
1984,84.75,KOR
1985,84.683334350586,KOR
1986,84.2666702270508,KOR
1987,83.5500030517578,KOR
1988,86.0999984741211,KOR
1989,88.9499969482422,KOR
1990,89.4000015258789,KOR
1991,91.4000015258789,KOR
1992,92.4000015258789,KOR
1993,93.3000030517578,KOR
1994,93.2750015258789,KOR
1995,93.0500030517578,KOR
1996,91,KOR
1997,91.1500015258789,KOR
1998,92.9000015258789,KOR
1999,91.620719909668,KOR
2000,91.876579284668,KOR
2001,92.0684661865234,KOR
2002,93.9873886108398,KOR
2003,94.3072052001953,KOR
2004,92.3179244995117,KOR
2005,92.3505477905274,KOR
2006,,KOR
1970,,LAO
1971,,LAO
1972,,LAO
1973,,LAO
1974,,LAO
1975,,LAO
1976,,LAO
1977,,LAO
1978,,LAO
1979,,LAO
1980,,LAO
1981,,LAO
1982,,LAO
1983,,LAO
1984,,LAO
1985,,LAO
1986,,LAO
1987,,LAO
1988,,LAO
1989,,LAO
1990,,LAO
1991,,LAO
1992,,LAO
1993,,LAO
1994,,LAO
1995,,LAO
1996,,LAO
1997,,LAO
1998,,LAO
1999,,LAO
2000,,LAO
2001,,LAO
2002,,LAO
2003,,LAO
2004,,LAO
2005,,LAO
2006,,LAO
1970,,MYS
1971,,MYS
1972,,MYS
1973,,MYS
1974,,MYS
1975,,MYS
1976,,MYS
1977,,MYS
1978,,MYS
1979,,MYS
1980,89.6829223632813,MYS
1981,90.5999984741211,MYS
1982,90.3300018310547,MYS
1983,89.4599990844727,MYS
1984,88.8899993896484,MYS
1985,88.2700042724609,MYS
1986,88.25,MYS
1987,90.0500030517578,MYS
1988,90.5500030517578,MYS
1989,88.9000015258789,MYS
1990,89.125,MYS
1991,89.3000030517578,MYS
1992,91.25,MYS
1993,90.8000030517578,MYS
1994,91.5500030517578,MYS
1995,94.0999984741211,MYS
1996,94,MYS
1997,93.5999984741211,MYS
1998,94.4258041381836,MYS
1999,93.4623641967774,MYS
2000,93.668815612793,MYS
2001,93.668815612793,MYS
2002,94.9763412475586,MYS
2003,94.2537612915039,MYS
2004,94.219352722168,MYS
2005,94.9694595336914,MYS
2006,,MYS
1970,,NPL
1971,,NPL
1972,,NPL
1973,,NPL
1974,,NPL
1975,,NPL
1976,,NPL
1977,,NPL
1978,,NPL
1979,,NPL
1980,85.7191772460938,NPL
1981,82.8424682617188,NPL
1982,85,NPL
1983,83.5500030517578,NPL
1984,83.0875015258789,NPL
1985,82.9749984741211,NPL
1986,83.1125030517578,NPL
1987,83.0999984741211,NPL
1988,81.9000015258789,NPL
1989,81.5749969482422,NPL
1990,82,NPL
1991,83.5749969482422,NPL
1992,83.9499969482422,NPL
1993,87.4000015258789,NPL
1994,89.0250015258789,NPL
1995,89.5999984741211,NPL
1996,88.3499984741211,NPL
1997,87.1999969482422,NPL
1998,86.8000030517578,NPL
1999,88.4499969482422,NPL
2000,88.25,NPL
2001,87.225227355957,NPL
2002,88.0512237548828,NPL
2003,88.1157684326172,NPL
2004,87.8709030151367,NPL
2005,86.9855651855469,NPL
2006,,NPL
1970,,PAK
1971,,PAK
1972,,PAK
1973,,PAK
1974,,PAK
1975,,PAK
1976,,PAK
1977,,PAK
1978,,PAK
1979,,PAK
1980,48.5195846557617,PAK
1981,44.6299514770508,PAK
1982,50.3499984741211,PAK
1983,49.1500015258789,PAK
1984,49.4500007629395,PAK
1985,49.2999992370606,PAK
1986,52.7000007629395,PAK
1987,50.3499984741211,PAK
1988,50.5999984741211,PAK
1989,53.4500007629395,PAK
1990,53.1999969482422,PAK
1991,54.7000007629395,PAK
1992,56.7000007629395,PAK
1993,59.9000015258789,PAK
1994,63.2000007629395,PAK
1995,63.6500015258789,PAK
1996,68.9499969482422,PAK
1997,66.9000015258789,PAK
1998,74.0500030517578,PAK
1999,78.8000030517578,PAK
2000,81.8000030517578,PAK
2001,84.5658721923828,PAK
2002,86.0836944580078,PAK
2003,86.6474761962891,PAK
2004,87.0687408447266,PAK
2005,88.8669281005859,PAK
2006,,PAK
1970,,PHL
1971,,PHL
1972,,PHL
1973,,PHL
1974,,PHL
1975,,PHL
1976,,PHL
1977,,PHL
1978,,PHL
1979,,PHL
1980,71.0500030517578,PHL
1981,74.0500030517578,PHL
1982,75.1999969482422,PHL
1983,75.3000030517578,PHL
1984,77.6500015258789,PHL
1985,77.9000015258789,PHL
1986,77.8499984741211,PHL
1987,76.8000030517578,PHL
1988,78.8000030517578,PHL
1989,77.6999969482422,PHL
1990,78.3000030517578,PHL
1991,77.25,PHL
1992,78,PHL
1993,80.0999984741211,PHL
1994,81.9000015258789,PHL
1995,82.8000030517578,PHL
1996,86.5999984741211,PHL
1997,88.8000030517578,PHL
1998,91.5,PHL
1999,91.1500015258789,PHL
2000,92.3499984741211,PHL
2001,92.5492095947266,PHL
2002,92.9984359741211,PHL
2003,93.7301483154297,PHL
2004,92.751220703125,PHL
2005,92.7628173828125,PHL
2006,,PHL
1970,,SGP
1971,,SGP
1972,,SGP
1973,,SGP
1974,,SGP
1975,,SGP
1976,,SGP
1977,,SGP
1978,,SGP
1979,,SGP
1980,99.4000015258789,SGP
1981,99.466667175293,SGP
1982,99.4000015258789,SGP
1983,99.4000015258789,SGP
1984,99.4000015258789,SGP
1985,99.5,SGP
1986,99.5500030517578,SGP
1987,99.5500030517578,SGP
1988,99.5999984741211,SGP
1989,99.5999984741211,SGP
1990,99.5999984741211,SGP
1991,99.5999984741211,SGP
1992,99.5999984741211,SGP
1993,99.6500015258789,SGP
1994,99.6500015258789,SGP
1995,99.6999969482422,SGP
1996,99.6500015258789,SGP
1997,99.6999969482422,SGP
1998,99.8499984741211,SGP
1999,99.8499984741211,SGP
2000,99.8499984741211,SGP
2001,99.8356704711914,SGP
2002,99.8152236938477,SGP
2003,99.9958877563477,SGP
2004,99.995246887207,SGP
2005,99.995246887207,SGP
2006,,SGP
1970,,THA
1971,,THA
1972,,THA
1973,,THA
1974,,THA
1975,,THA
1976,,THA
1977,,THA
1978,,THA
1979,,THA
1980,78.5858383178711,THA
1981,78.1999969482422,THA
1982,77.0374984741211,THA
1983,75.5749969482422,THA
1984,73.4625015258789,THA
1985,72.6999969482422,THA
1986,72.1151657104492,THA
1987,72.6303329467774,THA
1988,72.0955047607422,THA
1989,73.8000030517578,THA
1990,74.25,THA
1991,75.9000015258789,THA
1992,73.6179962158203,THA
1993,72.25,THA
1994,83.6500015258789,THA
1995,84.4499969482422,THA
1996,86.0749969482422,THA
1997,88.4000015258789,THA
1998,87.75,THA
1999,89.5,THA
2000,89.5999984741211,THA
2001,90.1016693115234,THA
2002,90.5851974487305,THA
2003,90.2037200927734,THA
2004,91.3028717041016,THA
2005,92.8729629516602,THA
2006,,THA
1970,,VNM
1971,,VNM
1972,,VNM
1973,,VNM
1974,,VNM
1975,,VNM
1976,,VNM
1977,,VNM
1978,,VNM
1979,,VNM
1980,,VNM
1981,,VNM
1982,,VNM
1983,,VNM
1984,,VNM
1985,,VNM
1986,,VNM
1987,,VNM
1988,,VNM
1989,,VNM
1990,,VNM
1991,,VNM
1992,89,VNM
1993,88.1500015258789,VNM
1994,87.3000030517578,VNM
1995,87.1999969482422,VNM
1996,87.6999969482422,VNM
1997,87,VNM
1998,87,VNM
1999,84.8000030517578,VNM
2000,84.9000015258789,VNM
2001,85,VNM
2002,83.5,VNM
2003,83.8000030517578,VNM
2004,83.1800003051758,VNM
2005,81.5,VNM
2006,,VNM
1970,,DZA
1971,,DZA
1972,,DZA
1973,,DZA
1974,,DZA
1975,,DZA
1976,,DZA
1977,,DZA
1978,,DZA
1979,,DZA
1980,77.7863616943359,DZA
1981,72.8499984741211,DZA
1982,77.0833282470703,DZA
1983,80.3166656494141,DZA
1984,83.5500030517578,DZA
1985,83.5500030517578,DZA
1986,79.75,DZA
1987,77.4499969482422,DZA
1988,80.3499984741211,DZA
1989,81.0999984741211,DZA
1990,80.7333374023438,DZA
1991,80.8166656494141,DZA
1992,81,DZA
1993,80.6999969482422,DZA
1994,80.4625015258789,DZA
1995,79.2750015258789,DZA
1996,78.7874984741211,DZA
1997,78.9499969482422,DZA
1998,80.25,DZA
1999,79.9499969482422,DZA
2000,82,DZA
2001,82,DZA
2002,82.9873428344727,DZA
2003,84.4303817749024,DZA
2004,85.7746810913086,DZA
2005,84.0506286621094,DZA
2006,,DZA
1970,,AGO
1971,,AGO
1972,,AGO
1973,,AGO
1974,,AGO
1975,,AGO
1976,,AGO
1977,,AGO
1978,,AGO
1979,,AGO
1980,,AGO
1981,,AGO
1982,,AGO
1983,,AGO
1984,,AGO
1985,,AGO
1986,,AGO
1987,,AGO
1988,,AGO
1989,,AGO
1990,,AGO
1991,,AGO
1992,,AGO
1993,,AGO
1994,,AGO
1995,,AGO
1996,,AGO
1997,81,AGO
1998,73,AGO
1999,73,AGO
2000,78,AGO
2001,79.5,AGO
2002,89.1999969482422,AGO
2003,89.1999969482422,AGO
2004,89.1999969482422,AGO
2005,92.5999984741211,AGO
2006,,AGO
1970,,BWA
1971,,BWA
1972,,BWA
1973,,BWA
1974,,BWA
1975,,BWA
1976,,BWA
1977,,BWA
1978,,BWA
1979,,BWA
1980,82.8403625488281,BWA
1981,85.6740646362305,BWA
1982,84.8082122802734,BWA
1983,81.6596603393555,BWA
1984,83.6275024414063,BWA
1985,87.4057769775391,BWA
1986,86.6186370849609,BWA
1987,86.3037796020508,BWA
1988,87.1696319580078,BWA
1989,88.350341796875,BWA
1990,87.4057769775391,BWA
1991,81.5022277832031,BWA
1992,76.3071136474609,BWA
1993,81.5809478759766,BWA
1994,84.7294998168945,BWA
1995,75.6999969482422,BWA
1996,85.1999969482422,BWA
1997,85.8499984741211,BWA
1998,84.9000015258789,BWA
1999,81.3000030517578,BWA
2000,81.5,BWA
2001,81.5,BWA
2002,82.65625,BWA
2003,83.5234375,BWA
2004,88.4808578491211,BWA
2005,88.8421859741211,BWA
2006,,BWA
1970,,BDI
1971,,BDI
1972,,BDI
1973,,BDI
1974,,BDI
1975,,BDI
1976,,BDI
1977,,BDI
1978,,BDI
1979,,BDI
1980,70.8761367797852,BDI
1981,74.7784881591797,BDI
1982,74.2313079833984,BDI
1983,75.7061157226563,BDI
1984,73.1684188842774,BDI
1985,72.1100006103516,BDI
1986,70.1999969482422,BDI
1987,68.5749969482422,BDI
1988,72.8499984741211,BDI
1989,72.3499984741211,BDI
1990,78.5999984741211,BDI
1991,79.0500030517578,BDI
1992,83.9000015258789,BDI
1993,88.0500030517578,BDI
1994,85.1333312988281,BDI
1995,78.1166687011719,BDI
1996,71.1999969482422,BDI
1997,75.5500030517578,BDI
1998,69.75,BDI
1999,69.4000015258789,BDI
2000,68.1999969482422,BDI
2001,72.8536605834961,BDI
2002,71.4575653076172,BDI
2003,72.8536605834961,BDI
2004,77.119514465332,BDI
2005,85.1238021850586,BDI
2006,,BDI
1970,,CMR
1971,,CMR
1972,,CMR
1973,,CMR
1974,,CMR
1975,,CMR
1976,,CMR
1977,,CMR
1978,,CMR
1979,,CMR
1980,77.5186614990234,CMR
1981,75.4000015258789,CMR
1982,74.9416656494141,CMR
1983,74.5833358764649,CMR
1984,71.4250030517578,CMR
1985,73.5166625976563,CMR
1986,78.3083343505859,CMR
1987,76.5500030517578,CMR
1988,79.8499984741211,CMR
1989,80.9499969482422,CMR
1990,83.0500030517578,CMR
1991,81.3499984741211,CMR
1992,77.1999969482422,CMR
1993,81,CMR
1994,85.5,CMR
1995,85.25,CMR
1996,85.8000030517578,CMR
1997,85.5999984741211,CMR
1998,84.6999969482422,CMR
1999,84.9000015258789,CMR
2000,85.5500030517578,CMR
2001,85.7868804931641,CMR
2002,85.7868804931641,CMR
2003,85.7868804931641,CMR
2004,85.7474060058594,CMR
2005,84.9183044433594,CMR
2006,,CMR
1970,,CAF
1971,,CAF
1972,,CAF
1973,,CAF
1974,,CAF
1975,,CAF
1976,,CAF
1977,,CAF
1978,,CAF
1979,,CAF
1980,65.2162170410156,CAF
1981,68.3783798217774,CAF
1982,68.6945953369141,CAF
1983,79.1297302246094,CAF
1984,74.3864898681641,CAF
1985,72.4891891479492,CAF
1986,76.5999984741211,CAF
1987,77.4944458007813,CAF
1988,77.3888854980469,CAF
1989,78.4833374023438,CAF
1990,75.6277770996094,CAF
1991,76.1722259521484,CAF
1992,78.466667175293,CAF
1993,80.1611099243164,CAF
1994,84.1055526733399,CAF
1995,80.6500015258789,CAF
1996,83.4499969482422,CAF
1997,81.5999984741211,CAF
1998,80.3000030517578,CAF
1999,81.4499969482422,CAF
2000,80.0500030517578,CAF
2001,80.6800003051758,CAF
2002,80.6800003051758,CAF
2003,80.0500030517578,CAF
2004,80.0500030517578,CAF
2005,81.0475006103516,CAF
2006,,CAF
1970,,TCD
1971,,TCD
1972,,TCD
1973,,TCD
1974,,TCD
1975,,TCD
1976,,TCD
1977,,TCD
1978,,TCD
1979,,TCD
1980,84.8228530883789,TCD
1981,84.8228530883789,TCD
1982,84.8228530883789,TCD
1983,84.8228530883789,TCD
1984,83.1771392822266,TCD
1985,86.2857131958008,TCD
1986,85.0057144165039,TCD
1987,87.0171432495117,TCD
1988,82.2628555297852,TCD
1989,84.8228607177734,TCD
1990,82.0800018310547,TCD
1991,88.2971420288086,TCD
1992,87.1999969482422,TCD
1993,90.1257171630859,TCD
1994,92.3199996948242,TCD
1995,87.1999969482422,TCD
1996,83.8499984741211,TCD
1997,84.0999984741211,TCD
1998,81.5999984741211,TCD
1999,82.9499969482422,TCD
2000,84.4499969482422,TCD
2001,87.0416641235352,TCD
2002,84.7548980712891,TCD
2003,84.7548980712891,TCD
2004,84.7548980712891,TCD
2005,86.2413024902344,TCD
2006,,TCD
1970,,COG
1971,,COG
1972,,COG
1973,,COG
1974,,COG
1975,,COG
1976,,COG
1977,,COG
1978,,COG
1979,,COG
1980,78.2933349609375,COG
1981,83.7200012207031,COG
1982,75.9911117553711,COG
1983,81.0888900756836,COG
1984,77.8000030517578,COG
1985,80.5955581665039,COG
1986,71.8800048828125,COG
1987,68.4266662597656,COG
1988,73.3600006103516,COG
1989,74.8399963378906,COG
1990,72.2088928222656,COG
1991,60.0400009155274,COG
1992,47.5422210693359,COG
1993,57.4088897705078,COG
1994,85.1999969482422,COG
1995,82.8000030517578,COG
1996,80.9000015258789,COG
1997,86.5999984741211,COG
1998,86.8499984741211,COG
1999,87.1500015258789,COG
2000,89.9499969482422,COG
2001,85.0836181640625,COG
2002,86.2221527099609,COG
2003,85.7268905639648,COG
2004,84.9339370727539,COG
2005,85.6872406005859,COG
2006,,COG
1970,,COD
1971,,COD
1972,,COD
1973,,COD
1974,,COD
1975,,COD
1976,,COD
1977,,COD
1978,,COD
1979,,COD
1980,76.4000015258789,COD
1981,76.4000015258789,COD
1982,76.3333358764649,COD
1983,76.2666625976563,COD
1984,76.1999969482422,COD
1985,76.9000015258789,COD
1986,77.5999984741211,COD
1987,77.5999984741211,COD
1988,78.4499969482422,COD
1989,79.3000030517578,COD
1990,75.3000030517578,COD
1991,72.9499969482422,COD
1992,70.5999984741211,COD
1993,68.25,COD
1994,65.9000015258789,COD
1995,74.1500015258789,COD
1996,82.4000015258789,COD
1997,84.8000030517578,COD
1998,86,COD
1999,84.8000030517578,COD
2000,84.4000015258789,COD
2001,84.4000015258789,COD
2002,84.4000015258789,COD
2003,84.4000015258789,COD
2004,88,COD
2005,88,COD
2006,,COD
1970,,BEN
1971,,BEN
1972,,BEN
1973,,BEN
1974,,BEN
1975,,BEN
1976,,BEN
1977,,BEN
1978,,BEN
1979,,BEN
1980,39.9825744628906,BEN
1981,63.198486328125,BEN
1982,60.6189422607422,BEN
1983,54.2560615539551,BEN
1984,67.3257598876953,BEN
1985,65.9499969482422,BEN
1986,65.9499969482422,BEN
1987,71.3000030517578,BEN
1988,68.1500015258789,BEN
1989,70.4499969482422,BEN
1990,67.0999984741211,BEN
1991,73.1999969482422,BEN
1992,70.5500030517578,BEN
1993,69.75,BEN
1994,81.8000030517578,BEN
1995,86.0999984741211,BEN
1996,90.25,BEN
1997,90,BEN
1998,91.25,BEN
1999,89.75,BEN
2000,87.6500015258789,BEN
2001,87.0325012207031,BEN
2002,87.1207122802734,BEN
2003,87.2089309692383,BEN
2004,89.4231109619141,BEN
2005,87.2089309692383,BEN
2006,,BEN
1970,,ETH
1971,,ETH
1972,,ETH
1973,,ETH
1974,,ETH
1975,,ETH
1976,,ETH
1977,,ETH
1978,,ETH
1979,,ETH
1980,79.3616027832031,ETH
1981,79.9000015258789,ETH
1982,79.3571472167969,ETH
1983,79.5142822265625,ETH
1984,80.2714309692383,ETH
1985,80.3785705566406,ETH
1986,79.3357162475586,ETH
1987,79.0428619384766,ETH
1988,80.1500015258789,ETH
1989,77.7600021362305,ETH
1990,77.370002746582,ETH
1991,73.2799987792969,ETH
1992,76.9400024414063,ETH
1993,75.0500030517578,ETH
1994,77.9499969482422,ETH
1995,77.1999969482422,ETH
1996,77.5,ETH
1997,80.3000030517578,ETH
1998,83.6500015258789,ETH
1999,80.9000015258789,ETH
2000,79.1500015258789,ETH
2001,79.7939910888672,ETH
2002,77.3379745483399,ETH
2003,75.0981292724609,ETH
2004,76.9427032470703,ETH
2005,77.7332458496094,ETH
2006,,ETH
1970,,GAB
1971,,GAB
1972,,GAB
1973,,GAB
1974,,GAB
1975,,GAB
1976,,GAB
1977,,GAB
1978,,GAB
1979,,GAB
1980,59.5490951538086,GAB
1981,70.21630859375,GAB
1982,67.3646697998047,GAB
1983,70.8499984741211,GAB
1984,72.2230072021484,GAB
1985,72.6454696655274,GAB
1986,71.4836959838867,GAB
1987,71.3780822753906,GAB
1988,72.7510833740234,GAB
1989,71.6949310302734,GAB
1990,73.9128570556641,GAB
1991,68.1039886474609,GAB
1992,72.1173934936524,GAB
1993,70.8499984741211,GAB
1994,80.4250030517578,GAB
1995,82,GAB
1996,83.4000015258789,GAB
1997,82.5500030517578,GAB
1998,82,GAB
1999,83.0999984741211,GAB
2000,82.8000030517578,GAB
2001,83.623405456543,GAB
2002,83.2574462890625,GAB
2003,81.7021255493164,GAB
2004,81.7021255493164,GAB
2005,83.4861679077149,GAB
2006,,GAB
1970,,GMB
1971,,GMB
1972,,GMB
1973,,GMB
1974,,GMB
1975,,GMB
1976,,GMB
1977,,GMB
1978,,GMB
1979,,GMB
1980,63.8586502075195,GMB
1981,60.4423065185547,GMB
1982,39.5846176147461,GMB
1983,39.7644233703613,GMB
1984,53.25,GMB
1985,14.0519256591797,GMB
1986,27.1778869628906,GMB
1987,37.7865447998047,GMB
1988,46.4173126220703,GMB
1989,71.5903854370117,GMB
1990,75.0067291259766,GMB
1991,79.1423034667969,GMB
1992,77.7038421630859,GMB
1993,85.6153869628906,GMB
1994,86.1548080444336,GMB
1995,87.413459777832,GMB
1996,90.6500015258789,GMB
1997,90.3000030517578,GMB
1998,90.1999969482422,GMB
1999,89.8000030517578,GMB
2000,89.25,GMB
2001,89.25,GMB
2002,89.25,GMB
2003,88.5279846191406,GMB
2004,88.5279846191406,GMB
2005,88.5279846191406,GMB
2006,,GMB
1970,,GHA
1971,,GHA
1972,,GHA
1973,,GHA
1974,,GHA
1975,,GHA
1976,,GHA
1977,,GHA
1978,,GHA
1979,,GHA
1980,82.2132110595703,GHA
1981,70.0858459472656,GHA
1982,57.1500015258789,GHA
1983,27.8000030517578,GHA
1984,76.5999984741211,GHA
1985,75.9000015258789,GHA
1986,80.9000015258789,GHA
1987,83.75,GHA
1988,87.5,GHA
1989,86.5999984741211,GHA
1990,86.6999969482422,GHA
1991,86.5500030517578,GHA
1992,87.0999984741211,GHA
1993,87.6500015258789,GHA
1994,87,GHA
1995,87.4499969482422,GHA
1996,88.5,GHA
1997,88.4000015258789,GHA
1998,89.0999984741211,GHA
1999,89.75,GHA
2000,89.8000030517578,GHA
2001,86.5832214355469,GHA
2002,85.1650619506836,GHA
2003,84.7195434570313,GHA
2004,85.4126892089844,GHA
2005,85.4015502929688,GHA
2006,,GHA
1970,,GNB
1971,,GNB
1972,,GNB
1973,,GNB
1974,,GNB
1975,,GNB
1976,,GNB
1977,,GNB
1978,,GNB
1979,,GNB
1980,,GNB
1981,,GNB
1982,,GNB
1983,,GNB
1984,,GNB
1985,,GNB
1986,,GNB
1987,,GNB
1988,,GNB
1989,,GNB
1990,,GNB
1991,,GNB
1992,,GNB
1993,,GNB
1994,,GNB
1995,,GNB
1996,72.1999969482422,GNB
1997,72.1999969482422,GNB
1998,72.1999969482422,GNB
1999,72.1999969482422,GNB
2000,85.9000015258789,GNB
2001,85.9000015258789,GNB
2002,85.5,GNB
2003,85.5,GNB
2004,85.5,GNB
2005,85.5,GNB
2006,,GNB
1970,,GIN
1971,,GIN
1972,,GIN
1973,,GIN
1974,,GIN
1975,,GIN
1976,,GIN
1977,,GIN
1978,,GIN
1979,,GIN
1980,14.2158813476563,GIN
1981,26.8477020263672,GIN
1982,39.4795265197754,GIN
1983,52.1113510131836,GIN
1984,64.7431793212891,GIN
1985,77.375,GIN
1986,93.75,GIN
1987,93.6166687011719,GIN
1988,93.8333358764648,GIN
1989,93.8499984741211,GIN
1990,90.4000015258789,GIN
1991,90.3666687011719,GIN
1992,90.2333374023438,GIN
1993,90.4499969482422,GIN
1994,89.75,GIN
1995,88.0500030517578,GIN
1996,88.1500015258789,GIN
1997,86.1500015258789,GIN
1998,87,GIN
1999,86.75,GIN
2000,87.4000015258789,GIN
2001,87.4000015258789,GIN
2002,87.4000015258789,GIN
2003,87.4000015258789,GIN
2004,87.4000015258789,GIN
2005,90.9786987304688,GIN
2006,,GIN
1970,,CIV
1971,,CIV
1972,,CIV
1973,,CIV
1974,,CIV
1975,,CIV
1976,,CIV
1977,,CIV
1978,,CIV
1979,,CIV
1980,71.4499969482422,CIV
1981,68.9000015258789,CIV
1982,70.4499969482422,CIV
1983,72.3000030517578,CIV
1984,73.1999969482422,CIV
1985,70.9000015258789,CIV
1986,75.0500030517578,CIV
1987,76.5999984741211,CIV
1988,75.4000015258789,CIV
1989,73.4000015258789,CIV
1990,77.4000015258789,CIV
1991,75.9000015258789,CIV
1992,79,CIV
1993,80.8499984741211,CIV
1994,83.1999969482422,CIV
1995,84.3000030517578,CIV
1996,83.75,CIV
1997,84.8000030517578,CIV
1998,85.3000030517578,CIV
1999,86.0999984741211,CIV
2000,89.0999984741211,CIV
2001,89.0069961547852,CIV
2002,89.6016082763672,CIV
2003,89.1795196533203,CIV
2004,89.1048965454102,CIV
2005,89.1048965454102,CIV
2006,,CIV
1970,,KEN
1971,,KEN
1972,,KEN
1973,,KEN
1974,,KEN
1975,,KEN
1976,,KEN
1977,,KEN
1978,,KEN
1979,,KEN
1980,76.2857131958008,KEN
1981,65.5714263916016,KEN
1982,69,KEN
1983,68.0500030517578,KEN
1984,70.5999984741211,KEN
1985,69.625,KEN
1986,69.9499969482422,KEN
1987,70.1500015258789,KEN
1988,70.6500015258789,KEN
1989,73.75,KEN
1990,71.1999969482422,KEN
1991,77.5999984741211,KEN
1992,76.3000030517578,KEN
1993,75.1999969482422,KEN
1994,74.3499984741211,KEN
1995,81.1999969482422,KEN
1996,85.5500030517578,KEN
1997,83.3499984741211,KEN
1998,82.3000030517578,KEN
1999,83.5,KEN
2000,86.1500015258789,KEN
2001,87.3259735107422,KEN
2002,89.640251159668,KEN
2003,89.149528503418,KEN
2004,89.640251159668,KEN
2005,92.9662780761719,KEN
2006,,KEN
1970,,LSO
1971,,LSO
1972,,LSO
1973,,LSO
1974,,LSO
1975,,LSO
1976,,LSO
1977,,LSO
1978,,LSO
1979,,LSO
1980,81.8015747070313,LSO
1981,84.7503967285156,LSO
1982,86.6039352416992,LSO
1983,82.7283477783203,LSO
1984,79.5267715454102,LSO
1985,80.8748016357422,LSO
1986,84.2448806762695,LSO
1987,85.5929107666016,LSO
1988,87.1094512939453,LSO
1989,85.6771697998047,LSO
1990,82.8125991821289,LSO
1991,83.9078750610352,LSO
1992,82.6440963745117,LSO
1993,77.8417358398438,LSO
1994,75.3984222412109,LSO
1995,78.5999984741211,LSO
1996,81,LSO
1997,81.8499984741211,LSO
1998,81.5500030517578,LSO
1999,80,LSO
2000,82.4000015258789,LSO
2001,82.5301513671875,LSO
2002,83.060302734375,LSO
2003,83.4904632568359,LSO
2004,83.6206130981445,LSO
2005,88.9079971313477,LSO
2006,,LSO
1970,,LBY
1971,,LBY
1972,,LBY
1973,,LBY
1974,,LBY
1975,,LBY
1976,,LBY
1977,,LBY
1978,,LBY
1979,,LBY
1980,,LBY
1981,,LBY
1982,,LBY
1983,,LBY
1984,,LBY
1985,,LBY
1986,,LBY
1987,,LBY
1988,,LBY
1989,,LBY
1990,,LBY
1991,,LBY
1992,,LBY
1993,,LBY
1994,,LBY
1995,,LBY
1996,,LBY
1997,,LBY
1998,,LBY
1999,,LBY
2000,,LBY
2001,,LBY
2002,,LBY
2003,,LBY
2004,,LBY
2005,,LBY
2006,,LBY
1970,,MDG
1971,,MDG
1972,,MDG
1973,,MDG
1974,,MDG
1975,,MDG
1976,,MDG
1977,,MDG
1978,,MDG
1979,,MDG
1980,88.391487121582,MDG
1981,89.6446838378906,MDG
1982,87.9297866821289,MDG
1983,87.9957427978516,MDG
1984,89.5127639770508,MDG
1985,86.6106414794922,MDG
1986,87.5999984741211,MDG
1987,86.3249969482422,MDG
1988,85.6999969482422,MDG
1989,87.542854309082,MDG
1990,88.9857177734375,MDG
1991,91.2285690307617,MDG
1992,88.1714324951172,MDG
1993,87.7142868041992,MDG
1994,90.5571441650391,MDG
1995,90.4000015258789,MDG
1996,87.75,MDG
1997,88.5,MDG
1998,89.0999984741211,MDG
1999,88.9000015258789,MDG
2000,91.5,MDG
2001,92.1273193359375,MDG
2002,91.1063842773438,MDG
2003,84.2362289428711,MDG
2004,84.2362289428711,MDG
2005,89.7371292114258,MDG
2006,,MDG
1970,,MWI
1971,,MWI
1972,,MWI
1973,,MWI
1974,,MWI
1975,,MWI
1976,,MWI
1977,,MWI
1978,,MWI
1979,,MWI
1980,83.6017379760742,MWI
1981,77.5500030517578,MWI
1982,77.7333374023438,MWI
1983,78.2666625976563,MWI
1984,75.5999984741211,MWI
1985,79.3000030517578,MWI
1986,74,MWI
1987,80.5999984741211,MWI
1988,83.3499984741211,MWI
1989,78.5,MWI
1990,81.1999969482422,MWI
1991,79.3105010986328,MWI
1992,75.9710006713867,MWI
1993,75.25,MWI
1994,85.4000015258789,MWI
1995,85.5999984741211,MWI
1996,83.0999984741211,MWI
1997,81.6999969482422,MWI
1998,85.8000030517578,MWI
1999,87.6999969482422,MWI
2000,89.6999969482422,MWI
2001,89.5462646484375,MWI
2002,89.6999969482422,MWI
2003,89.6999969482422,MWI
2004,89.6999969482422,MWI
2005,89.6999969482422,MWI
2006,,MWI
1970,,MLI
1971,,MLI
1972,,MLI
1973,,MLI
1974,,MLI
1975,,MLI
1976,,MLI
1977,,MLI
1978,,MLI
1979,,MLI
1980,95.1600036621094,MLI
1981,93.8290023803711,MLI
1982,92.9820022583008,MLI
1983,93.1029968261719,MLI
