Reporter Name;Partner Name;Trade Flow;Product Group;Indicator;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Montserrat; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;13,31353862;;;;;;;;;;;;;8,860654573;10,97507192;;;;;
Morocco; World;Import;  All Products;MFN Weighted Average (%);;;;;;45,43703865;;;;17,31050059;;;25,41510648;24,80323557;24,48568437;24,88133606;;19,81282699;18,21018281;17,95147217;16,20381833;14,52749899;13,01080593;11,71208184;9,883804896;;9,025710536;9,773522286;10,77777734;10,50732175;
Mozambique; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;;11,71364295;8,69097404;8,711640451;;8,460979294;7,921626543;8,039011787;7,073847526;7,08255836;7,085033082;7,094273352;7,08494281;;7,228194776;;6,928300481;;7,383576607
Myanmar; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;;4,107555346;;;;;;;;;2,951450302;2,951450302;4,857510287;4,06977499;;3,561609632;;;
Namibia; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;;10,87763555;9,184982645;;10,81301811;11,18591053;10,73392539;9,526112585;9,231283624;9,844510707;9,548790682;9,402978386;8,194144768;7,71663647;7,5458468;7,605874428;7,820930976;8,304435414;6,764680449
Nepal; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;20,09183607;14,01327731;16,83647837;;;15,85766627;;;;;;12,89644007;13,35138065;12,80039294;12,8718221;15,65137051;11,31197726;13,08308566;13,07161659;;
New Zealand; World;Import;  All Products;MFN Weighted Average (%);;;;;11,24373214;9,085550398;;;6,527622519;5,638264333;4,688097;4,060719597;3,087096948;4,672995785;4,993685439;5,572987947;5,400849406;5,085675037;5,167508123;3,536858621;2,402787247;2,286110871;6,264428998;2,128259492;2,356043369;2,412264408;2,388144991;2,557541781;2,723633236;2,795106591;
Nicaragua; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;8,415083845;8,263192648;5,935774769;5,940570756;11,00418424;4,686623452;5,596393385;5,217465685;5,088197831;5,805229848;5,461556585;4,815749628;5,771285182;5,341769664;5,65379949;5,265194417;5,378078087;5,337485438;5,663523906;5,67259979;5,91586399;6,69025923;6,89635402;6,720947403
Niger; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;;13,66120965;12,81381273;12,67249345;11,68867605;11,9881265;11,54403731;10,58715712;10,5871555;10,58715712;11,11182869;10,73630406;11,04945213;11,96455757;10,81853595;10,40795941;10,85432211;;
Nigeria; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;16,06162372;16,20533301;16,20533301;19,77073503;19,98507509;21,47468273;18,45192585;20,61553254;;;9,395224077;;9,78826478;9,825443177;10,69719137;10,15290148;;10,06631381;11,34147739;;8,627152544;;
Norway; World;Import;  All Products;MFN Weighted Average (%);;;;;;4,983286093;;6,447002726;5,705859345;4,418314032;4,837507396;3,948803175;4,242843166;4,686676709;3,761904304;3,20687363;3,452678736;3,466689324;3,07568531;3,196932838;3,074262557;3,055346053;3,944956476;4,236403508;4,562194992;4,846477167;4,755042357;4,472044411;4,415841931;4,06993379;4,127406197
Occ.Pal.Terr; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;;;;;;;;;;;;;;5,386358654;5,528576986;4,264411669;6,053597262;4,9009075;
Oman; World;Import;  All Products;MFN Weighted Average (%);;;;;7,433804831;;;;;4,493971796;;;;12,73158617;13,6502617;5,070248276;4,684075953;4,761266841;4,901775938;4,660856875;4,563120416;4,540382008;;;4,319568511;4,531376727;4,531376727;4,405979561;4,348193607;4,43153474;4,433334264
Other Asia, nes; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;4,90347057;4,616956729;5,286647888;3,667264592;3,824167144;3,395293714;3,318046895;2,640284091;2,434806885;2,230292292;2,029863737;1,983403505;2,107295839;2,034539819;;1,808442136;;1,83628677;2,263289576;2,251197617;2,833705466;1,994002996
Pakistan; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;;;;16,72250312;13,01902277;13,01027388;12,76647674;12,22576074;9,696199595;9,883857516;10,19935884;9,74387074;9,792270192;9,412476698;9,908738471;10,65960755;11,32157075;;10,57486794
Palau; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;;;;;;;;;;;6,758949343;6,544471377;6,40065919;;;7,692619797;7,799950982;29,87633739;34,6298771
Panama; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;10,62040242;8,688842931;7,83171489;7,186381955;6,863784319;7,461970763;7,893266769;7,626285481;7,161605123;7,999345745;8,013743454;8,139242501;7,039383929;6,927037165;5,763645816;6,126940926;6,122407439;;5,412997108;;;
Papua New Guinea; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;3,133969908;3,093026746;2,944667493;2,296120631;2,097138017;;;;;;;;2,566615373;;;;;;
Paraguay; World;Import;  All Products;MFN Weighted Average (%);;;;11,85507877;;;8,018551325;10,70983487;10,44914705;11,32629507;11,46280966;11,11247723;10,92625146;10,73932851;9,943469829;9,846789686;10,30907926;8,37947912;5,162769034;6,565537486;6,554889395;6,771217898;7,138200994;7,383308656;7,366184093;7,564970952;7,394604455;7,825198789;7,707099125;8,446448764;8,542151928
Peru; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;15,33858318;;12,70140601;12,70595128;12,64763653;12,81588233;11,31644906;9,921819733;9,498947764;9,819770758;9,123486774;6,820322236;6,626226387;2,652973303;2,834172047;2,834516464;1,880505433;;1,861638232;1,861638232;1,803178747;;1,969579592;1,974713858
Philippines; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;8,532272295;7,55737461;6,365553703;6,094790968;3,774057924;3,467707923;2,62406381;2,44038914;3,487187918;3,770723319;3,723713852;3,463253638;6,039286214;6,114997165;6,088973921;5,665897405;5,630099959;5,731158541;;5,722778041;5,693732866;5,718477227;7,121446238
Poland; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;8,949717819;13,30953682;14,14767191;12,56203353;11,53387711;10,14434746;9,670804035;9,819388536;9,35255685;;;;;;;;;;;;;;;
Qatar; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;;;4,281950347;4,983841176;5,121043013;5,020386803;5,034167755;4,428270252;4,355571617;;4,424506006;;4,083601778;4,22718798;4,181271075;4,270251218;4,270251218;4,69594902;4,015859997
Romania; World;Import;  All Products;MFN Weighted Average (%);;;;11,86796824;;;;;;;;14,20030252;;14,36101051;;;14,30492231;13,16325677;;;;;;;;;;;;;
Russian Federation; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;9,92798363;11,27752761;;;;10,78255632;10,80267344;;;10,4772484;;8,043065898;9,346692662;8,806101356;7,993926611;7,979166209;8,073792895;7,36994915;6,433567833;5,539263001;4,563665226;4,450152142;4,37951076
Rwanda; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;;8,97830083;20,1228026;10,24509441;;19,11807511;18,05595909;;17,43725711;14,49496843;16,29609776;13,76180689;14,92454534;13,68785006;13,88437666;16,01783705;13,32051245;;
Samoa; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;;;;;;;;;;;;9,84615531;9,860126779;9,714497276;9,980984101;10,28293356;10,58343292;10,19356664;10,85394563
Sao Tome and Principe; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;;;;;;;;;;;;;;8,020894104;8,23751859;9,073100387;10,44458323;;9,459515201
Saudi Arabia; World;Import;  All Products;MFN Weighted Average (%);;;;;;;10,72344836;;;;;11,49600798;12,48374389;11,11520428;6,527310737;7,27923829;7,006980218;4,347677168;4,408245323;4,055391594;3,557266007;3,436730812;;4,162517489;3,959909731;3,959872862;3,835847923;4,453824572;;5,01758854;
Senegal; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;;9,404399586;8,26279088;9,121766832;9,247179208;9,201779917;9,700950085;8,829967166;8,829966352;9,364814143;9,106659437;8,896512182;8,485571698;8,484162742;8,789085082;9,087515403;9,431271898;12,30232172;11,73418649
Serbia, FR(Serbia/Montenegro); World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;;10,69163476;7,883207328;;;6,034272229;;6,279527489;6,151974003;6,09695892;5,647092507;5,760630267;;5,918660441;;6,259402159;6,48067311;6,490145732;6,485134582
Seychelles; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;26,91993941;32,52997385;;;;32,60166832;32,58158104;30,06711081;;;;;;;;4,651674296;5,940626977;5,327423802;6,591663669
Singapore; World;Import;  All Products;MFN Weighted Average (%);;3,26032842;;;;;;0,327477956;0,048681385;0,048633599;0,046162022;0,046875306;0,037619803;0,039616687;0,039131599;0,039519974;0;0,027748011;0,028278031;0,030178852;0,153421603;0,179549576;0,142934267;0,160697824;0,179269938;0,248839865;0,244369963;0,276388802;0,237730846;0,212767721;0,68068858
Slovak Republic; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;;;4,605218291;;;;;;;;;;;;;;;;
Slovenia; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;11,3819089;;10,00315746;10,15678483;10,19801216;;;;;;;;;;;;;;;
Solomon Islands; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;;;;;;;;;14,61621885;;;;;;;36,09274827;14,60068032;18,91063472;30,69310966
South Africa; World;Import;  All Products;MFN Weighted Average (%);;;;;;13,4520633;;;8,549129602;5,994500742;;5,466534248;5,361733856;5,267346773;5,11745015;5,342766142;5,535979922;6,159926257;5,933134644;5,638495227;4,762461024;5,359316841;5,70523337;5,580122735;5,513787056;5,76896736;5,444267474;6,058219988;6,487120411;6,648639641;6,289470787
Sri Lanka; World;Import;  All Products;MFN Weighted Average (%);;;28,97779378;;;31,28906013;31,25026539;;;;;;6,947208701;6,750229729;;6,471137244;7,023003862;7,88502558;7,553925963;7,645875616;7,591625262;7,89981811;8,632121298;8,290003116;7,678090003;;7,716846827;5,038616054;;9,158280677;
St. Kitts and Nevis; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;21,57104607;;;17,87349215;13,11020533;12,61054664;13,68128672;13,70565437;;;13,91131531;14,00421641;15,1775141;15,11145412;14,57177745;14,20031601;14,03980955;14,03263291;14,03823014;14,05254792;14,06838529;26,64245653;
St. Lucia; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;18,51666693;;;16,2993866;16,33813474;12,22108384;12,69454203;12,77583738;;13,76167613;12,04196574;11,55863004;;;5,924716321;5,80055852;6,999022363;10,93514889;11,4030942;11,19855578;12,0848341;;
St. Vincent and the Grenadines; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;15,82611229;15,03741068;12,50302411;11,67571244;11,75653547;;;5,95930417;12,08530976;;;10,80262406;10,24745151;11,75455174;11,75455174;;11,06134257;12,98125101;13,36187824;13,29609043
Sudan; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;;;;;;;;;;;;;16,27785291;;;;;17,44165267;
Suriname; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;16,69816419;;;14,00016718;12,16570447;;;;;;;11,93915375;;10,78272581;10,78579698;9,801482273;10,87545267;10,87545267;;;;;11,76560172
Swaziland; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;;11,01844035;8,95361543;;10,5330654;9,788001781;9,473661426;8,472179077;;;;;;8,974183597;8,622011925;8,357333031;8,707383617;9,737550218;
Switzerland; World;Import;  All Products;MFN Weighted Average (%);;;13,22198372;;;14,74618382;;16,77234138;11,38558667;5,855970761;5,349208572;5,019615199;4,464842102;4,381650658;4,332758264;4,815923761;4,296818529;4,369270313;4,414225834;3,924279271;3,922573268;3,969509522;3,436307306;4,070290717;2,669683013;4,06918162;4,105654988;2,921386947;2,886681089;3,344212016;3,423310537
Syrian Arab Republic; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;;;15,5045843;;;;;;;8,1619812;8,919758161;;;;;;;;
Tanzania; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;18,29223087;19,47839106;;13,06838608;;;8,78672882;;9,125509397;8,972837276;8,133018509;8,624874667;9,452370452;9,522971365;8,099659194;9,554800843;8,88676889;8,836415153;8,069729689;10,20311623;;10,41254425
Thailand; World;Import;  All Products;MFN Weighted Average (%);;33,65491908;;33,63033626;;36,6403019;;14,85833898;;;;33,51035901;9,540168594;9,28492153;;9,73309002;6,02874104;5,551069326;5,352898982;4,320588269;4,274975498;4,761291052;4,999575258;4,853506212;;6,060326029;6,650049684;6,858199141;;;
Togo; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;13,7878585;14,57841294;;14,99130549;11,3612118;10,9090304;10,20143762;10,782016;10,79488344;10,40179707;;10,9562195;10,9562195;11,0214726;11,10889198;11,52014779;9,700262956;9,666433998;9,664512141;10,99916755;10,98609515;13,43497326;
Tonga; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;;;;;;;;;;4,714925862;5,120239883;5,582031947;5,497455976;5,173759596;;;;;
Trinidad and Tobago; World;Import;  All Products;MFN Weighted Average (%);;;;13,14592996;15,09312516;;;;7,178684222;;;17,85107777;;6,560447822;4,924546141;5,461040191;6,2253228;8,302792511;12,48636043;10,65151619;14,29460641;;8,612356442;8,615015646;9,059497312;9,031708695;;;;;
Tunisia; World;Import;  All Products;MFN Weighted Average (%);;;;;26,02424205;;;27,3550493;;;25,67391925;;23,37743895;;26,38211056;22,14403394;22,39494606;19,64310481;19,16547046;;15,92597272;18,60983832;13,76976152;14,46282817;12,58255123;11,2839035;;11,26150979;9,347325241;;
Turkey; World;Import;  All Products;MFN Weighted Average (%);;;;;;7,902517707;;6,740548536;5,707774196;5,652264153;5,730944307;5,340019892;4,978270734;3,934238798;3,954230375;4,333737799;4,15216517;3,846275621;3,724157533;4,055800808;3,927308886;4,420110466;4,696491654;5,112411046;;5,214256462;;5,80487115;5,367915402;5,57759604;4,557556186
Turkmenistan; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;
Uganda; World;Import;  All Products;MFN Weighted Average (%);;;;;;;16,82151228;;;;;;7,299125909;7,210409218;7,06871121;6,643366447;6,264550778;12,53864542;10,74595955;11,01114806;11,14206448;12,11509362;11,87826787;10,544757;11,02141554;10,49422356;10,66130566;10,40134675;9,843282496;;11,57269214
Ukraine; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;3,93312334;;;;;3,993183771;;;;4,129915852;4,692020663;4,688961552;2,466721168;2,89884072;2,41918701;2,570866868;2,78445761;2,648730903;2,456712943;2,455092249;2,728061787;2,728716747
United Arab Emirates; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;;;;;;4,422504674;;3,947879905;3,878830962;3,879041064;;3,874883509;3,599481908;3,686239815;3,601235273;3,337553639;3,18043498;4,906572898;4,71227306
United States; World;Import;  All Products;MFN Weighted Average (%);;;;4,728656101;4,800313762;4,713133657;;4,272888636;4,109235487;3,672602921;3,60482778;3,886426299;3,396582927;3,455389829;3,326225907;3,201922173;2,994420955;2,960462531;2,90835813;2,42205707;2,755809059;2,818178506;2,81292708;2,808638203;2,7897922;2,80745188;2,776125302;2,788652136;2,788922835;3,071209238;3,188357686
Uruguay; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;10,61649615;10,32282185;10,55406139;12,87538051;12,30793851;12,14649385;12,36628701;10,67159875;;9,306820041;7,996842117;7,255154264;7,684896085;6,549185918;7,718994287;8,513745863;8,643177725;7,959578096;8,636599627;8,627209374;8,588198549;9,416695663;11,33315546;9,820128699
Vanuatu; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;;;;;;;16,00057347;19,1197897;;19,03969274;;;;;;;;;
Venezuela; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;13,10367985;;13,39744887;13,68504884;13,0209494;13,37468308;14,46479778;13,69530542;12,75225917;13,27065485;13,59575773;14,17477827;15,54672543;14,98700547;13,60789636;11,9954627;12,50700845;12,50700845;12,50698517;;;;;
Vietnam; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;;15,28576423;15,07543615;12,68006533;12,63450668;12,727801;11,70897099;11,39346983;6,121723113;7,879298949;6,474740558;;4,977051861;5,373664874;5,418001721;5,764097882;5,754844005;5,878511312;
Yemen; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;;;;;;;6,455301564;;;5,714995272;;5,950534611;6,053114228;5,340508136;;6,154118148;;;
Zambia; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;11,33451703;;;;14,28014839;10,6848898;10,97714809;12,58231201;10,45275578;11,56333974;9,634403385;9,611766611;8,729302021;7,81243046;8,474421695;8,408435808;8,565631886;;8,944951638;;;7,437828519
Zimbabwe; World;Import;  All Products;MFN Weighted Average (%);;;;;;;;;;;;;;10,55350605;17,48475634;;;;;13,12061626;;;16,5956973;13,48519542;14,75772759;;;12,85639535;10,62130822;;
