"","year","exports_world","ccode","exports","imports_world","imports","Population","rgdpo","GDP_world","GDP","rgdo","country_trade","trade_to_GDP","wld_trade","WTS","D","CTS","WTS_pop","Lietal","Alcala","Frankel"
"11283","1990",4.33e+12,"PSE",NA,4.3e+12,NA,1978248,6068.684082,2.25945e+13,NA,6068684082,NA,NA,8.63e+12,NA,NA,NA,NA,NA,NA,NA
"11284","1991",4.43e+12,"PSE",NA,4.46e+12,NA,2068845,5798.360352,2.39274e+13,NA,5798360352,NA,NA,8.89e+12,NA,NA,NA,NA,NA,NA,NA
"11285","1992",4.77e+12,"PSE",NA,4.8e+12,NA,2163591,7224.067383,2.54099e+13,NA,7224067383,NA,NA,9.57e+12,NA,NA,NA,NA,NA,NA,NA
"11286","1993",4.72e+12,"PSE",NA,4.72e+12,NA,2262676,7994.375488,2.58598e+13,NA,7994375488,NA,NA,9.44e+12,NA,NA,NA,NA,NA,NA,NA
"11287","1994",5.3e+12,"PSE",NA,5.24e+12,NA,2366298,9292.902344,2.77684e+13,2843300000,9292902344,NA,NA,1.054e+13,NA,NA,NA,NA,NA,NA,NA
"11288","1995",6.34e+12,"PSE",763600000,6.22e+12,2789400000,2474666,10009.77344,3.08735e+13,3282800000,10009773440,3.553e+09,108.230778603631,1.256e+13,0.000282882165605096,-0.925319108280255,8.08277105764149,1.14311250732461e-10,-0.150192194976901,354953.08872845,-5.8318942e+20
"11289","1996",6.75e+12,"PSE",8.23e+08,6.56e+12,3333600000,2587997,10030.03125,3.15535e+13,3409600000,10030031250,4156600000,121.908728296574,1.331e+13,0.00031229151014275,-0.917555041322314,10.0507600668603,1.20669193257469e-10,-0.0221819469494344,414415.458575964,-7.08617168e+20
"11290","1997",6.94e+12,"PSE",893200000,6.72e+12,3561700000,2706518,11517.68262,3.14364e+13,3759800000,11517682620,4454900000,118.487685515187,1.366e+13,0.00032612737920937,-0.913902371888726,10.2015086832521,1.20497029470844e-10,-0.0525693726090277,386787.876257698,-8.37476651e+20
"11291","1998",6.87e+12,"PSE",994878523.5,6.7e+12,3344785676,2776568,13069.25488,3.13395e+13,4067800000,13069254880,4339664199.5,106.683322668273,1.357e+13,0.000319798393478261,-0.915573224121739,9.00692897286245,1.15177583793468e-10,-0.17761107534034,332051.386199609,-8.82644301536305e+20
"11292","1999",7.12e+12,"PSE",1039422092,7.01e+12,3566975666,2848431,14275.03027,3.25117e+13,4271200000,14275030270,4606397758,107.847859102828,1.413e+13,0.000326001256758669,-0.913935668215711,9.28185392805103,1.1444941329408e-10,-0.164746021804215,322689.176196052,-9.8374230519848e+20
"11293","2000",7.94e+12,"PSE",884968255.2,7.89e+12,2895369280,2922153,13122.09863,3.35678e+13,4313600000,13122098630,3780337535.2,87.637646865727,1.583e+13,0.000238808435578016,-0.936954573007404,5.52515286727613,8.17234537609825e-11,-0.32865272735186,288089.40107776,-8.15343199591936e+20
"11294","2001",7.66e+12,"PSE",615900000,7.63e+12,2696172409,2997784,11685.48633,3.33551e+13,4003700000,11685486330,3312072409,82.7252893323676,1.529e+13,0.000216616900523218,-0.942813138261871,4.73079968329686,7.22590088289276e-11,-0.326459778805732,283434.708275424,-6.63027215195665e+20
"11295","2002",8.01e+12,"PSE",477800000,7.91e+12,2233643760,3075373,10187.47852,3.4636e+13,3555800000,10187478520,2711443760,76.254113279712,1.592e+13,0.000170316819095477,-0.955036359758794,3.42866251642114,5.5380865701649e-11,-0.371728217156856,266154.549889544,-4.820675860904e+20
"11296","2003",9.39e+12,"PSE",515095610.5,9.24e+12,2516382260,3154969,11591.43652,3.88938e+13,3.968e+09,11591436520,3031477870.5,76.3981318170363,1.863e+13,0.000162720229227053,-0.957041859484058,3.28192168175171,5.15758567602576e-11,-0.365729062267486,261527.366799573,-6.014452095072e+20
"11297","2004",1.14e+13,"PSE",596800000,1.12e+13,3137414300,3236626,13010.08301,4.38057e+13,4329200000,13010083010,3734214300,86.2564515383905,2.26e+13,0.000165230721238938,-0.95637908959292,3.76258494458873,5.10502978221574e-11,-0.275191226268019,287024.632904321,-8.08308027378e+20
"11298","2005",1.3e+13,"PSE",723296000,1.28e+13,3573916140,3320396,14333.86621,4.74297e+13,4831800000,14333866210,4297212140,88.9360515749824,2.58e+13,0.000166558610077519,-0.956028526939535,3.91064919593348,5.01622728365892e-11,-0.26023254907743,299794.352552423,-1.0381634809026e+21
"11299","2006",1.49e+13,"PSE",736285000,1.46e+13,3683360076,3406334,13849.14258,5.13642e+13,4910100000,13849142580,4419645076,90.0113047799434,2.95e+13,0.000149818477152542,-0.960447922031729,3.56013414468214,4.39823215082674e-11,-0.249744516159131,319127.704149898,-1.08504496438338e+21
"11300","2007",1.74e+13,"PSE",1066286000,1.69e+13,4284069451,3494496,14585.97363,5.78599e+13,5505800000,14585973630,5350355451,97.1767127574558,3.43e+13,0.000155987039387755,-0.958819421601633,4.00179323820403,4.46379218599063e-11,-0.221803667253314,366815.105163467,-1.47289935210579e+21
"11301","2008",1.99e+13,"PSE",1.165e+09,1.95e+13,4645294855,3596688,15647.55273,6.34622e+13,6673500000,15647552730,5810294855,87.0651810144602,3.94e+13,0.000147469412563452,-0.961068075083249,3.38961509011832,4.10014470433498e-11,-0.303814097428488,371322.912614975,-1.93875013574212e+21
"11302","2009",1.59e+13,"PSE",1133300000,1.54e+13,4943195605,3702218,16681.54492,6.01683e+13,7268200000,16681544920,6076495605,83.6038579703365,3.13e+13,0.000194137239776358,-0.948747768699042,4.28488426634817,5.24380897549409e-11,-0.31976643628698,364264.559076582,-2.20825926781305e+21
"11303","2010",1.89e+13,"PSE",1367300000,1.83e+13,5264317280,3811102,18012.27148,6.59548e+13,8913100000,18012271480,6631617280,74.4030391221909,3.72e+13,0.00017826928172043,-0.952936909625806,3.50163695432233,4.67763081965348e-11,-0.409237886700041,368172.181246737,-2.9554133989184e+21
"11304","2011",2.25e+13,"PSE",1799409195,2.18e+13,5723146104,3927051,20332.50781,7.32805e+13,10465400000,20332507810,7522555299,71.8802463259885,4.43e+13,0.00016980937469526,-0.955170325080452,3.22236807593113,4.32409394976688e-11,-0.452993607695735,369976.756890767,-3.93632751130773e+21
"11305","2012",2.28e+13,"PSE",1871092711,2.21e+13,6300192409,4046901,21640.16797,7.48902e+13,11279400000,21640167970,8171285120,72.4443243434934,4.49e+13,0.000181988532739421,-0.951955027356793,3.48058558123877,4.49698504459143e-11,-0.441291981169635,377598.045048816,-4.6083596691264e+21
"11306","2013",2.35e+13,"PSE",2071809444,2.27e+13,6804294867,4169506,21593.13086,7.69896e+13,1.2476e+10,21593130860,8876104311,71.1454337207438,4.62e+13,0.000192123469935065,-0.949279403937143,3.60853880546663,4.60782332331612e-11,-0.454447212558997,411061.479159674,-5.5369138692018e+21
"11307","2014",2.4e+13,"PSE",2172235956,2.32e+13,7209019148,4294682,19580.51563,7.90452e+13,12715600000,19580515630,9381255104,73.7775260624744,4.72e+13,0.000198755404745763,-0.947528573147119,3.87121206217367,4.62794229574536e-11,-0.432896234388228,479111.749724642,-5.96441437002112e+21
"11308","2015",2.13e+13,"PSE",2338093670,2.06e+13,7537707621,4422143,NA,7.47603e+13,1.2673e+10,NA,9875801291,77.9278883531918,4.19e+13,0.000235699314821002,-0.937775380887255,4.84903317103785,5.3299794877959e-11,-0.405045696685238,NA,-6.25780148804215e+21
"11309","2016",2.08e+13,"PSE",2432334971,2.02e+13,7602872731,4551566,NA,7.58478e+13,13397100000,NA,10035207702,74.9058206776093,4.1e+13,0.000244761163463415,-0.935383052845659,4.84018545627766,5.37751541916375e-11,-0.432321989163235,NA,-6.72213405522321e+21
"11310","2017",NA,"PSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11311","1960",NA,"PSS",NA,NA,NA,865809,NA,1.36632e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11312","1961",NA,"PSS",NA,NA,NA,894213,NA,1.4214e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11313","1962",NA,"PSS",NA,NA,NA,924220,NA,1.52652e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11314","1963",NA,"PSS",NA,NA,NA,955104,NA,1.64327e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11315","1964",NA,"PSS",NA,NA,NA,985873,NA,1.80034e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11316","1965",NA,"PSS",NA,NA,NA,1015763,NA,1.96124e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11317","1966",NA,"PSS",NA,NA,NA,1044550,NA,2.12789e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11318","1967",NA,"PSS",NA,NA,NA,1072397,NA,2.2641e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11319","1968",NA,"PSS",NA,NA,NA,1099420,NA,2.44277e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11320","1969",NA,"PSS",NA,NA,NA,1125867,NA,2.69039e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11321","1970",NA,"PSS",NA,NA,NA,1152033,NA,2.9574e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11322","1971",NA,"PSS",NA,NA,NA,1177892,NA,3.26649e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11323","1972",NA,"PSS",NA,NA,NA,1203419,NA,3.76726e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11324","1973",NA,"PSS",NA,NA,NA,1228876,NA,4.59079e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11325","1974",NA,"PSS",NA,NA,NA,1254518,NA,5.29546e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11326","1975",NA,"PSS",NA,NA,NA,1280561,NA,5.89667e+12,1119628657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11327","1976",NA,"PSS",NA,NA,NA,1306937,NA,6.41597e+12,1122702100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11328","1977",1.37e+12,"PSS",NA,1.37e+12,NA,1333621,NA,7.25697e+12,1171337766,NA,NA,NA,2.74e+12,NA,NA,NA,NA,NA,NA,NA
"11329","1978",1.59e+12,"PSS",NA,1.59e+12,NA,1361133,NA,8.54188e+12,1358461654,NA,NA,NA,3.18e+12,NA,NA,NA,NA,NA,NA,NA
"11330","1979",2.02e+12,"PSS",697265755.3,1.99e+12,948089550.6,1390028,NA,9.92464e+12,1664351538,NA,1645355305.9,98.8586406377329,4.01e+12,0.000410313043865337,-0.891677356419551,10.7086292946488,2.95183294052592e-10,-0.43018728980981,NA,-1.36922481696556e+20
"11331","1980",2.43e+12,"PSS",828478418,2.41e+12,1120891237,1420671,NA,1.11706e+13,1904927596,NA,1949369655,102.333005154281,4.84e+12,0.000402762325413223,-0.893670746090909,10.8809920883298,2.8350147600199e-10,-0.411412755245763,NA,-1.85670402530725e+20
"11332","1981",2.42e+12,"PSS",772339384.7,2.41e+12,1271639072,1453521,NA,1.14632e+13,1963995651,NA,2043978456.7,104.072453299949,4.83e+12,0.000423183945486542,-0.888279438391553,11.6270329306392,2.91144018893805e-10,-0.352353166522628,NA,-2.00718239984825e+20
"11333","1982",2.26e+12,"PSS",746461845,2.27e+12,1078166403,1488185,NA,1.13626e+13,1918438076,NA,1824628248,95.1100935092158,4.53e+12,0.000402787692715232,-0.893664049123179,10.1136222312858,2.70657003474186e-10,-0.437828970535155,NA,-1.75021815275419e+20
"11334","1983",2.19e+12,"PSS",735559081.4,2.22e+12,1020478763,1523012,NA,1.16229e+13,1837237466,NA,1756037844.4,95.580341512587,4.41e+12,0.000398194522539683,-0.894876646049524,10.0477260715351,2.61451992853426e-10,-0.444399978276187,NA,-1.61312925972278e+20
"11335","1984",2.29e+12,"PSS",813535804.5,2.34e+12,1011236660,1555767,NA,1.20647e+13,2014185769,NA,1824772464.5,90.5960360054555,4.63e+12,0.000394119322786177,-0.895952498784449,9.4262911664017,2.533279872797e-10,-0.497775755727565,NA,-1.83771536482948e+20
"11336","1985",2.31e+12,"PSS",762984320.8,2.36e+12,1012739788,1585015,NA,1.26888e+13,1906817964,NA,1775724108.8,93.1249936976155,4.67e+12,0.000380240708522484,-0.899616452950064,9.34821718636956,2.39897230324309e-10,-0.46873463776876,NA,-1.69299131488387e+20
"11337","1986",2.54e+12,"PSS",773198479.3,2.61e+12,1032855578,1609919,NA,1.50221e+13,2070081366,NA,1806054057.3,87.2455588926836,5.15e+12,0.000350690108213592,-0.907417811431612,8.07738478515687,2.17830902184267e-10,-0.500917762393311,NA,-1.86933942500271e+20
"11338","1987",3.01e+12,"PSS",789220609.7,3.06e+12,1035594398,1631156,NA,1.70911e+13,2033588819,NA,1824815007.7,89.7337254537688,6.07e+12,0.000300628502092257,-0.920634075447644,7.12180008416564,1.84303955043084e-10,-0.490636280354401,NA,-1.85546169820106e+20
"11339","1988",3.43e+12,"PSS",930417236,3.46e+12,1238042685,1650642,NA,1.91405e+13,2130603255,NA,2168459921,101.776805039191,6.89e+12,0.000314725677939042,-0.916912421024093,8.45638832660926,1.90668647677111e-10,-0.418812560338549,NA,-2.31006388300982e+20
"11340","1989",3.71e+12,"PSS",1075489367,3.73e+12,1412029998,1671078,NA,2.00923e+13,2224857785,NA,2487519365,111.8057694191,7.44e+12,0.000334344000672043,-0.911733183822581,9.86873929689065,2.00076837030972e-10,-0.365228478797098,NA,-2.76718841227925e+20
"11341","1990",4.33e+12,"PSS",1190946364,4.3e+12,1675487307,1694410,NA,2.25945e+13,2396520509,NA,2866433671,119.608142731734,8.63e+12,0.000332147586442642,-0.912313037179143,10.4880747647894,1.96025511206049e-10,-0.30076062718729,NA,-3.43473354011983e+20
"11342","1991",4.43e+12,"PSS",1166698871,4.46e+12,1643760467,1721268,NA,2.39274e+13,2548876960,NA,2810459338,110.262652223119,8.89e+12,0.000316137158380202,-0.916539790187627,9.20254408901025,1.83665273728555e-10,-0.354997509469691,NA,-3.58175752682253e+20
"11343","1992",4.77e+12,"PSS",1216474367,4.8e+12,1664931556,1750900,NA,2.54099e+13,2794581115,NA,2881405923,103.10689883124,9.57e+12,0.000301087348275862,-0.920512940055172,8.19566424812408,1.71961475969994e-10,-0.404118601128724,NA,-4.02616128853247e+20
"11344","1993",4.72e+12,"PSS",1307432352,4.72e+12,1875955720,1782065,NA,2.58598e+13,2946263929,NA,3183388072,108.048299429864,9.44e+12,0.000337223312711864,-0.910973045444068,9.61921104318827,1.89231769162104e-10,-0.363162486610383,NA,-4.68955072427123e+20
"11345","1994",5.3e+12,"PSS",1552499708,5.24e+12,2034108166,1812883,NA,2.77684e+13,3395406278,NA,3586607874,105.631184616665,1.054e+13,0.000340285377039848,-0.91016466046148,9.48941333589415,1.87703992502466e-10,-0.400801207336378,NA,-6.08899544605192e+20
"11346","1995",6.34e+12,"PSS",1667823214,6.22e+12,2143540687,1841945,NA,3.08735e+13,3668261062,NA,3811363901,103.901108361191,1.256e+13,0.000303452539888535,-0.919888529469427,8.32367058057146,1.64745711673549e-10,-0.415533273584048,NA,-6.99053889557536e+20
"11347","1996",6.75e+12,"PSS",1928338747,6.56e+12,2288742206,1869030,NA,3.15535e+13,3939097727,NA,4217080953,107.057027910087,1.331e+13,0.000316835533658903,-0.91635541911405,8.95474023043474,1.69518698821797e-10,-0.418843065983353,NA,-8.30574699826865e+20
"11348","1997",6.94e+12,"PSS",1855417146,6.72e+12,2341400844,1894563,NA,3.14364e+13,3935303220,NA,4196817990,106.645352476804,1.366e+13,0.000307234113469985,-0.918890194043924,8.64998384551087,1.62166216415071e-10,-0.40490138975672,NA,-8.25787567490046e+20
"11349","1998",6.87e+12,"PSS",1544578517,6.7e+12,1903576348,1918749,NA,3.13395e+13,3383565222,NA,3448154865,101.908922652947,1.357e+13,0.000254101316507001,-0.932917252442152,6.83633053221993,1.32430722573406e-10,-0.437297191193728,NA,-5.83352844064205e+20
"11350","1999",7.12e+12,"PSS",1708037664,7.01e+12,2032112541,1941852,NA,3.25117e+13,3685135085,NA,3740150205,101.492892898932,1.413e+13,0.000264695697452229,-0.930120335872611,7.09228926709436,1.36310953384825e-10,-0.448451631572021,NA,-6.89147937180772e+20
"11351","2000",7.94e+12,"PSS",1495328877,7.89e+12,2055565646,1964221,NA,3.35678e+13,3447191071,NA,3550894523,103.008346501951,1.583e+13,0.00022431424655717,-0.940781038908907,6.10004726355685,1.14200106076236e-10,-0.40359567909597,NA,-6.1203059468742e+20
"11352","2001",7.66e+12,"PSS",1374104408,7.63e+12,2005827762,1985713,NA,3.33551e+13,3373827098,NA,3379932170,100.180953908504,1.529e+13,0.000221055079790713,-0.941641458935252,5.84641431257509,1.11322774132371e-10,-0.405372900814594,NA,-5.70165337227397e+20
"11353","2002",8.01e+12,"PSS",1390322471,7.91e+12,1942249333,2006441,NA,3.4636e+13,3545230258,NA,3332571804,94.0015615764272,1.592e+13,0.000209332399748744,-0.944736246466332,5.19487913073962,1.04330204450938e-10,-0.452049071550572,NA,-5.90736719824922e+20
