ccode,period,Year,rgdpo,hc,inv_share,Penn_GDP_PPP,Penn_GDP_PPP_log,pop_log,GDP_pc_growth,pop_growth,KOF_econ,KOF_defacto,KOF_dejure,KOF_trade,KOF_trade_df,KOF_trade_dj,KOF_finance,KOF_finance_df,KOF_finance_dj,inflation,Trade_to_GDP,EXP_to_GDP,IMP_to_GDP,population,Exports_USD_current,Exports_USD_constant,Imports_USD_current,Imports_USD_constant,CTS,Lietal,Alcala,KAOPEN,chinn_ito_normed,LMF_FDI_total_stocks_GDP,LMF_open,LMF_EQ,UNC_FDI_in_stock_GDP,UNC_FDI_out_stock_GDP,UNC_FDI_total_stocks_GDP,FTI_panel,FTI_original,FTI_reduced,Tariff_RES,Tariff_WITS,HF_econ,HF_fin,HF_trade,FTI_original_ipo,FTI_reduced_ipo,Tariff_WITS_ipo,LMF_open_pv,FIN_CUR,CAPITAL,first_year
BLZ,"(2000,2005]",2003,1773.57221679688,3.0437020778656,16.5973684191704,6.57189787350397,1.87979057338732,-1.31322043207005,3.87210810740773,2.71524778379361,49.8474464416504,72.0430236816406,27.6518768310547,48.6542152404785,70.000537109375,27.3078895568848,51.0406837463379,74.0855041503906,27.9958637237549,,116.841262214616,52.3669244982206,64.4743377163955,269434,520853110,600536540.391772,637934630,797079861.973042,1.83283395568444,-0.358534397187436,650222.747276199,-1.63393850326538,0.0662903249263764,480.2,63.6,1707.6,1622.64,158.216,1780.856,6.368,6.6,6.7,,88.75993727,64.46,50,61.6,6.6,6.7,89.0265760102,139.70824128,,,2001
BLZ,"(2005,2010]",2008,2180.1740234375,3.20136604309082,14.2438657581806,7.12796815936948,1.96291937542865,-1.18424804443253,0.025252502057014,2.53816398444414,57.8422866821289,77.0337249755859,38.6508529663086,60.5792495727539,76.6434326171875,44.5150665283203,55.1053291320801,77.4240219116211,32.7866363525391,,120.561960522876,59.0689033070287,61.4930572158476,306859.2,777962994.644173,776189056.97626,810649962.484,819289318.439138,1.54184988738203,-0.379458313576311,743160.888843395,-1.21001923084259,0.165725812315941,1053.8,45.8,2671,3376.544,153.29,3529.834,6.364,6.474,6.526,,89.5740042795,63.1,50,66.26,6.474,6.526,89.5740042795,168.8570099,,,2006
BLZ,"(2010,2015]",2013,2487.49907226562,3.3747190952301,13.6724638938904,7.23131614086534,1.97804318823972,-1.06697728633741,-0.632582264811257,2.21581761176197,64.4441078186035,76.8326583862305,52.0555557250977,67.4595245361328,78.4259857177734,56.4930686950684,61.4286880493164,75.2393341064453,47.6180419921875,,127.964548547277,62.7130065237687,65.2515420235077,345650.2,995733763.819696,890212944.011789,1038138105.58928,1011022126.00241,1.61062814278648,-0.337159946316303,812251.063125492,-1.21001923084259,0.165725812315941,1362,50,3174,5326.138,152.058,5478.196,7.084,7.082,6.976,,90.2288311208,59.3,46,73,7.082,6.976,90.2288311208,188.147850025,,,2011
BLZ,"(2015,2020]",2017.5,2536.43041992188,3.50899744033814,17.59989336133,6.84076881685761,1.92285668115235,-0.992099537587605,-1.06908983942675,2.09753358100736,63.6643447875977,75.8507843017578,51.477912902832,64.1242237091065,76.4519004821777,51.7965431213379,63.204475402832,75.2496719360352,51.1592769622803,,114.445249546393,55.0937355962416,59.3515139501513,375746.666666667,1007722475.15935,870829294.424098,1084109116.52101,1151797194.44572,1.63145319594319,-0.349922035341935,,-1.21001923084259,0.165725812315941,,,,5752.58,152.106666666667,5904.68666666667,6.79,6.79,6.225,,88.8632155783333,57.125,53.75,67.25,6.79,6.225,88.8632155783333,,,,2015.5
BMU,"(1955,1960]",1960,,,,,,,,,,,,,,,,,,,,,,44400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960
BMU,"(1960,1965]",1963,,,,,,,,,,,,,,,,,,,,,,47760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961
BMU,"(1965,1970]",1968,18651.890625,,21.981705725193,356.72820564663,5.87697416310083,-2.95102664815436,,,62.7911567687988,77.9796752929688,,58.3559722900391,67.215705871582,,66.6204452514648,88.7436599731445,,,,,,53000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966
BMU,"(1970,1975]",1973,28964.820703125,,16.5839193761349,537.815629558545,6.27754832178798,-2.91975148446408,-8.45118651684349,1.00845476583952,67.299853515625,78.4682495117188,,68.0867706298828,68.1928573608398,,66.6204452514648,88.7436599731445,,,,,,53800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971
BMU,"(1975,1980]",1978,30828.53671875,,21.5212169289589,548.732570966284,6.30329019431933,-2.87844521085147,-1.37347493033531,0.715191402482782,67.5103134155274,78.586506652832,,68.2765655517578,68.1646377563477,,66.8455047607422,89.0083938598633,,,,,,53734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976
BMU,"(1980,1985]",1983,25011.95546875,,37.7601963281631,430.40804034341,6.06010360414319,-2.84495960458347,-5.00336360476021,0.665392961630005,64.2952499389649,73.7923690795899,,60.4098197937012,58.1645355224609,,67.8089538574219,89.4202026367188,,,,,,55950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981
BMU,"(1985,1990]",1988,31103.83671875,,26.1623081564903,518.013634722333,6.19610121424416,-2.811247844591,,0.670901130183861,61.8376747131348,69.7403045654297,,55.8843910217285,51.4419235229492,,67.3789108276367,88.0386901855469,,,,,,58349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986
BMU,"(1990,1995]",1993,23508.8515625,,24.2078047990799,379.61943926542,5.87157863624063,-2.78032972869602,-3.09881441298356,0.57144089149908,61.1338203430176,68.536474609375,,53.7325836181641,48.3001167297363,,68.1551345825195,88.7728286743164,,,,,,59118.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991
BMU,"(1995,2000]",1998,14250.8627929688,,29.2230242490768,224.89260022623,4.87119232409896,-2.75657141073221,-19.8679686412516,0.42045671071846,63.3948295593262,70.4990112304688,,53.8581901550293,47.8883842468262,,72.6560165405274,93.1096389770508,,,,,,60937.4,,,,,,,,,,,,,2487.78,1119.18,3606.96,,,,,,,,,,,,,,,1996
BMU,"(2000,2005]",2003,10497.0315429688,,22.7204340696335,162.438641534412,4.67266498547695,-2.73646653440213,-8.32929712101585,0.341295831047006,66.6583786010742,70.324040222168,,50.215064239502,42.9036003112793,,82.6758071899414,97.7444763183594,,,,,,63327,,,,,,,,,,,,,10161.262,2819.29,12980.552,,,,,,,,,,,,,,,2001
BMU,"(2005,2010]",2008,2992.50981445313,,23.263278901577,46.3710469238966,3.83169320762041,-2.74005858855636,5.33861020397783,-0.363799399377136,66.6943222045898,70.4192337036133,,51.5241172790527,43.7261474609375,,81.0755996704102,97.1123199462891,,,77.1344466298863,46.7859445323965,30.3485020974898,65088.8,2701981500,2704649000,1752796500,1734013000,1.7455206146754,-0.63797617078179,1263699.52955828,,,,,,36455.41,13354.842,49810.252,,,,,81.24453649,,,,,,81.24453649,,,,2006
BMU,"(2010,2015]",2013,2656.97514648438,,25.7155209779739,42.2754430013085,3.73550094881654,-2.76810739860534,-6.45060837675707,-0.620250984500768,66.4972183227539,69.9831085205078,,51.5513404846191,43.5976493835449,,80.7167449951172,96.3685684204102,,,76.3858737740747,47.355672462355,29.0302013117197,64948.2,2630187000,,1612398666.66667,,1.1159958520715,-0.669664044235491,1256790.54271725,,,,,,41670.414,12688.46,54358.874,,,,,82.865932178,,,,,,82.865932178,,,,2011
BMU,"(2015,2020]",2017.5,2224.77893066406,,33.1817254424095,36.1715325171245,3.58824604987322,-2.78859946914323,-1.12584852204471,-0.530195622763752,66.9441871643067,70.1738586425781,,50.7964210510254,42.5234565734863,,82.5151405334473,97.8242530822754,,,,,,64132.3333333333,,,,,,,,,,,,,39448.02,11225.05,50673.07,,,,,77.60935427,,,,,,77.60935427,,,,2015.5
BOL,"(1955,1960]",1960,6305.15185546875,1.48056387901306,15.8360376954079,1.77103751148347,0.571565539538252,1.26980151451623,0.600256151515444,2.24904824913479,,,,,,,,,,11.5331525756196,40.1428890377316,16.2089752176825,23.9339138200491,3656955,60602013.3892052,925264961.783052,89483964.6738677,829712445.947361,,,,,,,,,,,,,,,,,,,,,,,,87.5,100,1960
BOL,"(1960,1965]",1963,7252.9654296875,1.52939221858978,16.4064870774746,1.89795040717547,0.639604809866337,1.33852562722815,2.78783166817514,2.30373662460174,,,,,,,,,,5.15531429799207,43.1469335498949,18.0584230918756,25.0885104580192,3881555,90918803.9484874,1145275210.69711,124561272.980111,1105359537.87325,,,,,,,,,,,,,,,,,,,,,,,,87.5,100,1961
BOL,"(1965,1970]",1968,8791.4380859375,1.61406497955322,13.9379742741585,2.05099168981926,0.716106753958358,1.45675935695362,-1.46297097504984,2.40744381950003,34.5807991027832,25.9692993164063,43.1922950744629,23.303581237793,22.6788272857666,23.9283332824707,45.8580169677734,29.2597732543945,62.4562644958496,5.95755056837762,46.539125119847,21.7103843602888,24.8287407595582,4300392,184393939.393939,1771635824.13072,208787878.787879,1653570416.79129,,,,1.14036655426025,0.717037796974182,13,0,722,,,,,,,,,,,,,,,82.02842712,82.5,95,1966
BOL,"(1970,1975]",1973,10053.1375,1.7166437625885,16.3743785023689,2.09028419618986,0.735798466548514,1.56852194072429,3.53267774208063,2.11854063987741,35.3605346679688,27.5287731170654,43.1922950744629,26.0623096466064,28.1962837219238,23.9283332824707,44.6587623596191,26.8612640380859,62.4562644958496,22.4970017469697,53.4401619038795,26.289344545816,27.1508173580635,4788753,442969857.79507,2201591023.20537,452922182.585034,2039044709.83834,,,,1.14036655426025,0.717037796974182,-86.2,0,975.4,,,,,,,,,,,,,,,64.057932282,75,87.5,1971
BOL,"(1975,1980]",1978,12307.525390625,1.81500260829926,15.7399679720402,2.30027321827923,0.832863314224307,1.67708281443734,-0.218093296982147,2.19231307269186,37.3737411499023,31.5848014831543,43.1626800537109,26.9895355224609,30.1653228759766,23.8137466430664,47.7579498291016,33.0042839050293,62.5116188049316,17.9836612647876,53.0206291904415,25.1089921324059,27.9116370580356,5345800.2,927880784.696625,2389972122.88663,1027129620.87829,2185319957.67786,5.61459938365717,-0.765821669538369,132560.433999053,1.14036655426025,0.717037796974182,-80,0,2566.6,419.81,0.49,420.3,3.93,,,,,,,,,,,53.548536682,75,87.5,1976
BOL,"(1980,1985]",1983,12960.70859375,1.9434093952179,10.8966363966465,2.17468533072104,0.77657508797157,1.78475739597971,-0.143380271213338,2.11014555656148,35.4837295532227,32.0012298583984,38.966227722168,19.8155067443848,17.0581260681152,22.5728858947754,51.1519523620606,46.9443351745606,55.3595695495606,2692.44903542556,49.7318335467727,24.741499320465,24.9903342263076,5935566.8,1406066145.0014,1969405393.12626,1421919064.46177,1643524395.40885,2.81253170145008,-0.859640399981064,128232.978973596,-1.12133125662804,0.186528680473566,224.6,0,4983.4,563.246,0.774,564.02,4.93,,,90.4748611450195,,,,,,,,71.814071656,46.25,47.5,1981
BOL,"(1985,1990]",1988,13843.518359375,2.09999852180481,10.7422809302807,2.10054557281067,0.741055364107586,1.88591703739678,-1.02134808565849,1.97498564940712,42.824072265625,38.4403144836426,47.2078323364258,28.492289352417,27.8035480499268,29.1810283660889,57.1558586120606,49.0770805358887,65.2346366882324,67.8417999568915,45.0352180255935,21.022641489318,24.0125765362756,6583646,946075452.349729,2205308756.75961,1076308149.3021,2263698579.89687,2.53892861507761,-0.790051195626037,123296.522656761,0.20384014248848,0.497363966703415,233.6,0,6283.6,706.04,4.52,710.56,5.88,,,85.2300003051758,,,,,,,,106.379818724,85,77.5,1986
BOL,"(1990,1995]",1993,17737.0541015625,2.25881285667419,10.8068285882473,2.43200221916043,0.885340811749716,1.98429169449382,5.48867897379692,1.97198167087491,45.9572860717774,36.2756134033203,55.6389625549316,34.5435661315918,31.5745792388916,37.5125518798828,57.3710098266602,40.9766456604004,73.7653732299805,12.0205042707144,48.7243576159859,20.964121489688,27.7602361262979,7314870.8,1236679086.98564,3360952612.225,1632301046.32114,3050732975.01016,2.46150279678843,-0.768026252705276,133046.325153889,0.433834552764893,0.55131196975708,571.4,0,6456.4,1318,13.18,1331.18,7.17,,,91.3100006103516,90.3742779156667,56.8,70,65.4,,,90.3742779156667,68.16403351,85,87.5,1991
BOL,"(1995,2000]",1998,24145.3421875,2.42239480018616,13.2850620150566,3.00859717197908,1.10142909619633,2.08247918462027,1.37800180255386,1.94491639698541,51.6420425415039,42.6207527160645,60.6633232116699,37.2090911865234,32.8100978851318,41.6080825805664,66.0749855041504,52.4314064025879,79.7185623168945,6.31498123842392,48.4746292069656,19.7093602511342,28.7652689558314,8097763.2,1590145582.56535,4127397020.51988,2333687251.61166,4190618743.40098,2.6559966204272,-0.751619983982159,139327.989023213,1.03657178282738,0.692691415548325,3323.4,0,11461.6,3397.2,24.4,3421.6,7.79,8.08,7.26,91.7399993896485,90.9577582657,65.94,70,71.12,8.08,7.26,90.9577582657,90.662503046,92.5,97.5,1996
BOL,"(2000,2005]",2003,28843.633984375,2.56994209289551,11.4545239508152,3.26919052619008,1.18301979457723,2.17564344644886,3.60013129797201,1.80116096358272,52.4590858459473,51.2431930541992,53.6749893188477,42.7297019958496,42.2825881958008,43.176815032959,62.1884796142578,60.2037971496582,64.1731620788574,3.13715989940919,54.3304251530027,26.7787742281303,27.5516509248724,8906043.4,2306384991.51168,5755215436.02164,2350540860.93629,4775222597.22967,3.08180952144395,-0.734924866916355,151219.07390467,1.2778400182724,0.749283850193024,5457.4,25.8,13844.8,5386.42,64.208,5450.628,7.496,7.648,7.108,93.1057144165039,91.8280431615,64.06,82,69.4,7.648,7.108,91.8280431615,119.57877808,100,100,2001
BOL,"(2005,2010]",2008,40494.28671875,2.6764518737793,13.4772546589375,4.20886997494642,1.43275028308477,2.26152351865533,6.02699720220626,1.66625998914236,51.0289047241211,54.3152191162109,47.7425971984863,46.1624717712402,50.0427528381348,42.2821899414063,55.8953460693359,58.5876884460449,53.2030029296875,6.56890926278575,75.5210964937001,41.0768016871367,34.4442948065634,9721742,6408531490.60539,7926526905.53431,5405596662.04302,6337363996.64536,5.54941793827025,-0.684829532889956,260646.420618814,0.765232825279235,0.629045534133911,6043.6,53.4,19958,5982.582,61.07,6043.652,7.108,7.108,6.966,,93.5198398436,53.62,23,78.26,7.108,6.966,93.5198398436,77.998997498,,,2006
BOL,"(2010,2015]",2013,58720.7375,2.79904341697693,17.2458276152611,5.64376367635452,1.72985095550606,2.34165040775926,2.81709190641646,1.56348401828882,48.3177482604981,52.9760307312012,43.6594627380371,45.2513000488281,54.1242683410645,36.3783325195313,51.3841949462891,51.8277969360352,50.940592956543,5.99253570131531,80.3714755068781,41.9023522934882,38.4691232133899,10541850.6,12266113367.598,9903783135.56366,11379808058.5639,8992345354.17585,10.1071157938426,-0.630934882292032,384945.112563484,-0.0036780268419534,0.44868803024292,7749,36,26943,10186.552,357.01,10543.562,6.952,6.952,6.2,,93.4908042606,48.66,15,76.28,6.952,6.2,93.4908042606,61.4894542675,,,2011
BOL,"(2015,2020]",2017.5,63035.3359375,2.89520335197449,19.4244295358658,5.74560188371135,1.74830515002036,2.39511285209234,2.67769618094468,1.50126602762268,44.4584274291992,47.4974422454834,41.4194145202637,39.3869190216065,45.9933052062988,32.7805213928223,49.5299339294434,49.0015697479248,50.0583057403565,2.90601074847152,56.7385507226117,25.1269815728392,31.6115691497725,11192603,9374328461.16737,9653520711.42379,11765855909.3102,9694053619.77965,6.83615410140118,-0.682212170990358,,-0.0036780268419534,0.44868803024292,,,,11703.1333333333,778.976666666667,12482.11,7.01,7.01,5.915,,92.7698894278333,45.375,10,74.625,7.01,5.915,92.7698894278333,,,,2015.5
BRA,"(1955,1960]",1960,151010.65625,1.3960999250412,22.1000716090202,2.11419744859899,0.74867528355905,4.2686751219579,6.12023279131765,2.99364886823144,,,,,,,,,,,14.1763320197361,7.05904647646368,7.11728554327239,72179226,1070544628.54537,7090856270.20237,1079376914.93865,11489666918.6735,,,,,,,,,,,,,,,,,,,,,,,,43.75,37.5,1960
BRA,"(1960,1965]",1963,196293.975,1.42789690494537,18.3324214816093,2.50893860613897,0.918893417364135,4.35707747616546,4.57665117671502,2.95082052424812,,,,,,,,,,,13.4357501810681,6.8611586034126,6.57459157765548,78807285.8,1400093972.41725,7753901635.87945,1332944818.72468,10020079055.466,,,,,,,,,,,,,,,,,,,,,,,,56.25,37.5,1961
BRA,"(1965,1970]",1968,272446.140625,1.48744699954987,18.7458997964859,3.01007268973507,1.09920649858588,4.50187372347259,4.7749320275502,2.82189467502352,25.3044490814209,16.6009197235107,34.007984161377,30.7485771179199,15.9660816192627,45.5310745239258,19.8603343963623,17.2357616424561,22.4849052429199,,12.9237138495363,6.44881445981729,6.47489938971901,90395855.4,2219969179.56985,10369406467.7352,2246784302.29198,14188272513.9457,,,,-1.91655135154724,0,3823,0,12340,,,,1.83,,,,,,,,,,,25.187397,72.5,47.5,1966
BRA,"(1970,1975]",1973,449799.83125,1.48049874305725,24.3773171305656,4.36826644529101,1.46914995249829,4.63052831417497,7.26321825346457,2.42444401755561,26.7758480072022,19.5437164306641,34.007984161377,31.9017559051514,18.2724357604981,45.5310745239258,21.6499526977539,20.8149993896484,22.4849052429199,,17.8737581753263,7.49917049806281,10.3745876772634,102304840.6,6342677147.65104,17921948878.1189,9108904548.68409,35091379717.6374,,-0.86143814099378,46505.2745788195,-1.91655135154724,0,6109.4,13.8,28453.4,,,,0.91,,,,,,,,,,,27.295464326,65,37.5,1971
BRA,"(1975,1980]",1978,608662.4125,1.47247846126556,25.3595995903015,5.26056600694768,1.65998742703554,4.7498540408272,1.88610210508585,2.37153837113176,27.7924518585205,22.579801940918,33.0051063537598,31.4760341644287,19.5697303771973,43.3823356628418,24.1088806152344,25.5898738861084,22.6278861999512,,16.5672907964038,7.4280591340942,9.13923166230958,115181980.6,14845191056.9226,25235116106.4053,18271163421.8427,42139365286.5315,45.4720931457263,-0.880876281990517,56507.0245339048,-1.91655135154724,0,13975.2,122.8,76104.6,17480.03,38544.69,56024.72,1.39,,,51,,,,,,,,31.499187086,47.5,37.5,1976
BRA,"(1980,1985]",1983,691165.625,1.56265771389008,20.2349978685379,5.32286675538074,1.67187664649233,4.8660106788818,0.220927101651416,2.26323576327919,31.822732925415,29.9620357513428,33.683430480957,26.7154098510742,20.0687236785889,33.3620964050293,36.9300559997559,39.8553489685059,34.0047645568848,151.081581996319,19.2698748706978,10.8494806373223,8.42039423337552,129435021.6,25021646429.0019,43911360777.1925,19966399797.5801,32903519808.1511,53.5348370249234,-0.890394390449914,67711.9251121714,-1.91655135154724,0,22182.2,132.6,130961.6,22246.648,39198.45,61445.098,1.15,,,51,,,,,,,,51.864029694,28.75,37.5,1981
BRA,"(1985,1990]",1988,866244.8,1.67785453796387,19.8431369662285,6.01902231447271,1.7947610020549,4.96920600512894,1.49617258565915,1.92070198849995,29.192818069458,24.9105171203613,33.4751220703125,25.340625,17.9689884185791,32.7122611999512,33.045015335083,31.852046585083,34.2379844665527,1076.61005460211,15.3914318161853,9.25886966099957,6.13256215518573,143591908.8,32663825842.0299,60253863161.3909,21892303853.1207,38716407695.9986,32.5441504026833,-0.91867484141596,61818.8998094505,-1.91655135154724,0,37478,464.6,183860.6,32563.336,40132.73,72696.066,5.25,,,57.9600006103516,74.565285085,,,,,,74.565285085,49.477275848,25,37.5,1986
BRA,"(1990,1995]",1993,1105972.1,1.80233929157257,17.9643338918686,7.02008530145116,1.94203559239251,5.05683635702009,7.53417090130022,1.66237465240185,28.9994987487793,23.1682582855225,34.8307395935059,26.7992950439453,17.2351261138916,36.3634635925293,31.1997024536133,29.1013885498047,33.298014831543,1090.80498757279,18.3521883925883,9.44848380226866,8.90370459031963,156841816.2,50738629049.5931,87556518246.9305,49564552622.2251,72703758003.6379,33.0123134040427,-0.908347113656779,74984.1647070766,-1.91655135154724,0,59320,14144.8,283533.6,50029.712,42958.966,92988.678,6.97,6.49,6.46,83.2600006103516,85.92393103,51.4,50,56.4,6.49,6.46,85.92393103,43.630833818,26.25,47.5,1991
BRA,"(1995,2000]",1998,1553142.925,1.97010540962219,18.994028866291,9.14061753599949,2.2108684538752,5.1363602951165,0.240873608460541,1.54004663116272,33.9563606262207,27.6672340393066,40.2454833984375,27.2191585540772,17.5432949066162,36.8950218200684,40.6935592651367,37.7911735534668,43.5959434509277,7.5564085935704,18.4544627006843,8.09946117250255,10.3550015281817,169743598.6,60748920851.9993,110900054035.925,78351980601.9288,121220639245.111,40.3420846472426,-0.883315682975785,82109.1904317435,-1.49263207912445,0.0994354873895646,129747.4,45821.8,478446.4,81600.915,46690.8925,128291.8075,6.81,6.63,6.18,86.6199996948242,85.89193469,55.08,50,56.04,6.574,6.292,85.89193469,55.006438448,25,50,1996
BRA,"(2000,2005]",2003,1544245.75,2.1706723690033,19.2996999621391,8.46368182555532,2.13554874034917,5.20608747459101,0.449954669319252,1.2847726470376,41.8488700866699,36.8712844848633,46.8264602661133,31.5252597808838,23.5551292419434,39.4953895568848,52.1724845886231,50.1874389648438,54.1575309753418,8.69443308672451,27.8920149670292,14.7145350856982,13.177479881331,181735280.8,94581887749.6387,173687859583.902,83064893499.3391,118885453444.748,57.7880833932695,-0.866748083278151,106355.854442708,-0.303664323687553,0.378322532773018,201138.4,71041.6,564620,135577.956,57423.166,193001.122,7.036,6.97,6.554,87.2100006103516,90.7557014512,62.1,50,60.4,6.97,6.554,90.7557014512,80.27522278,39.0625,50,2001
BRA,"(2005,2010]",2008,2190942.05,2.38528671264648,22.0057564973831,11.3362128183017,2.42067957705804,5.26228843486505,8.69861748949719,1.03004837036353,42.6691627502441,34.5132560729981,50.8250709533692,32.4471927642822,21.8830966949463,43.011287689209,52.8911346435547,47.1434173583984,58.6388488769531,4.68603934453719,24.6940068764865,12.5905895644169,12.1034173120696,191985660.8,199165762411.921,229866752705.775,195947678702.285,201405517701.228,68.4274939000602,-0.860134087489554,172068.678566759,0.320195031166076,0.524656444787979,534647.6,316376.2,1415109.4,354719.034,128910.746,483629.78,7.17,7.168,6.924,,91.881213365,57.12,49,70.08,7.168,6.924,91.881213365,69.631723022,,,2006
BRA,"(2010,2015]",2013,3012776.9,2.68579139709473,23.6602702736855,14.8901380498028,2.70046811545701,5.30999851805929,1.05206155003332,0.91046455245257,38.8953903198242,34.3661354064941,43.4246467590332,30.5651992797852,22.1171844482422,39.0132118225098,47.2255836486816,46.6150886535645,47.8360816955567,6.7206436208786,25.294746020376,11.8228880680701,13.4718579523059,201014647.4,277826109786.151,257604407296.082,317165658652.354,290523377620.799,80.1440243736518,-0.84177347709887,196292.977092835,-0.354925048351288,0.366298696398735,901290,377686,2247009,594491.304,192481.492,786972.796,7.032,7.03,6.53,,90.7720277391,57.08,51,69.62,7.03,6.53,90.7720277391,74.589309695,,,2011
BRA,"(2015,2020]",2017.5,2876975.125,2.91495370864868,16.8107509613037,13.8003399309164,2.6246928042463,5.3397902038465,-1.63748613642927,0.801021032243865,37.6020832061768,36.3058757781982,38.898286819458,33.4626350402832,21.9368963241577,44.9883670806885,41.7415294647217,50.6748523712158,32.8082065582275,5.2834488052378,25.922849875527,13.2832382225579,12.6396116529691,207822074,252958793053.623,287037017901.888,240410173134.098,248047994571.367,63.5377728386874,-0.863301498636051,,-1.21001923084259,0.165725812315941,,,,623580.6,224784.756666667,848365.356666667,7.075,7.075,6.535,,90.5678463446667,53.175,51.25,69.075,7.075,6.535,90.5678463446667,,,,2015.5
BRB,"(1955,1960]",1960,1931.59423828125,1.87696743011475,10.0439086556435,8.31048715817283,2.11751823027458,-1.45917253813543,,,,,,,,,,,,,,,,230980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960
BRB,"(1960,1965]",1963,2035.07351074219,2.02264912128449,8.17129552364349,8.78814031919463,2.17326992654676,-1.46298647479215,1.61997227708452,0.226058097073301,,,,,,,,,,,,,,233596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961
BRB,"(1965,1970]",1968,2703.77138671875,2.35362753868103,8.7805786728859,11.3289405127516,2.41894002918641,-1.4331017648599,8.30712182553167,0.318834476932639,46.4683113098145,58.511043548584,34.425594329834,58.0699653625488,74.7513580322266,41.3885765075684,34.8666801452637,42.2707405090332,27.4626159667969,6.06076664499348,,,,237367.8,,,,,,,73141.3459974929,,,,,,,,,,,,,,,,,,,,,68.75,75,1966
BRB,"(1970,1975]",1973,3363.3607421875,2.40888352394104,9.37501579523087,13.8411739436073,2.62616109921629,-1.4147118773101,1.49770190681307,0.592847067117051,47.3973419189453,59.8317413330078,34.9629570007324,57.1972015380859,77.3927536010742,37.0016502380371,37.5975059509277,42.2707405090332,32.924267578125,19.0836781134865,110.790814348365,50.3823662272091,60.4084481211559,243095.2,202627097.668432,,242949853.967625,,,,104703.595444198,-1.21001923084259,0.165725812315941,,,,,,,,,,,,,,,,,,,52.5,57.5,1971
BRB,"(1975,1980]",1978,2876.50283203125,2.22685627937317,17.0403131842613,11.5095503603894,2.44299318219262,-1.38661231371947,-4.85394913751324,0.494577192405732,45.0945899963379,56.7143043518066,33.4748870849609,53.9873924255371,77.7092254638672,30.2655574798584,36.2018043518066,35.7193916320801,36.684220123291,10.0843751330147,126.435185760578,57.9457457985335,68.4894399620442,250093.6,362268791.742924,,418642971.196814,,,,266670.204394818,-1.21001923084259,0.165725812315941,,,,411.31,23.92,435.23,,,,,,,,,,,,48.74417114,31.25,25,1976
BRB,"(1980,1985]",1983,2918.62626953125,2.29825491905212,14.7812266647816,11.4682164866039,2.43852982336942,-1.36841808571732,-1.8041946070038,0.29363779752098,46.8825309753418,59.8714256286621,33.8936378479004,51.6713012695313,74.3876205444336,28.9549808502197,42.0937644958496,45.3552352905273,38.8322959899902,7.74624619946341,133.172842120458,66.7509581708912,66.4218839495668,254785.6,714662158.802764,,705792273.653856,,,,485220.409728853,-1.21001923084259,0.165725812315941,,,,467.582,37.582,505.164,,,,,,,,,,,,67.138282014,31.25,25,1981
BRB,"(1985,1990]",1988,3849.362109375,2.50476651191711,9.87278714776039,14.8817463601409,2.69494930007884,-1.35271263592703,8.59481821627344,0.344772469310652,45.8393836975098,57.7323921203613,33.9463729858398,47.9652824401856,67.1775268554688,28.753039932251,43.7134819030762,48.2872604370117,39.1397048950195,3.75306910328271,95.556392161091,48.2917233056143,47.2646688554767,258999.2,768915626.709094,,752866305.374633,,4.63343185550522,-0.566093378755295,401033.899927363,-1.21001923084259,0.165725812315941,,,,584.958,76.082,661.04,,,,,,,,,,,,69.381249234,31.25,25,1986
BRB,"(1990,1995]",1993,4804.47802734375,2.64048275947571,6.68058425188065,18.2564859334321,2.90333397857888,-1.3352166033142,3.83934711664464,0.349120589655474,47.2218620300293,55.2314689636231,39.2122581481934,45.4372283935547,62.1059288024902,28.7685234069824,49.0065017700195,48.3570114135742,49.6559906005859,3.0841852361448,82.5865829827624,43.2243545841886,39.3622283985738,263902.6,902693836.821956,,822627054.144086,,3.83493352123307,-0.597426991765671,371080.951500208,-0.568698593974113,0.316155475378037,,,,772.818,106.724,879.542,,,,,,,,,,,,65.23500061,31.25,25,1991
BRB,"(1995,2000]",1998,5854.03740234375,2.68323121070862,8.37935820221901,21.8521856271126,3.08377525873389,-1.31707570897562,1.7813247559813,0.365600542831817,47.9276794433594,58.9301132202149,36.9252395629883,46.4257415771484,65.7356246948242,27.1158596038818,49.4296096801758,52.1245994567871,46.7346183776856,2.56473596969948,89.378394362037,43.4753209837323,45.9030733783047,269307.6,1208715521.30463,,1282351462.73554,,4.44083477694183,-0.517865191132716,443262.346059889,-1.21001923084259,0.165725812315941,,,,1017.034,143.534,1160.568,,,,,78.10991988,66.18,70,56.8,,,78.10991988,65.98516388,31.25,25,1996
