ccode,period,Year,rgdpo,hc,inv_share,Penn_GDP_PPP,Penn_GDP_PPP_log,pop_log,GDP_pc_growth,pop_growth,KOF_econ,KOF_defacto,KOF_dejure,KOF_trade,KOF_trade_df,KOF_trade_dj,KOF_finance,KOF_finance_df,KOF_finance_dj,inflation,Trade_to_GDP,EXP_to_GDP,IMP_to_GDP,population,Exports_USD_current,Exports_USD_constant,Imports_USD_current,Imports_USD_constant,CTS,Lietal,Alcala,KAOPEN,chinn_ito_normed,LMF_FDI_total_stocks_GDP,LMF_open,LMF_EQ,UNC_FDI_in_stock_GDP,UNC_FDI_out_stock_GDP,UNC_FDI_total_stocks_GDP,FTI_panel,FTI_original,FTI_reduced,Tariff_RES,Tariff_WITS,HF_econ,HF_fin,HF_trade,FTI_original_ipo,FTI_reduced_ipo,Tariff_WITS_ipo,LMF_open_pv,FIN_CUR,CAPITAL,first_year
IBT,"(1995,2000]",1998,,,,,,,,,,,,,,,,,,,,,,,,,,,2178.89167714169,-0.593159676556947,,,,,,,,,,,,,,,,,,,,,,,,1996
IBT,"(2000,2005]",2003,,,,,,,,,,,,,,,,,,,,,,,,,,,3150.1291142741,-0.541295076123623,,,,,,,,,,,,,,,,,,,,,,,,2001
IBT,"(2005,2010]",2008,,,,,,,,,,,,,,,,,,,,,,,,,,,4232.26399469283,-0.443678661264069,,,,,,,,,,,,,,,,,,,,,,,,2006
IBT,"(2010,2015]",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,4559.28866666224,-0.374043854631838,,,,,,,,,,,,,,,,,,,,,,,,2011
IBT,"(2015,2020]",2016.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3890.10675123946,-0.40097164975941,,,,,,,,,,,,,,,,,,,,,,,,2014.5
IDA,"(1955,1960]",1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960
IDA,"(1960,1965]",1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961
IDA,"(1965,1970]",1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966
IDA,"(1970,1975]",1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971
IDA,"(1975,1980]",1978,,,,,,,,,,,,,,,,,,,,,,,,,,,385.082205588178,-0.70725723293835,,,,,,,,,,,,,,,,,,,,,,,,1976
IDA,"(1980,1985]",1983,,,,,,,,,,,,,,,,,,,,,,,,,,,317.514091926399,-0.710023420904384,,,,,,,,,,,,,,,,,,,,,,,,1981
IDA,"(1985,1990]",1988,,,,,,,,,,,,,,,,,,,,,,,,,,,177.464156845616,-0.763441993722751,,,,,,,,,,,,,,,,,,,,,,,,1986
IDA,"(1990,1995]",1993,,,,,,,,,,,,,,,,,,,,,,,,,,,201.789473177307,-0.709086145864191,,,,,,,,,,,,,,,,,,,,,,,,1991
IDA,"(1995,2000]",1998,,,,,,,,,,,,,,,,,,,,,,,,,,,179.50300547264,-0.711019655346223,,,,,,,,,,,,,,,,,,,,,,,,1996
IDA,"(2000,2005]",2003,,,,,,,,,,,,,,,,,,,,,,,,,,,235.052256596364,-0.686317941920665,,,,,,,,,,,,,,,,,,,,,,,,2001
IDA,"(2005,2010]",2008,,,,,,,,,,,,,,,,,,,,,,,,,,,299.290886115915,-0.658697800977041,,,,,,,,,,,,,,,,,,,,,,,,2006
IDA,"(2010,2015]",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,300.357295283251,-0.682654463661338,,,,,,,,,,,,,,,,,,,,,,,,2011
IDA,"(2015,2020]",2016.5,,,,,,,,,,,,,,,,,,,,,,,,,,,239.615151426151,-0.722785158760007,,,,,,,,,,,,,,,,,,,,,,,,2014.5
IDB,"(1955,1960]",1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960
IDB,"(1960,1965]",1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961
IDB,"(1965,1970]",1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966
IDB,"(1970,1975]",1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971
IDB,"(1975,1980]",1978,,,,,,,,,,,,,,,,,,,,,,,,,,,231.196779855888,-0.687653955147691,,,,,,,,,,,,,,,,,,,,,,,,1976
IDB,"(1980,1985]",1983,,,,,,,,,,,,,,,,,,,,,,,,,,,179.694286545829,-0.695741634906158,,,,,,,,,,,,,,,,,,,,,,,,1981
IDB,"(1985,1990]",1988,,,,,,,,,,,,,,,,,,,,,,,,,,,92.437966158031,-0.755855938309269,,,,,,,,,,,,,,,,,,,,,,,,1986
IDB,"(1990,1995]",1993,,,,,,,,,,,,,,,,,,,,,,,,,,,98.1767442428033,-0.712254443137222,,,,,,,,,,,,,,,,,,,,,,,,1991
IDB,"(1995,2000]",1998,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0249417647499,-0.747419604688358,,,,,,,,,,,,,,,,,,,,,,,,1996
IDB,"(2000,2005]",2003,,,,,,,,,,,,,,,,,,,,,,,,,,,102.260090611409,-0.716236556475493,,,,,,,,,,,,,,,,,,,,,,,,2001
IDB,"(2005,2010]",2008,,,,,,,,,,,,,,,,,,,,,,,,,,,126.112018945704,-0.697374642082539,,,,,,,,,,,,,,,,,,,,,,,,2006
IDB,"(2010,2015]",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6781323457983,-0.759999053645887,,,,,,,,,,,,,,,,,,,,,,,,2011
IDB,"(2015,2020]",2016.5,,,,,,,,,,,,,,,,,,,,,,,,,,,56.2302487445417,-0.811340723604455,,,,,,,,,,,,,,,,,,,,,,,,2014.5
IDN,"(1955,1960]",1960,121176.078125,1.15858137607574,4.73989509046078,1.28181733245161,0.248278861959126,4.54896581698877,,,,,,,,,,,,39.5904436860068,24.0902101486417,11.5325474115838,12.5576627370579,87751068,,11273500795.7321,,3454026145.47538,,,,,,,,,,,,,,,,,,,,,,,,18.75,37.5,1960
IDN,"(1960,1965]",1963,126538.0390625,1.21457529067993,5.415348559618,1.25992737518775,0.227680773705051,4.61029802746484,0.307808680298309,2.0136745938952,,,,,,,,,,141.351676194795,17.9968208878832,8.56534883618751,9.43147205169573,95099172.6,,11616041781.4495,,3910803480.63276,,,,,,,,,,,,,,,,,,,,,,,,16.25,37.5,1961
IDN,"(1965,1970]",1968,125720.6125,1.31344017982483,7.20145463943481,1.13140765670893,0.122587519352257,4.70905969434984,-1.53456434554312,1.98201059528778,27.6379928588867,24.7784194946289,30.4975719451904,16.0155658721924,17.4357128143311,14.5954189300537,39.260425567627,32.1211318969727,46.3997230529785,279.795297828568,27.8931313106877,10.8521220123883,17.0410092982994,108844532.4,798358157.529108,14074532147.2872,1185948358.91646,4573412577.92849,,,,0.371455758810043,0.536680281162262,,0,1853,,,,3.47,,,,,,,,,,,54.67082977,43.75,35,1966
IDN,"(1970,1975]",1973,186571.7125,1.40211753845215,12.7137452363968,1.48814539753945,0.392516704139126,4.82710190703675,6.37611471574672,2.58826133313299,29.9581245422363,27.864510345459,32.0517463684082,17.9284677505493,19.7483219146729,16.1086145401001,41.9877883911133,35.9806999206543,47.9948806762695,20.2909734001714,40.1895615776158,20.507090433093,19.6824711445228,124240016.6,4155346643.24526,27056491555.2793,3804491677.66899,10228050365.7136,,,,0.986584413051603,0.680966293811798,,0,9898.6,,,,4.6,,,,,,,,,,,48.083381272,75,62.5,1971
IDN,"(1975,1980]",1978,279608.215625,1.48422901630402,15.5355912446976,1.97323295563357,0.676534473029487,4.95050778611387,5.76526072666664,2.39151046826306,35.1887825012207,31.4558780670166,38.9216873168945,23.1875068664551,24.9021366119385,21.4728782653809,47.1900596618652,38.0096206665039,56.3705032348633,14.6523044004511,47.1202267437944,25.6144412077769,21.5057855360175,140664882,13563846994.7661,38311896761.8958,11178222299.0458,21579130200.1259,,,,0.926593011617657,0.666894572973251,2307,78,25181.6,4559.45,6,4565.45,5.4,,,81.8921661376953,,,,,,,,28.428440094,75,62.5,1976
IDN,"(1980,1985]",1983,386094.75625,1.63949501514435,18.745664358139,2.43139193600616,0.887918550930953,5.06618058949639,2.48305249874152,2.24628697727248,39.0598777770996,31.1956001281738,46.9241554260254,26.8508312225342,24.4264827728272,29.2751796722412,51.2689262390137,37.9647186279297,64.5731323242188,9.73812879384706,50.648351324837,25.7695071989368,24.8788441259001,157984301,21950313886.3581,35214344052.6669,21222758112.0588,41218948140.0166,108.781671615286,-0.764610897883839,106835.805261823,2.10543956756591,0.943407559394836,3036,73.2,42654.4,5198.05,17.6,5215.65,5.58,,,81.6300003051758,,,,,,,,34.348875428,75,62.5,1981
IDN,"(1985,1990]",1988,480202.83125,1.82433590888977,19.7994872927666,2.72768904951302,0.999820590324638,5.16829764191405,4.59501862177317,1.89980457807215,42.3752532958984,37.7026039123535,47.0479042053223,27.407702255249,28.7789356231689,26.0364677429199,57.3428062438965,46.6262718200684,68.0593399047852,7.47628426537079,47.4424185190319,24.7014751179217,22.7409434011102,174935111.2,21956180164.5209,46022828010.2908,20201857202.4114,44852353484.1293,71.2539464092857,-0.781925615677591,85397.9384093228,2.34670782089233,1,4982,228.2,75445.4,7142.25,66.2,7208.45,5.89,,,85.5050018310547,85.18445007,,,,,,85.18445007,60.489641568,75,62.5,1986
IDN,"(1990,1995]",1993,720968.45,1.97851212024689,19.5425307750702,3.75488022162945,1.31992581077517,5.25546866375202,5.87564596331073,1.64722585974026,49.0710548400879,41.9385284423828,56.2035865783691,38.9867416381836,38.1151992797852,39.8582836151123,59.1553718566895,45.7618530273438,72.5488876342774,8.91335945998096,53.7252151983955,27.6474261723052,26.0777890260902,190806917.2,42844375340.1616,74425419628.7541,40784032880.0014,75261846971.7346,104.636600283434,-0.749602839866743,111869.657762179,2.34670782089233,1,12981.2,2718.4,140623,14615.65,2535.8,17151.45,6.1,5.88,4.88,88.4460006713867,88.310202785,54.9,50,45,5.88,4.88,87.465890259,65.768548584,75,70,1991
IDN,"(1995,2000]",1998,813469.6125,2.12466850280762,17.8415516018868,3.9521674997381,1.36702378361878,5.32889803670944,-4.07072907439203,1.34023257427645,61.5133277893067,57.3960243225098,65.6306251525879,55.2338668823242,55.0079406738281,55.459790802002,67.792781829834,59.7841033935547,75.8014617919922,19.3633834469217,67.765116720732,36.6286734778069,31.1364432429251,205716251.6,57344079087.0949,96460374176.7534,50146719346.0965,99525390873.4801,141.206287825115,-0.682571871497151,137902.284606023,1.4364905834198,0.78649731874466,27285.4,9088.8,219578.4,28896.25,6723.6,35619.85,6.87,7.17,6.94,93.7899993896484,92.1013809322,60.62,70,71.6,6.654,6.116,92.1013809322,113.225575264,75,67.5,1996
IDN,"(2000,2005]",2003,811668.1875,2.25280299186707,20.6235611438751,3.67566290708116,1.29979817692487,5.39605732115412,3.3789926793098,1.38535023208215,58.6906448364258,50.3511009216309,67.0301940917969,60.1023666381836,52.3641571044922,67.8405731201172,57.278931427002,48.3380439758301,66.2198165893555,9.33496158876698,61.2476787489704,33.6962754021148,27.5514033468557,220333965,75653558939.8507,109726217108.966,62319149256.302,100713084413.917,106.763111997814,-0.73258909150867,166558.787056689,1.06518971920013,0.699404120445252,21876.6,12157.6,222101.4,17938.676,,,6.834,7.016,7.102,94.6845901489258,95.4762829122,53.62,42,73.16,7.016,7.102,95.4762829122,67.968792724,75,50,2001
IDN,"(2005,2010]",2008,1365502.35,2.36891212463379,26.4566016197205,5.7624637728779,1.73544737512775,5.46437243830642,11.7937937879768,1.34835017704281,57.0345138549805,42.8244125366211,71.2446228027344,54.4768569946289,38.835474395752,70.1182418823242,59.5921752929688,46.8133491516113,72.3710037231445,7.85250380338562,52.4522343337939,27.747373914417,24.7048604193769,235523409.4,141259658139.508,165618245209.579,126849609758.474,155663499457.635,87.4112799809244,-0.777269883608459,183623.243428208,1.06518971920013,0.699404120445252,119194.4,69991,430383.2,95244.012,3524.65,98768.662,6.94,6.94,7.286,,96.4545131622,53.44,31,75.18,6.94,7.286,96.4545131622,53.78150406,,,2006
IDN,"(2010,2015]",2013,2371204,2.37320580482483,35.6302988529205,9.40389947102461,2.24034553917114,5.52920960727563,5.67328608989028,1.24973064146438,50.9303192138672,39.7063934326172,62.1542488098145,48.7338279724121,32.7316337585449,64.7360237121582,53.1268127441406,46.68115234375,59.5724731445313,5.76122152543215,47.6836199971429,23.9342944226327,23.7493255745102,251777456.2,214425264677.129,218643030171.88,212845442487.683,208461825232.056,103.085339724931,-0.769295196993378,176769.934900616,-0.141151502728462,0.416441917419434,227964,110792,678314,213426.76,18540.4,231967.16,7.044,7.044,6.882,,96.364340049,57.18,37,74.46,7.044,6.882,96.3115667987,61.9293241525,,,2011
IDN,"(2015,2020]",2017.5,2720050.5,2.32319700717926,34.3093410134316,10.358699717999,2.33756851472535,5.57043957165558,3.99156212991931,1.11643928888192,48.1399002075195,39.4229221343994,56.856876373291,43.3588027954102,27.8809375762939,58.8366680145264,52.920991897583,50.9649047851563,54.8770790100098,3.51098321401166,39.9352504705355,20.0810823998382,19.8541680706973,264621182.333333,200461414978.874,234820407341.625,198465205390.813,219419791930.497,73.854844954502,-0.817155357429942,,-0.141151502728462,0.416441917419434,,,,235895.476666667,65780.4566666667,301675.933333333,6.975,6.975,6.345,,96.0571550555,62.825,40,80.3,6.975,6.345,96.0571550555,,,,2015.5
IDX,"(1955,1960]",1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960
IDX,"(1960,1965]",1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961
IDX,"(1965,1970]",1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966
IDX,"(1970,1975]",1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971
IDX,"(1975,1980]",1978,,,,,,,,,,,,,,,,,,,,,,,,,,,159.757461711581,-0.720970363110061,,,,,,,,,,,,,,,,,,,,,,,,1976
IDX,"(1980,1985]",1983,,,,,,,,,,,,,,,,,,,,,,,,,,,133.646192146985,-0.748520835208692,,,,,,,,,,,,,,,,,,,,,,,,1981
IDX,"(1985,1990]",1988,,,,,,,,,,,,,,,,,,,,,,,,,,,87.4371731214915,-0.781832777474912,,,,,,,,,,,,,,,,,,,,,,,,1986
IDX,"(1990,1995]",1993,,,,,,,,,,,,,,,,,,,,,,,,,,,106.626736010704,-0.716942387450736,,,,,,,,,,,,,,,,,,,,,,,,1991
IDX,"(1995,2000]",1998,,,,,,,,,,,,,,,,,,,,,,,,,,,121.948786211757,-0.689854164424864,,,,,,,,,,,,,,,,,,,,,,,,1996
IDX,"(2000,2005]",2003,,,,,,,,,,,,,,,,,,,,,,,,,,,137.94099513358,-0.672538033962571,,,,,,,,,,,,,,,,,,,,,,,,2001
IDX,"(2005,2010]",2008,,,,,,,,,,,,,,,,,,,,,,,,,,,174.643371900489,-0.641195516764863,,,,,,,,,,,,,,,,,,,,,,,,2006
IDX,"(2010,2015]",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,217.696312111554,-0.625738915301095,,,,,,,,,,,,,,,,,,,,,,,,2011
IDX,"(2015,2020]",2016.5,,,,,,,,,,,,,,,,,,,,,,,,,,,208.696789624296,-0.666476052781008,,,,,,,,,,,,,,,,,,,,,,,,2014.5
IMN,"(1955,1960]",1960,,,,,,,,,,,,,,,,,,,,,,48442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960
IMN,"(1960,1965]",1963,,,,,,,,,,,,,,,,,,,,,,49006.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961
IMN,"(1965,1970]",1968,,,,,,,,,,,,,,,,,,,,,,53244.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966
IMN,"(1970,1975]",1973,,,,,,,,,,,,,,,,,,,,,,57919.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971
IMN,"(1975,1980]",1978,,,,,,,,,,,,,,,,,,,,,,62111.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976
IMN,"(1980,1985]",1983,,,,,,,,,,,,,,,,,,,,,,63865.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981
IMN,"(1985,1990]",1988,,,,,,,,,,,,,,,,,,,,,,67832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986
IMN,"(1990,1995]",1993,,,,,,,,,,,,,,,,,,,,,,71481.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991
IMN,"(1995,2000]",1998,,,,,,,,,,,,,,,,,,,,,,74922.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996
IMN,"(2000,2005]",2003,,,,,,,,,,,,,,,,,,,,,,78946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001
IMN,"(2005,2010]",2008,,,,,,,,,,,,,,,,,,,,,,83286.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006
IMN,"(2010,2015]",2013,,,,,,,,,,,,,,,,,,,,,,84023.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
IMN,"(2015,2020]",2017.5,,,,,,,,,,,,,,,,,,,,,,83654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.5
IND,"(1955,1960]",1960,463393.375,1.13393616676331,20.1204583048821,1.04099703560943,0.0401789419913452,6.09839737340063,6.25321008866043,1.98763160950604,,,,,,,,,,1.77987784677377,11.2968331126113,4.4631564556351,6.83367665697623,450547679,1652701652.70165,5941441196.78303,2530502530.50253,9884316980.31922,,,,,,,,,,,,,,,,,,,,,,,,25,50,1960
IND,"(1960,1965]",1963,527266.4375,1.15315129756927,20.0398629903793,1.11145271599029,0.104855101862736,6.16055882162175,1.71254708513025,2.11053188238372,,,,,,,,,,6.22072180191776,9.7157747813689,3.95721776233247,5.75855701903643,479103284.4,1918553645.5591,5868019173.22563,2811049775.35049,9298097290.40201,,,,,,,,,,,,,,,,,,,,,,,,35,50,1961
IND,"(1965,1970]",1968,637715.65,1.17485663890839,19.5755690336227,1.20259710021445,0.182936217300763,6.27121174209516,2.31084577853211,2.24959166894919,13.8353967666626,11.9198217391968,15.7509775161743,20.2568645477295,16.9727096557617,23.5410232543945,7.41393518447876,6.86693620681763,7.96093463897705,6.32191765250307,9.03671812730839,3.9424869086584,5.09423121865,531964005.6,2119733333.33333,7241222252.71241,2688533333.33333,9842500470.55772,,,,-1.21001923084259,0.165725812315941,2043,0,11451,,,,,,,,,,,,,,,16.55832291,31.25,42.5,1966
IND,"(1970,1975]",1973,785343.975,1.20804572105408,19.4347342848778,1.32243539409018,0.279002923599003,6.38534522772775,1.82456710063379,2.30826474219953,14.2028324127197,12.448348236084,15.9573223114014,21.3276145935059,18.7015201568604,23.9537128448486,7.07805681228638,6.19517946243286,7.96093463897705,12.1620033000009,9.49679412845278,4.47636816644477,5.02042596200801,595126181,3863288457.27729,10747332661.431,4384552645.41723,11066242523.9093,,-0.921699423362845,13220.3601413931,-1.21001923084259,0.165725812315941,2123.4,0,14884.4,,,,4.14,,,,,,,,,,,13.890386295,31.25,37.5,1971
IND,"(1975,1980]",1978,832884.1875,1.26134259700775,21.0890543460846,1.25315101627658,0.223804091420171,6.50060267691396,-3.63696039883412,2.29315938830275,15.9318950653076,15.7454063415527,16.1183897018433,21.9903495788574,19.7086585998535,24.2720432281494,9.87344665527344,11.7821548461914,7.96473808288574,4.16366561237349,13.7311394866324,6.4547398399352,7.2763996466972,667897373.4,9011827501.99123,16854019044.7382,10532299953.1808,14669150164.4781,19.4998901342575,-0.914183130187068,22464.2927184694,-1.21001923084259,0.165725812315941,2539.8,147.4,27108.4,451.75,78.07,529.82,4.48,,,52.8818435668945,,,,,,,,5.1602503778,31.25,25,1976
IND,"(1980,1985]",1983,797554.6,1.34007384777069,19.746972322464,1.06846696686404,0.0657520203031808,6.61576496517643,-2.37606312899587,2.29907321495322,14.7050825119019,15.3779123306274,14.0322532653809,19.9134925842285,19.8302654266357,19.9967189788818,9.49667358398438,10.9255599975586,8.06778726577759,9.34934046821131,13.8466397072618,5.85898245773401,7.98765724952776,749649374.6,12356920749.879,20019256308.881,16847206046.3034,23124007885.7884,25.4197616422814,-0.896542239600405,37750.1733097676,-1.21001923084259,0.165725812315941,2699.2,316.4,41705.8,633.632,86.07,719.702,3.58,,,37.0999992370605,,,,,,,,8.519696045,27.5,25,1981
IND,"(1985,1990]",1988,987055.75,1.44256217479706,18.9070361852646,1.18020801374649,0.16319666012245,6.72646867190587,4.56663390113871,2.14436422788566,14.0894546508789,15.8074071884155,12.3715021133423,17.5077018737793,18.4664863586426,16.5489154815674,10.6712083816528,13.1483280181885,8.19408893585205,8.59196618671061,13.7937859304021,6.1811005622548,7.61268536814734,837547750.4,17977363377.7147,26115040984.3097,22068089888.6597,31414284042.6205,24.8106973379158,-0.897289408208737,42647.1415113731,-1.21001923084259,0.165725812315941,3073.6,597.6,77028.2,1237.234,107.87,1345.104,3.98,,,28.7077484130859,43.64149558,,,,,,43.64149558,13.964985276,41.25,25,1986
IND,"(1990,1995]",1993,1318185.95,1.55480372905731,18.919512629509,1.42365866580067,0.350891530869601,6.82850577654369,3.8350174640156,1.97578865339528,17.2227754592896,19.8626613616943,14.5828908920288,18.5851100921631,20.3691284179688,16.8010915756226,15.860440826416,19.3561908721924,12.3646907806397,10.4915550852693,19.6035916923283,9.58068762029173,10.0229040720365,927501700.8,29465236921.1237,44290570560.4639,30933688335.5008,51829223585.1486,34.4092019886472,-0.874821669449948,47292.4163600932,-1.21001923084259,0.165725812315941,5066,5327.2,120106.6,3072.41,314.536,3386.946,4.64,4.5,3.63,55.8700004577637,72.99025925,45.1,50,0,4.5,3.63,71.042959639,21.144052888,47.5,42.5,1991
IND,"(1995,2000]",1998,1880476.75,1.71421835422516,19.2821499705315,1.84785483792981,0.611942905933638,6.92326821964086,4.86464887216931,1.84021579792677,22.4065605163574,23.1884292602539,21.6246906280518,21.3027339935303,24.0603588104248,18.5451107025147,23.5103843688965,22.3164985656738,24.7042701721191,7.61029994410345,23.9929731542286,11.3087313385846,12.684241815644,1019476511.8,49022312068.1742,78052535475.8778,54967029295.2903,96826945718.0106,53.2899208336705,-0.842089361045058,57957.7521968719,-1.21001923084259,0.165725812315941,17105.8,15469.2,172073.8,12470.58,1091.538,13562.118,5.6,5.74,5.46,71.5,76.06664168125,48.88,42,16.8,5.244,4.728,75.9875872665,23.339832306,58.75,50,1996
IND,"(2000,2005]",2003,2610662.6,1.82669105529785,25.1161649823189,2.35084331950188,0.84950004893715,7.00996488634733,6.39656306268918,1.65886062889511,36.9317405700684,30.7620040893555,43.1014785766602,35.718221282959,33.0443580627441,38.3920822143555,38.1452602386475,28.4796455383301,47.810876083374,3.97917990240699,33.1199674992599,15.8470098149112,17.2729576843487,1111414760.2,102548034456.072,155967586017.464,112366954893.919,164830151927.541,90.8606398120576,-0.811461065926379,76787.0540316776,-1.21001923084259,0.165725812315941,45686,53949,321221.2,31862.642,6030.24,37892.882,5.95,6.144,5.746,78.26875,78.387372125,51.42,46,26.4,6.144,5.746,78.387372125,28.448541262,57.8125,50,2001
IND,"(2005,2010]",2008,4363704.55,1.92189812660217,31.9579094648361,3.63751484796429,1.28437706891504,7.08720791890033,9.13457057181099,1.46353149155736,44.0722938537598,40.0774757385254,48.0671119689941,45.3568420410156,42.6834175109863,48.0302665710449,42.7877487182617,37.4715370178223,48.1039611816406,8.67808292844505,48.0614091516593,21.7932902108915,26.2681189407678,1200274582.6,278211740353.146,315785287667.943,336167547978.9,370495124290.471,218.593430454595,-0.717336841151332,134919.156454304,-1.21001923084259,0.165725812315941,197611.8,257834.4,950061,135734.098,62438.732,198172.83,6.21,6.21,6.288,,91.860345166,53.68,39,49.02,6.21,6.288,91.860345166,47.72677765,,,2006
IND,"(2010,2015]",2013,6662181.2,2.03245279788971,29.8656821250916,5.20562654215665,1.6475254683873,7.15318372740193,5.45223103131646,1.22987050768906,43.3374534606934,40.8944068908691,45.7805000305176,45.1054885864258,43.2209930419922,46.9899833679199,41.5694198608399,38.5678237915039,44.5710174560547,8.26081420443185,51.2213637460544,23.4573698034506,27.7639939426037,1280534847,450619758346.329,476568127862.768,531973285423.228,535459141742.066,308.354194697268,-0.688599683362513,158307.260172829,-1.21001923084259,0.165725812315941,315944,198266,1139302,238725.062,123596.192,362321.254,5.93,5.93,5.812,,93.149907566125,54.94,35,64.42,5.93,5.812,93.14504549525,50.0857849125,,,2011
IND,"(2015,2020]",2017.5,8297551.75,2.11217820644379,26.476988196373,6.2298287689947,1.8288744848135,7.19417753543832,5.76346486299737,1.13764564937004,40.9287452697754,37.2853927612305,44.5720958709717,41.5660495758057,36.7123203277588,46.4197807312012,40.2914352416992,37.8584613800049,42.7244091033936,4.09753764123109,41.4344074854722,19.2377947678869,22.1966127175852,1338595250.66667,491458036925.237,541342711737.931,568663856118.564,616070927438.037,231.417931875306,-0.761653612939717,,-1.21001923084259,0.165725812315941,,,,360653.396666667,155151.56,515804.956666667,5.825,5.825,5.625,,93.7617536583333,54.625,38.75,72.1,5.825,5.625,93.7617536583333,,,,2015.5
INX,"(1955,1960]",1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960
INX,"(1960,1965]",1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961
INX,"(1965,1970]",1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966
INX,"(1970,1975]",1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971
INX,"(1975,1980]",1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976
INX,"(1980,1985]",1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981
INX,"(1985,1990]",1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986
INX,"(1990,1995]",1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991
INX,"(1995,2000]",1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996
INX,"(2000,2005]",2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001
INX,"(2005,2010]",2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006
INX,"(2010,2015]",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
INX,"(2015,2020]",2016.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.5
IRL,"(1955,1960]",1960,16912.126953125,2.26518106460571,16.0694107413292,5.97200233880534,1.78708227130536,1.04094866448339,5.23947733561394,-0.38910183838623,,,,,,,,,,0.450837269431766,,,,2828600,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.75,50,1960
IRL,"(1960,1965]",1963,18853.101953125,2.30465035438538,19.2210644483566,6.61899956561558,1.88927685440128,1.04643529630156,2.91125975746576,0.308343610792559,,,,,,,,,,4.23595206030362,,,,2851390,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.25,50,1961
